chargeback_id,transaction_id,chargeback_date,reason_code,chargeback_amount_inr,chargeback_status,recovery_amount_inr,merchant_response_days
4213,1065809,2026-07-09,Duplicate,1130.32,Lost,342.64,16
4214,1368618,2025-09-23,Product Not Received,434.36,Won,304.11,29
4215,659097,2025-05-06,Processing Error,2496.21,Partially Recovered,1160.7,21
4216,210074,2025-07-30,Fraud,584.66,Open,146.27,29
4217,1084359,2025-08-16,Product Not Received,291.63,Won,215.28,17
4218,179875,2023-12-20,Product Not Received,1689.07,Won,489.52,10
4219,510875,2024-03-09,Fraud,2008.25,Won,1464.83,17
4220,1305601,2025-01-26,Fraud,307.36,Partially Recovered,211.17,4
4221,975703,2025-10-10,Processing Error,2619.81,Lost,1882.89,9
4222,1047517,2026-02-01,Fraud,8068.44,Lost,4740.63,12
4223,678517,2025-09-09,Processing Error,697.88,Partially Recovered,340.12,13
4224,278330,2025-08-03,Product Not as Described,74.42,Won,19.63,5
4225,250566,2026-06-03,Processing Error,308.81,Won,171.28,23
4226,1323175,2023-11-14,Processing Error,1620.23,Partially Recovered,3.65,9
4227,521072,2026-01-21,Fraud,581.86,Partially Recovered,120.27,26
4228,401814,2026-05-17,Processing Error,639.36,Won,391.04,10
4229,266398,2024-09-10,Product Not as Described,586.18,Won,114.3,28
4230,1112034,2025-02-17,Fraud,121.74,Won,33.6,20
4231,365221,2024-12-26,Product Not Received,242.55,Won,99.55,22
4232,762308,2026-01-07,Product Not Received,1729.55,Won,1284.13,14
4233,1454070,2026-03-10,Processing Error,286.38,Won,5.38,10
4234,476240,2026-03-08,Processing Error,714.92,Partially Recovered,349.43,3
4235,1232760,2025-06-30,Product Not as Described,1431.99,Partially Recovered,491.89,30
4236,394292,2026-02-07,Processing Error,2234.94,Lost,1234.58,21
4237,949101,2026-03-19,Product Not as Described,6453.89,Lost,2162.07,29
4238,94636,2025-08-23,Fraud,2646.55,Open,1317.8,25
4239,97313,2026-02-01,Fraud,2425.03,Lost,1511.01,7
4240,1312568,2026-02-04,Product Not Received,1691.76,Won,25.7,8
4241,1447158,2025-01-21,Product Not Received,515.95,Partially Recovered,424.58,2
4242,268512,2025-01-19,Processing Error,311.94,Won,230.53,20
4243,1284474,2026-03-11,Product Not Received,433.15,Won,1.9,24
4244,1384002,2025-06-29,Fraud,2823.65,Open,741.76,28
4245,573448,2025-11-27,Processing Error,410.84,Won,140.59,2
4246,889168,2026-01-18,Duplicate,1647.39,Lost,322.11,5
4247,367319,2026-01-21,Processing Error,1363.9,Won,837.76,1
4248,1396019,2025-09-29,Duplicate,4250.85,Lost,2073.28,25
4249,1269198,2026-06-06,Processing Error,251.4,Partially Recovered,61.14,21
4250,418006,2024-10-21,Processing Error,2857.97,Partially Recovered,828.68,13
4251,968123,2025-09-13,Processing Error,1183.96,Lost,949.12,17
4252,81242,2025-06-05,Fraud,949.93,Won,713.96,17
4253,1487203,2025-01-16,Fraud,3352.56,Won,1659.12,11
4254,553817,2025-12-27,Product Not Received,2769.25,Partially Recovered,1420.59,11
4255,549298,2026-01-02,Fraud,15056.8,Won,7649.42,14
4256,111708,2025-11-23,Fraud,2295.23,Partially Recovered,370.96,14
4257,1132915,2026-02-20,Product Not Received,482.76,Won,72.68,5
4258,1224199,2025-03-13,Product Not as Described,7674.37,Partially Recovered,4943.07,6
4259,591670,2026-04-02,Product Not as Described,684.86,Lost,424.56,13
4260,854759,2025-08-21,Processing Error,3328.8,Open,91.69,7
4261,243340,2025-01-09,Product Not as Described,24928.17,Won,2590.25,26
4262,1164453,2026-02-09,Fraud,2390.53,Won,1580.66,24
4263,1091889,2025-11-17,Product Not as Described,209.05,Lost,143.51,12
4264,157725,2024-11-21,Fraud,1830.98,Won,1139.98,13
4265,398443,2026-03-06,Processing Error,2397.88,Won,179.58,3
4266,300116,2026-02-27,Processing Error,3684.85,Won,2229.41,16
4267,1235016,2025-04-20,Duplicate,182.8,Partially Recovered,118.72,27
4268,545969,2025-09-11,Product Not as Described,1639.82,Partially Recovered,423.18,13
4269,4879,2026-02-21,Product Not as Described,4898.27,Won,1728.87,29
4270,154288,2025-04-02,Fraud,444.81,Partially Recovered,297.03,23
4271,383477,2025-07-24,Fraud,312.3,Lost,37.53,2
4272,1264563,2025-11-18,Product Not as Described,1103.17,Partially Recovered,729.66,5
4273,801760,2025-09-27,Fraud,108.41,Partially Recovered,30.9,28
4274,495587,2025-06-01,Product Not Received,932.22,Lost,76.78,6
4275,191216,2026-07-22,Fraud,1902.84,Won,1330.44,8
4276,1043021,2023-08-30,Duplicate,415.93,Partially Recovered,86.56,7
4277,443922,2025-05-15,Product Not as Described,2146.82,Partially Recovered,84.49,12
4278,280412,2025-02-04,Fraud,1721.17,Partially Recovered,984.7,15
4279,731862,2026-03-12,Product Not Received,683.73,Partially Recovered,395.55,10
4280,5865,2026-10-26,Duplicate,7832.31,Won,6034.03,8
4281,311196,2026-04-16,Product Not as Described,2891.77,Won,2335.58,9
4282,491804,2024-06-09,Fraud,502.51,Lost,320.25,5
4283,742300,2024-09-04,Duplicate,312.7,Partially Recovered,180.9,24
4284,1314566,2025-07-09,Processing Error,579.74,Lost,406.61,21
4285,817192,2026-08-25,Product Not Received,187.04,Won,117.31,11
4286,957147,2025-11-10,Processing Error,1180.17,Won,672.17,21
4287,780823,2025-07-07,Product Not Received,1515.97,Won,524.23,10
4288,1427364,2026-02-26,Fraud,44.82,Open,32.35,15
4289,96078,2026-01-29,Product Not Received,622.05,Lost,424.62,16
4290,1399855,2025-01-13,Product Not Received,991.14,Lost,369.71,24
4291,607729,2026-02-10,Product Not Received,103.62,Won,73.34,6
4292,61257,2025-12-18,Fraud,7243.71,Lost,2157.71,7
4293,385361,2025-09-30,Product Not as Described,772.41,Won,499.72,18
4294,1015513,2026-03-07,Product Not Received,964.79,Lost,327.11,28
4295,694571,2025-11-19,Product Not Received,37.2,Lost,30.17,4
4296,567974,2025-12-25,Processing Error,864.76,Partially Recovered,418.75,12
4297,1364242,2026-04-07,Fraud,3245.38,Lost,2133.18,2
4298,764171,2025-07-25,Product Not as Described,6314.38,Lost,1620.45,27
4299,23486,2026-04-01,Product Not Received,5075.33,Lost,2790.24,15
4300,399345,2026-03-17,Fraud,3936.18,Won,174.43,11
4301,155912,2024-10-23,Processing Error,215.29,Open,80.52,24
4302,156860,2026-04-20,Duplicate,149.58,Open,90.87,5
4303,694534,2025-08-13,Duplicate,3538.8,Won,2453.3,12
4304,1459826,2026-10-18,Product Not as Described,900.68,Open,180.91,13
4305,133800,2026-02-18,Product Not as Described,2149.68,Won,38.24,5
4306,959385,2025-11-29,Product Not Received,497.2,Won,225.71,21
4307,1082661,2025-10-12,Fraud,1423.38,Open,184.2,20
4308,774798,2025-09-11,Processing Error,2080.16,Won,1388.51,2
4309,543646,2025-11-27,Processing Error,662.88,Partially Recovered,144.97,9
4310,1470988,2025-11-25,Fraud,94.99,Won,32.44,23
4311,356333,2025-11-25,Processing Error,3000.2,Partially Recovered,2323.87,28
4312,1486727,2025-05-21,Fraud,147.02,Lost,8.58,1
4313,425962,2024-09-30,Product Not as Described,4170.59,Lost,273.89,17
4314,258425,2025-11-14,Product Not as Described,4608.06,Partially Recovered,311.54,6
4315,104787,2025-12-18,Product Not as Described,3520.68,Partially Recovered,465.89,17
4316,774999,2025-11-30,Fraud,1392.94,Open,949.33,2
4317,1430176,2024-03-07,Fraud,407.66,Open,346.49,16
4318,1425594,2025-05-18,Fraud,1114.68,Open,496.4,7
4319,824022,2026-02-27,Product Not as Described,438.53,Won,273.27,27
4320,918278,2025-12-15,Product Not as Described,1920.6,Open,1556.73,22
4321,497638,2024-06-02,Product Not Received,9985.53,Partially Recovered,1772.66,11
4322,1474755,2025-09-05,Product Not Received,15846.76,Open,845.1,10
4323,102576,2025-12-19,Product Not as Described,3906.2,Lost,2066.84,25
4324,310243,2025-10-12,Fraud,228.04,Open,98.84,21
4325,1080424,2026-02-10,Fraud,2188.79,Lost,468.81,28
4326,1458331,2026-01-28,Product Not Received,2773.27,Partially Recovered,54.72,29
4327,1102258,2024-11-02,Processing Error,1118.16,Won,646.43,14
4328,75679,2025-12-18,Product Not Received,10973.57,Partially Recovered,2339.17,4
4329,198708,2026-01-11,Fraud,820.85,Won,319.41,14
4330,1393481,2025-11-17,Product Not Received,2028.99,Partially Recovered,1035.89,25
4331,1330348,2025-10-04,Fraud,73.64,Lost,9.1,25
4332,1229984,2024-11-22,Product Not as Described,3543.18,Lost,1081.85,14
4333,1283995,2025-08-24,Product Not Received,557.26,Won,222.56,22
4334,485734,2025-10-16,Product Not as Described,3269.34,Won,21.28,2
4335,809970,2025-12-02,Duplicate,1028.27,Open,562.81,26
4336,378727,2026-04-16,Duplicate,560.62,Won,223.04,24
4337,446024,2026-02-11,Product Not as Described,393.73,Won,327.0,2
4338,1295697,2026-01-03,Fraud,1422.86,Won,1099.85,12
4339,89315,2025-12-28,Product Not as Described,205.71,Open,110.68,9
4340,417626,2024-08-09,Duplicate,1047.83,Partially Recovered,659.05,27
4341,133157,2025-03-19,Fraud,1882.72,Partially Recovered,196.96,27
4342,198897,2024-07-14,Product Not as Described,584.73,Partially Recovered,124.27,23
4343,626155,2026-02-23,Duplicate,1412.78,Lost,114.33,1
4344,102257,2025-11-28,Product Not Received,885.09,Won,551.6,16
4345,1319643,2026-08-06,Product Not Received,2742.09,Lost,20.31,4
4346,934765,2025-08-24,Duplicate,489.86,Lost,297.67,26
4347,87455,2025-11-07,Duplicate,1606.87,Open,1217.2,21
4348,17911,2026-02-24,Fraud,32828.66,Won,6352.9,12
4349,1377265,2026-03-04,Product Not as Described,3659.38,Won,3107.07,30
4350,1448515,2025-12-05,Processing Error,272.44,Won,151.7,30
4351,144699,2023-01-22,Processing Error,385.12,Partially Recovered,10.97,21
4352,1381735,2026-02-15,Processing Error,342.33,Partially Recovered,145.28,22
4353,1103444,2025-10-04,Fraud,779.48,Won,343.26,1
4354,680600,2026-03-02,Processing Error,4232.96,Won,3031.45,11
4355,1488916,2025-10-19,Product Not Received,2573.65,Won,1549.66,7
4356,965346,2025-07-13,Product Not Received,3678.59,Partially Recovered,517.19,22
4357,1416261,2024-03-27,Fraud,822.83,Partially Recovered,694.8,11
4358,719629,2025-07-05,Fraud,1029.74,Lost,615.12,30
4359,632941,2025-12-04,Fraud,4222.94,Lost,1135.31,7
4360,385406,2025-08-19,Product Not Received,2964.94,Open,2240.72,5
4361,1368978,2025-07-09,Processing Error,1350.62,Won,872.79,26
4362,167846,2025-05-14,Product Not as Described,1113.44,Partially Recovered,876.03,3
4363,839972,2025-06-23,Product Not as Described,717.21,Partially Recovered,550.63,25
4364,288605,2027-01-14,Fraud,257.37,Won,15.46,1
4365,717654,2025-12-29,Fraud,2535.11,Won,370.62,16
4366,1219580,2026-01-01,Product Not Received,4388.79,Lost,2029.4,16
4367,30926,2025-06-03,Duplicate,1328.4,Lost,164.04,19
4368,243174,2026-09-27,Product Not Received,159.08,Won,124.7,9
4369,1153749,2026-05-18,Fraud,446.36,Lost,289.87,29
4370,1431608,2023-05-25,Fraud,42.11,Won,19.84,29
4371,313321,2025-06-28,Product Not Received,586.55,Won,5.56,4
4372,600320,2024-12-21,Processing Error,695.94,Partially Recovered,404.37,25
4373,842190,2023-06-08,Fraud,1185.66,Lost,843.39,24
4374,421418,2024-11-26,Duplicate,1335.41,Won,559.75,19
4375,1409959,2025-05-28,Product Not Received,140.42,Lost,104.9,29
4376,829121,2024-03-27,Product Not as Described,2048.36,Lost,712.02,23
4377,354731,2026-06-28,Fraud,324.25,Lost,48.7,6
4378,451772,2025-10-16,Fraud,2141.49,Won,1576.34,2
4379,1428873,2025-10-17,Fraud,423.27,Won,282.47,22
4380,1051307,2026-01-29,Product Not Received,3589.01,Partially Recovered,2405.76,8
4381,654086,2026-10-15,Fraud,2550.22,Partially Recovered,566.3,17
4382,812622,2026-02-24,Product Not Received,645.41,Partially Recovered,455.02,9
4383,640400,2025-12-11,Product Not Received,11472.3,Lost,2964.57,13
4384,1276491,2026-02-12,Fraud,261.71,Won,147.31,3
4385,1165316,2023-10-19,Fraud,796.18,Won,406.76,7
4386,1122847,2026-04-15,Fraud,1612.64,Lost,1020.11,17
4387,1442972,2025-02-19,Product Not as Described,9463.26,Partially Recovered,7378.03,13
4388,120812,2026-01-01,Processing Error,308.6,Lost,236.95,27
4389,595419,2026-02-17,Fraud,888.54,Won,665.91,18
4390,865779,2024-08-17,Fraud,163.8,Won,9.5,26
4391,703821,2025-06-10,Duplicate,2423.31,Won,279.42,14
4392,1387033,2025-07-17,Fraud,391.75,Open,225.58,1
4393,219409,2025-04-08,Product Not as Described,589.98,Lost,409.36,1
4394,703915,2024-09-10,Fraud,136.22,Lost,29.52,5
4395,524829,2026-01-23,Product Not Received,3308.12,Won,1929.09,14
4396,210911,2025-01-08,Product Not as Described,2965.85,Won,1265.19,21
4397,1082888,2025-07-15,Product Not as Described,1323.21,Lost,1043.62,9
4398,1482538,2025-10-06,Product Not as Described,729.25,Open,202.41,16
4399,581648,2025-05-30,Processing Error,1217.46,Lost,973.98,7
4400,294734,2025-01-27,Fraud,1641.32,Lost,1004.71,27
4401,526817,2025-11-11,Product Not Received,154.78,Won,95.86,14
4402,1417911,2026-01-21,Processing Error,1667.12,Open,515.9,26
4403,136669,2024-12-07,Fraud,283.86,Won,204.04,21
4404,284002,2025-06-25,Fraud,387.86,Lost,120.44,10
4405,642184,2026-02-28,Fraud,44.49,Won,20.27,27
4406,899052,2023-12-14,Fraud,645.39,Won,406.18,1
4407,288177,2026-04-09,Fraud,4167.82,Lost,2778.92,1
4408,224101,2026-05-08,Duplicate,672.52,Partially Recovered,455.2,15
4409,1477445,2026-10-01,Fraud,423.57,Won,66.51,24
4410,1189721,2026-02-06,Duplicate,1117.26,Won,48.73,8
4411,1081481,2025-06-21,Fraud,446.58,Partially Recovered,226.35,17
4412,438334,2026-05-18,Fraud,280.61,Partially Recovered,25.42,17
4413,1447133,2026-01-26,Fraud,8953.05,Won,4340.36,17
4414,759189,2025-09-29,Product Not as Described,1551.51,Partially Recovered,54.93,26
4415,646897,2025-12-14,Duplicate,2016.51,Open,418.62,3
4416,833179,2024-06-24,Fraud,66.39,Partially Recovered,29.56,5
4417,703255,2026-02-14,Fraud,2235.5,Partially Recovered,1138.5,28
4418,23605,2025-12-06,Processing Error,3326.16,Won,1309.82,23
4419,463122,2024-10-05,Duplicate,4573.71,Partially Recovered,796.58,21
4420,976102,2023-09-24,Fraud,2055.18,Lost,1613.49,27
4421,1099779,2026-01-29,Fraud,6895.78,Won,4055.34,27
4422,584736,2026-02-01,Processing Error,298.0,Won,242.6,18
4423,1207146,2026-01-27,Fraud,2892.91,Partially Recovered,2075.47,22
4424,618267,2026-03-20,Fraud,2018.98,Partially Recovered,253.16,2
4425,21707,2025-02-15,Duplicate,356.03,Lost,107.28,7
4426,1119488,2025-01-19,Fraud,2549.45,Open,2146.47,12
4427,700456,2026-06-15,Product Not as Described,2904.81,Lost,1579.22,12
4428,1365070,2026-04-16,Product Not Received,2567.14,Open,1961.59,2
4429,855514,2025-04-21,Processing Error,1259.29,Open,221.77,13
4430,752523,2026-03-06,Duplicate,805.75,Lost,359.36,28
4431,1095090,2025-07-26,Fraud,712.81,Lost,261.6,24
4432,596832,2025-10-14,Duplicate,289.35,Partially Recovered,88.94,4
4433,282072,2025-06-01,Fraud,443.93,Partially Recovered,47.12,14
4434,1055329,2026-03-14,Duplicate,311.61,Open,226.94,17
4435,570289,2023-11-30,Fraud,853.0,Partially Recovered,622.13,8
4436,1064990,2025-04-25,Product Not Received,630.41,Lost,501.13,29
4437,486275,2025-08-22,Product Not Received,210.83,Won,37.05,17
4438,293151,2026-03-14,Product Not as Described,3021.62,Won,1578.14,14
4439,832643,2026-03-01,Fraud,583.16,Won,10.45,25
4440,135520,2025-04-24,Fraud,264.79,Lost,206.88,21
4441,580198,2025-08-11,Product Not Received,14302.57,Open,5395.48,9
4442,1052813,2024-09-10,Fraud,312.43,Partially Recovered,228.06,18
4443,377489,2025-09-07,Product Not Received,610.78,Won,185.1,13
4444,480064,2025-09-26,Fraud,399.92,Won,173.3,13
4445,602854,2026-03-06,Fraud,109.49,Lost,90.62,8
4446,262405,2025-06-17,Processing Error,1069.83,Won,546.67,27
4447,201663,2025-06-12,Duplicate,1024.54,Lost,665.5,29
4448,520244,2026-03-18,Product Not Received,535.06,Won,143.64,20
4449,152483,2025-09-09,Product Not as Described,155.05,Partially Recovered,52.74,22
4450,492198,2024-01-04,Product Not Received,8927.37,Open,2084.48,1
4451,182424,2025-07-23,Product Not Received,1419.74,Lost,383.0,4
4452,470456,2025-05-18,Fraud,417.61,Open,76.33,1
4453,1062964,2025-08-16,Product Not Received,1443.62,Won,896.91,26
4454,866416,2023-11-27,Processing Error,321.43,Lost,13.2,1
4455,483972,2025-01-14,Fraud,498.29,Open,20.58,3
4456,1410738,2025-04-12,Fraud,136.93,Partially Recovered,32.46,25
4457,739342,2024-11-02,Product Not as Described,969.6,Lost,28.13,1
4458,287497,2025-04-05,Fraud,1265.48,Won,1067.5,24
4459,23401,2026-03-03,Fraud,1261.77,Won,335.52,9
4460,988095,2025-11-27,Product Not as Described,364.74,Lost,301.45,14
4461,703479,2026-07-27,Fraud,1752.73,Won,1117.43,29
4462,294812,2025-04-17,Fraud,245.02,Partially Recovered,152.19,28
4463,1298347,2025-11-25,Fraud,1282.75,Open,685.4,23
4464,430647,2025-09-20,Product Not Received,1622.47,Won,922.88,29
4465,59975,2025-08-16,Processing Error,415.96,Partially Recovered,163.58,13
4466,319349,2025-08-12,Processing Error,25094.3,Lost,3546.11,27
4467,552308,2025-12-09,Product Not as Described,533.61,Won,259.96,12
4468,803528,2025-07-02,Fraud,633.21,Won,404.23,16
4469,997721,2024-10-15,Fraud,2400.61,Won,199.8,28
4470,419461,2024-04-25,Fraud,222.89,Lost,91.88,8
4471,70450,2024-08-03,Duplicate,727.57,Partially Recovered,317.99,21
4472,1104997,2025-03-04,Product Not as Described,422.85,Partially Recovered,301.43,8
4473,173861,2025-11-19,Fraud,426.18,Partially Recovered,211.45,11
4474,913624,2025-04-11,Fraud,2592.55,Partially Recovered,970.89,9
4475,1424330,2026-04-23,Product Not Received,3596.38,Partially Recovered,2673.88,21
4476,1058259,2026-01-20,Product Not as Described,225.44,Lost,56.49,28
4477,584003,2025-04-01,Product Not Received,1786.37,Open,502.78,1
4478,1499741,2026-01-10,Product Not as Described,1766.31,Won,1023.58,11
4479,605339,2024-09-25,Fraud,89.94,Lost,1.78,8
4480,600879,2025-06-27,Product Not as Described,3036.66,Won,896.08,30
4481,941966,2025-11-01,Product Not as Described,3147.19,Won,2325.03,16
4482,189975,2025-06-21,Fraud,1291.13,Lost,159.75,13
4483,543478,2025-07-09,Fraud,2337.41,Partially Recovered,1885.1,14
4484,1230392,2025-12-26,Fraud,574.41,Won,171.87,13
4485,1498532,2025-03-16,Fraud,8193.56,Partially Recovered,6879.82,29
4486,1057841,2025-06-21,Fraud,1012.43,Open,352.47,30
4487,1005939,2026-05-12,Processing Error,480.28,Won,236.4,20
4488,501930,2025-12-13,Fraud,1821.88,Lost,1006.28,20
4489,564796,2025-11-07,Processing Error,766.75,Lost,70.2,1
4490,974344,2025-06-28,Product Not Received,192.98,Lost,136.2,7
4491,1130316,2026-04-29,Product Not as Described,956.66,Won,440.58,17
4492,1422376,2026-01-24,Product Not Received,1809.26,Partially Recovered,1167.39,28
4493,1408726,2024-06-21,Fraud,1146.45,Lost,419.76,21
4494,551178,2026-06-17,Processing Error,257.68,Partially Recovered,10.99,26
4495,1152771,2025-11-21,Duplicate,2878.11,Lost,584.89,8
4496,769275,2025-12-25,Fraud,517.35,Lost,239.2,1
4497,499457,2026-04-15,Processing Error,1016.4,Open,274.22,26
4498,615970,2025-10-29,Product Not as Described,2969.12,Won,1948.2,22
4499,158752,2024-08-29,Product Not as Described,2111.93,Won,375.07,23
4500,571427,2025-08-20,Fraud,878.16,Lost,382.98,16
4501,222095,2025-10-27,Product Not Received,30.14,Open,7.2,11
4502,1154003,2026-02-02,Fraud,1673.25,Won,227.23,2
4503,18683,2025-11-12,Fraud,655.62,Won,155.49,20
4504,106058,2026-01-05,Fraud,645.62,Partially Recovered,118.73,26
4505,374897,2025-03-06,Fraud,136.37,Open,48.87,7
4506,1498831,2024-06-06,Processing Error,2904.07,Lost,1260.9,15
4507,177493,2024-04-13,Product Not Received,338.46,Won,104.69,12
4508,543331,2026-06-24,Processing Error,13885.26,Partially Recovered,7200.43,7
4509,767795,2025-11-18,Product Not as Described,777.82,Open,553.6,22
4510,707618,2025-01-02,Processing Error,241.87,Partially Recovered,49.84,6
4511,1451834,2025-02-19,Product Not Received,1570.09,Won,107.96,22
4512,566140,2025-05-10,Product Not Received,1493.42,Won,250.8,6
4513,984723,2026-05-01,Fraud,1352.71,Won,1136.79,5
4514,1395407,2024-12-26,Fraud,1656.99,Lost,541.14,14
4515,434737,2024-12-05,Product Not as Described,1725.91,Open,792.64,5
4516,840600,2024-09-24,Fraud,8093.16,Won,5224.14,12
4517,842729,2025-10-04,Fraud,1117.45,Partially Recovered,525.94,23
4518,25970,2025-05-29,Fraud,826.26,Lost,565.51,19
4519,940244,2025-12-16,Processing Error,870.2,Open,395.84,8
4520,1350758,2024-11-03,Fraud,48119.26,Lost,205.64,15
4521,353799,2025-12-20,Fraud,586.23,Partially Recovered,248.52,22
4522,1247733,2024-12-15,Fraud,598.48,Won,263.31,3
4523,302977,2025-07-22,Fraud,2736.66,Won,2082.03,3
4524,58366,2025-11-02,Duplicate,595.0,Won,120.95,12
4525,898009,2025-11-07,Duplicate,85.23,Partially Recovered,28.39,15
4526,1351645,2025-09-14,Fraud,2645.03,Partially Recovered,2038.89,24
4527,590947,2025-12-25,Processing Error,2341.66,Partially Recovered,735.34,22
4528,102623,2025-10-27,Fraud,152.27,Lost,19.39,7
4529,318081,2025-08-21,Processing Error,2842.78,Lost,2283.94,8
4530,564882,2025-09-04,Fraud,13526.7,Partially Recovered,4512.43,18
4531,338404,2026-04-03,Fraud,4802.2,Won,3601.38,12
4532,1243749,2025-12-22,Duplicate,664.58,Lost,65.79,25
4533,387804,2025-11-02,Product Not as Described,621.44,Won,398.9,27
4534,440469,2025-10-19,Duplicate,2130.41,Partially Recovered,182.4,26
4535,1015578,2025-07-09,Product Not Received,272.07,Won,22.6,9
4536,846776,2025-01-17,Fraud,584.19,Won,97.65,26
4537,685191,2022-09-09,Duplicate,736.39,Partially Recovered,593.78,16
4538,955089,2026-01-27,Product Not Received,253.41,Lost,79.06,20
4539,1197,2026-05-26,Fraud,200.11,Won,54.9,2
4540,1386360,2025-03-29,Fraud,393.91,Won,143.54,24
4541,1429553,2025-08-08,Product Not as Described,228.91,Lost,170.32,17
4542,412879,2025-11-19,Fraud,5986.68,Open,2966.84,13
4543,313780,2024-08-18,Product Not Received,2616.23,Won,1225.42,5
4544,161894,2026-02-15,Processing Error,1230.91,Open,91.91,18
4545,1195290,2025-11-15,Fraud,3094.48,Partially Recovered,2150.56,7
4546,154959,2026-02-23,Processing Error,476.43,Won,303.99,5
4547,1417312,2026-05-09,Fraud,948.27,Partially Recovered,141.57,27
4548,12929,2025-11-22,Product Not as Described,457.96,Partially Recovered,260.51,10
4549,1294949,2024-03-29,Fraud,8936.25,Lost,4126.39,17
4550,468165,2023-12-17,Duplicate,482.36,Won,368.3,27
4551,1057004,2026-11-11,Product Not Received,609.8,Open,244.93,4
4552,757172,2025-05-27,Duplicate,469.19,Won,169.65,12
4553,42338,2026-01-20,Fraud,1881.44,Partially Recovered,1311.71,5
4554,433855,2025-01-27,Processing Error,613.92,Lost,458.31,20
4555,882343,2026-01-12,Duplicate,2381.34,Partially Recovered,799.62,7
4556,978887,2025-10-19,Product Not as Described,8433.58,Partially Recovered,2139.03,24
4557,495201,2025-09-09,Product Not as Described,1125.95,Partially Recovered,924.0,25
4558,542091,2025-11-24,Fraud,209.11,Won,42.75,30
4559,1272409,2026-08-18,Fraud,233.37,Partially Recovered,18.09,26
4560,352845,2025-12-17,Fraud,512.66,Lost,198.86,5
4561,55921,2025-12-31,Fraud,814.38,Won,667.82,18
4562,1252306,2025-04-04,Product Not as Described,871.56,Won,706.77,2
4563,131642,2025-12-02,Product Not Received,8780.0,Lost,4895.96,8
4564,1011435,2025-11-05,Fraud,1993.09,Partially Recovered,486.39,9
4565,797501,2025-02-11,Fraud,506.62,Partially Recovered,45.02,9
4566,283406,2026-04-11,Product Not Received,2118.94,Won,161.35,9
4567,1480932,2025-04-14,Processing Error,424.02,Lost,57.28,13
4568,119462,2025-11-28,Product Not Received,1337.64,Won,809.93,30
4569,1045900,2025-12-05,Product Not as Described,56.84,Open,15.12,16
4570,1034464,2024-08-08,Fraud,1540.9,Partially Recovered,66.89,12
4571,986550,2026-02-01,Product Not as Described,3781.35,Lost,2150.01,12
4572,783037,2025-09-22,Fraud,5876.86,Won,2738.42,7
4573,1053577,2026-02-11,Fraud,640.84,Partially Recovered,344.98,11
4574,427781,2025-01-07,Product Not as Described,3795.82,Lost,3175.59,19
4575,1189406,2025-12-31,Fraud,331.69,Open,248.52,25
4576,1115709,2025-12-30,Fraud,184.07,Lost,48.22,25
4577,656668,2024-12-27,Fraud,1044.41,Won,148.08,8
4578,1432278,2025-11-17,Product Not as Described,753.33,Won,341.82,28
4579,1196468,2026-03-16,Product Not as Described,562.01,Won,257.12,27
4580,805134,2026-04-06,Duplicate,1124.72,Lost,350.59,5
4581,876706,2025-07-20,Fraud,530.87,Won,92.22,25
4582,183210,2025-04-25,Processing Error,196.98,Won,117.41,1
4583,1005535,2025-01-01,Fraud,1219.35,Won,98.3,26
4584,1245317,2026-03-16,Product Not Received,3449.81,Won,957.16,19
4585,718300,2026-01-11,Fraud,1058.37,Won,792.04,14
4586,846582,2024-09-14,Fraud,866.46,Won,432.33,10
4587,329650,2025-11-25,Processing Error,7792.72,Won,3207.09,19
4588,1071301,2025-12-08,Product Not Received,297551.8,Won,75788.33,7
4589,858734,2025-06-10,Fraud,1526.09,Partially Recovered,942.11,9
4590,922147,2025-11-01,Fraud,4361.55,Won,63.08,25
4591,722047,2026-04-13,Fraud,1699.74,Won,1326.95,11
4592,44513,2023-09-18,Fraud,461.08,Won,2.46,25
4593,1158785,2025-07-17,Processing Error,5774.16,Partially Recovered,2422.76,3
4594,1271576,2026-03-13,Processing Error,135.1,Open,93.07,25
4595,1304897,2024-03-13,Product Not Received,2659.2,Open,221.28,28
4596,525247,2025-04-01,Fraud,2890.97,Lost,2298.65,8
4597,1392872,2025-05-26,Product Not as Described,4751.27,Open,1092.91,27
4598,479900,2026-05-16,Product Not Received,1273.65,Partially Recovered,318.69,6
4599,1149415,2024-07-10,Product Not Received,2961.9,Won,1501.42,10
4600,160988,2025-01-28,Processing Error,453.63,Open,46.88,8
4601,25744,2024-11-16,Product Not Received,495.91,Won,362.52,29
4602,142977,2025-06-20,Fraud,7935.69,Partially Recovered,2002.25,8
4603,899781,2023-11-01,Processing Error,887.21,Won,415.53,28
4604,451570,2025-08-25,Fraud,3966.26,Partially Recovered,2177.34,4
4605,673056,2025-12-28,Fraud,780.48,Partially Recovered,15.77,10
4606,525971,2025-02-18,Fraud,337.47,Partially Recovered,276.29,25
4607,517138,2025-05-06,Product Not Received,2075.06,Partially Recovered,1245.01,28
4608,1294484,2025-11-23,Processing Error,12408.04,Lost,1390.75,25
4609,54389,2024-08-01,Fraud,2106.17,Partially Recovered,104.61,21
4610,1457814,2026-01-09,Fraud,129.43,Open,7.46,4
4611,573051,2026-07-03,Fraud,1938.7,Lost,1490.73,19
4612,222632,2025-12-22,Product Not as Described,5148.65,Lost,543.74,24
