merchant_id,merchant_name,merchant_category,merchant_city,merchant_state,merchant_tier,onboarding_date,risk_rating,settlement_cycle
1366,Merchant_01366,E-commerce,Surat,Gujarat,SMB,2023-07-24,High,T+2
1367,Merchant_01367,Grocery,Jaipur,Rajasthan,SMB,2024-12-22,Low,T+1
1368,Merchant_01368,Fashion,Indore,Madhya Pradesh,SMB,2024-02-05,Low,T+2
1369,Merchant_01369,E-commerce,Lucknow,Uttar Pradesh,SMB,2024-08-19,Low,T+1
1370,Merchant_01370,Education,Surat,Gujarat,Mid-Market,2024-11-30,Low,T+1
1371,Merchant_01371,Electronics,Bengaluru,Karnataka,SMB,2024-09-18,Low,T+2
1372,Merchant_01372,Grocery,Lucknow,Uttar Pradesh,SMB,2024-07-11,Low,T+1
1373,Merchant_01373,Fashion,Indore,Madhya Pradesh,SMB,2022-03-09,Low,T+1
1374,Merchant_01374,Healthcare,Pune,Maharashtra,SMB,2024-06-14,Low,T+2
1375,Merchant_01375,Electronics,Indore,Madhya Pradesh,Mid-Market,2022-07-15,High,T+1
1376,Merchant_01376,Travel,Pune,Maharashtra,Mid-Market,2022-06-08,Medium,T+1
1377,Merchant_01377,Travel,Chennai,Tamil Nadu,Enterprise,2024-04-29,Medium,T+2
1378,Merchant_01378,Utilities,Jaipur,Rajasthan,SMB,2025-12-06,Medium,T+2
1379,Merchant_01379,Education,Pune,Maharashtra,Enterprise,2025-07-20,Low,T+2
1380,Merchant_01380,Dining,Kolkata,West Bengal,Mid-Market,2022-02-07,Low,T+2
1381,Merchant_01381,Dining,Jaipur,Rajasthan,Mid-Market,2025-11-28,Medium,T+1
1382,Merchant_01382,Travel,Surat,Gujarat,SMB,2025-11-02,Medium,T+2
1383,Merchant_01383,Education,Lucknow,Uttar Pradesh,Enterprise,2024-04-20,Low,T+3
1384,Merchant_01384,Travel,Lucknow,Uttar Pradesh,SMB,2024-06-04,Medium,T+2
1385,Merchant_01385,Electronics,Kolkata,West Bengal,SMB,2023-08-14,High,T+1
1386,Merchant_01386,Electronics,Lucknow,Uttar Pradesh,SMB,2025-09-12,Medium,T+1
1387,Merchant_01387,Healthcare,Delhi,Delhi,Mid-Market,2022-09-07,Medium,T+2
1388,Merchant_01388,Utilities,Chennai,Tamil Nadu,SMB,2022-04-10,Medium,T+1
1389,Merchant_01389,Education,Mumbai,Maharashtra,Mid-Market,2025-11-11,Low,T+2
1390,Merchant_01390,Entertainment,Kolkata,West Bengal,Enterprise,2025-10-02,Low,T+2
1391,Merchant_01391,E-commerce,Bengaluru,Karnataka,SMB,2024-09-02,Medium,T+1
1392,Merchant_01392,Entertainment,Indore,Madhya Pradesh,Mid-Market,2023-06-27,Medium,T+2
1393,Merchant_01393,Electronics,Delhi,Delhi,SMB,2022-03-29,Low,T+2
1394,Merchant_01394,Grocery,Jaipur,Rajasthan,Enterprise,2025-07-11,High,T+2
1395,Merchant_01395,Utilities,Indore,Madhya Pradesh,Mid-Market,2025-02-13,Low,T+2
1396,Merchant_01396,Education,Hyderabad,Telangana,Mid-Market,2025-04-28,Low,T+2
1397,Merchant_01397,Dining,Chennai,Tamil Nadu,SMB,2022-03-19,Low,T+1
1398,Merchant_01398,Healthcare,Jaipur,Rajasthan,SMB,2022-12-05,High,T+2
1399,Merchant_01399,Fashion,Jaipur,Rajasthan,SMB,2025-11-25,Low,T+3
1400,Merchant_01400,Entertainment,Jaipur,Rajasthan,Mid-Market,2022-02-26,Medium,T+2
1401,Merchant_01401,Fashion,Bengaluru,Karnataka,SMB,2025-11-06,Low,T+1
1402,Merchant_01402,Electronics,Mumbai,Maharashtra,Enterprise,2023-10-23,Low,T+2
1403,Merchant_01403,Education,Delhi,Delhi,SMB,2023-12-14,Low,T+1
1404,Merchant_01404,Fashion,Pune,Maharashtra,SMB,2022-05-13,Low,T+1
1405,Merchant_01405,Entertainment,Bengaluru,Karnataka,Mid-Market,2024-10-19,Low,T+1
1406,Merchant_01406,Utilities,Hyderabad,Telangana,Enterprise,2024-07-28,Low,T+1
1407,Merchant_01407,Electronics,Surat,Gujarat,SMB,2023-03-28,Low,T+2
1408,Merchant_01408,Fashion,Kolkata,West Bengal,SMB,2024-09-23,Low,T+2
1409,Merchant_01409,Entertainment,Chennai,Tamil Nadu,Enterprise,2025-04-04,Low,T+3
1410,Merchant_01410,Entertainment,Surat,Gujarat,Enterprise,2025-07-15,Low,T+2
1411,Merchant_01411,Education,Jaipur,Rajasthan,Mid-Market,2022-01-02,Low,T+2
1412,Merchant_01412,Healthcare,Kolkata,West Bengal,Mid-Market,2025-07-29,Medium,T+2
1413,Merchant_01413,Grocery,Mumbai,Maharashtra,Enterprise,2023-08-18,Low,T+1
1414,Merchant_01414,Electronics,Pune,Maharashtra,Enterprise,2022-10-08,Low,T+1
1415,Merchant_01415,Dining,Kolkata,West Bengal,Enterprise,2025-11-29,Medium,T+1
1416,Merchant_01416,Utilities,Bengaluru,Karnataka,Mid-Market,2024-09-06,Low,T+2
1417,Merchant_01417,Travel,Hyderabad,Telangana,Mid-Market,2022-03-31,High,T+2
1418,Merchant_01418,Grocery,Mumbai,Maharashtra,Mid-Market,2024-03-04,Low,T+2
1419,Merchant_01419,Education,Surat,Gujarat,SMB,2025-06-06,Low,T+1
1420,Merchant_01420,Dining,Kolkata,West Bengal,Mid-Market,2023-04-09,Medium,T+2
1421,Merchant_01421,E-commerce,Kolkata,West Bengal,SMB,2022-05-11,Low,T+1
1422,Merchant_01422,Dining,Chennai,Tamil Nadu,Mid-Market,2023-03-11,Medium,T+1
1423,Merchant_01423,E-commerce,Bengaluru,Karnataka,SMB,2024-04-24,Low,T+2
1424,Merchant_01424,E-commerce,Kolkata,West Bengal,SMB,2025-09-19,Low,T+3
1425,Merchant_01425,Grocery,Jaipur,Rajasthan,SMB,2022-08-12,Low,T+2
1426,Merchant_01426,Fashion,Kolkata,West Bengal,SMB,2023-01-06,Low,T+1
1427,Merchant_01427,Fashion,Surat,Gujarat,SMB,2023-06-27,Medium,T+2
1428,Merchant_01428,Dining,Lucknow,Uttar Pradesh,Enterprise,2023-08-11,Medium,T+1
1429,Merchant_01429,Electronics,Kolkata,West Bengal,SMB,2023-11-30,Medium,T+1
1430,Merchant_01430,Grocery,Indore,Madhya Pradesh,SMB,2022-11-10,Medium,T+2
1431,Merchant_01431,Utilities,Kolkata,West Bengal,Mid-Market,2024-11-03,Low,T+2
1432,Merchant_01432,Education,Hyderabad,Telangana,Mid-Market,2024-04-22,Low,T+2
1433,Merchant_01433,Electronics,Kolkata,West Bengal,Mid-Market,2022-04-15,Medium,T+1
1434,Merchant_01434,E-commerce,Indore,Madhya Pradesh,SMB,2022-03-02,Low,T+3
1435,Merchant_01435,Entertainment,Pune,Maharashtra,SMB,2025-07-02,Medium,T+2
1436,Merchant_01436,Grocery,Ahmedabad,Gujarat,SMB,2023-05-09,Low,T+2
1437,Merchant_01437,Grocery,Lucknow,Uttar Pradesh,Mid-Market,2024-03-11,Medium,T+3
1438,Merchant_01438,Utilities,Mumbai,Maharashtra,SMB,2025-02-07,Medium,T+1
1439,Merchant_01439,Education,Kolkata,West Bengal,Mid-Market,2023-06-13,Low,T+2
1440,Merchant_01440,Grocery,Kolkata,West Bengal,SMB,2022-03-26,Low,T+2
1441,Merchant_01441,Travel,Kolkata,West Bengal,SMB,2023-09-09,Low,T+1
1442,Merchant_01442,Healthcare,Mumbai,Maharashtra,SMB,2023-08-15,High,T+1
1443,Merchant_01443,Education,Bengaluru,Karnataka,SMB,2022-03-10,Low,T+2
1444,Merchant_01444,Grocery,Mumbai,Maharashtra,SMB,2023-05-24,Medium,T+2
1445,Merchant_01445,Education,Hyderabad,Telangana,SMB,2022-07-28,Low,T+1
1446,Merchant_01446,Dining,Indore,Madhya Pradesh,SMB,2022-10-08,Low,T+2
1447,Merchant_01447,Grocery,Surat,Gujarat,Enterprise,2025-03-30,Low,T+1
1448,Merchant_01448,E-commerce,Chennai,Tamil Nadu,Mid-Market,2022-06-23,Low,T+2
1449,Merchant_01449,E-commerce,Mumbai,Maharashtra,SMB,2025-01-13,Low,T+3
1450,Merchant_01450,Electronics,Mumbai,Maharashtra,SMB,2025-08-20,Low,T+2
1451,Merchant_01451,Fashion,Surat,Gujarat,SMB,2022-12-16,Medium,T+1
1452,Merchant_01452,Utilities,Lucknow,Uttar Pradesh,SMB,2025-06-19,Low,T+2
1453,Merchant_01453,Utilities,Jaipur,Rajasthan,Mid-Market,2024-01-05,Low,T+2
1454,Merchant_01454,Education,Ahmedabad,Gujarat,SMB,2022-06-08,High,T+2
1455,Merchant_01455,Travel,Kolkata,West Bengal,Mid-Market,2022-05-11,Medium,T+1
1456,Merchant_01456,Grocery,Lucknow,Uttar Pradesh,SMB,2024-02-05,Low,T+1
1457,Merchant_01457,Grocery,Mumbai,Maharashtra,Enterprise,2023-06-05,Low,T+2
1458,Merchant_01458,Grocery,Bengaluru,Karnataka,SMB,2024-02-25,Low,T+1
1459,Merchant_01459,Entertainment,Hyderabad,Telangana,SMB,2024-12-24,Medium,T+2
1460,Merchant_01460,Dining,Lucknow,Uttar Pradesh,SMB,2025-10-07,Medium,T+1
1461,Merchant_01461,Electronics,Surat,Gujarat,SMB,2023-01-22,High,T+1
1462,Merchant_01462,Utilities,Surat,Gujarat,SMB,2023-12-17,Low,T+1
1463,Merchant_01463,Electronics,Lucknow,Uttar Pradesh,SMB,2025-03-03,Low,T+2
1464,Merchant_01464,Education,Surat,Gujarat,Mid-Market,2022-05-01,Low,T+1
1465,Merchant_01465,Utilities,Ahmedabad,Gujarat,Mid-Market,2023-04-21,Medium,T+1
1466,Merchant_01466,E-commerce,Pune,Maharashtra,SMB,2023-03-12,Low,T+1
1467,Merchant_01467,E-commerce,Indore,Madhya Pradesh,SMB,2023-10-06,Low,T+2
1468,Merchant_01468,Dining,Surat,Gujarat,SMB,2022-05-01,Low,T+1
1469,Merchant_01469,Electronics,Chennai,Tamil Nadu,SMB,2025-03-22,Low,T+2
1470,Merchant_01470,Education,Chennai,Tamil Nadu,SMB,2024-07-26,High,T+1
1471,Merchant_01471,Grocery,Ahmedabad,Gujarat,SMB,2025-04-05,Medium,T+1
1472,Merchant_01472,Dining,Indore,Madhya Pradesh,SMB,2024-04-16,High,T+1
1473,Merchant_01473,Education,Pune,Maharashtra,SMB,2023-02-06,Low,T+1
1474,Merchant_01474,E-commerce,Bengaluru,Karnataka,Mid-Market,2022-05-21,Medium,T+1
1475,Merchant_01475,Electronics,Lucknow,Uttar Pradesh,SMB,2024-07-31,High,T+2
1476,Merchant_01476,Dining,Mumbai,Maharashtra,Mid-Market,2025-06-09,Medium,T+1
1477,Merchant_01477,Travel,Pune,Maharashtra,Mid-Market,2024-11-06,Low,T+1
1478,Merchant_01478,Grocery,Mumbai,Maharashtra,Enterprise,2025-05-26,Low,T+2
1479,Merchant_01479,Education,Indore,Madhya Pradesh,Mid-Market,2024-05-11,Low,T+2
1480,Merchant_01480,Dining,Pune,Maharashtra,Mid-Market,2025-06-17,Medium,T+1
1481,Merchant_01481,Dining,Bengaluru,Karnataka,SMB,2023-11-02,Low,T+2
1482,Merchant_01482,Entertainment,Ahmedabad,Gujarat,SMB,2024-07-31,High,T+3
1483,Merchant_01483,E-commerce,Indore,Madhya Pradesh,Enterprise,2023-04-13,High,T+1
1484,Merchant_01484,Grocery,Pune,Maharashtra,SMB,2024-08-01,Medium,T+1
1485,Merchant_01485,E-commerce,Kolkata,West Bengal,SMB,2023-08-06,Medium,T+1
1486,Merchant_01486,Entertainment,Chennai,Tamil Nadu,Mid-Market,2023-03-15,Medium,T+1
1487,Merchant_01487,Healthcare,Hyderabad,Telangana,SMB,2025-01-10,Low,T+3
1488,Merchant_01488,Electronics,Jaipur,Rajasthan,Mid-Market,2022-09-02,Low,T+1
1489,Merchant_01489,Dining,Bengaluru,Karnataka,SMB,2025-10-22,Low,T+1
1490,Merchant_01490,Utilities,Chennai,Tamil Nadu,Enterprise,2024-11-22,Low,T+1
1491,Merchant_01491,Fashion,Hyderabad,Telangana,Mid-Market,2025-06-07,Low,T+1
1492,Merchant_01492,Fashion,Mumbai,Maharashtra,Mid-Market,2024-09-01,Low,T+2
1493,Merchant_01493,Education,Surat,Gujarat,Mid-Market,2023-02-01,High,T+1
1494,Merchant_01494,Fashion,Pune,Maharashtra,Enterprise,2024-02-16,Low,T+2
1495,Merchant_01495,Healthcare,Ahmedabad,Gujarat,SMB,2025-12-07,Low,T+1
1496,Merchant_01496,Entertainment,Chennai,Tamil Nadu,SMB,2023-02-16,High,T+1
1497,Merchant_01497,Education,Kolkata,West Bengal,SMB,2025-01-01,Medium,T+1
1498,Merchant_01498,Utilities,Kolkata,West Bengal,Mid-Market,2025-07-25,Low,T+2
1499,Merchant_01499,Healthcare,Bengaluru,Karnataka,Mid-Market,2023-08-25,Low,T+3
1500,Merchant_01500,Fashion,Delhi,Delhi,SMB,2023-03-15,Low,T+2
1501,Merchant_01501,Electronics,Lucknow,Uttar Pradesh,Enterprise,2024-10-21,Low,T+1
1502,Merchant_01502,Travel,Hyderabad,Telangana,SMB,2024-02-08,Low,T+1
1503,Merchant_01503,Fashion,Pune,Maharashtra,Enterprise,2025-10-09,Medium,T+2
1504,Merchant_01504,Entertainment,Chennai,Tamil Nadu,SMB,2023-01-07,Low,T+3
1505,Merchant_01505,Entertainment,Kolkata,West Bengal,Enterprise,2024-11-13,Low,T+2
1506,Merchant_01506,Electronics,Jaipur,Rajasthan,Mid-Market,2025-10-01,Low,T+1
1507,Merchant_01507,Dining,Lucknow,Uttar Pradesh,Enterprise,2023-10-01,Low,T+1
1508,Merchant_01508,Travel,Delhi,Delhi,Mid-Market,2023-11-15,Medium,T+2
1509,Merchant_01509,E-commerce,Hyderabad,Telangana,SMB,2024-08-27,Low,T+1
1510,Merchant_01510,Grocery,Delhi,Delhi,Mid-Market,2023-10-05,Low,T+1
1511,Merchant_01511,Grocery,Lucknow,Uttar Pradesh,Mid-Market,2022-07-19,Low,T+2
1512,Merchant_01512,Utilities,Surat,Gujarat,Mid-Market,2025-05-15,Low,T+1
1513,Merchant_01513,Dining,Delhi,Delhi,SMB,2024-07-01,Low,T+1
1514,Merchant_01514,Fashion,Pune,Maharashtra,SMB,2022-05-12,Medium,T+1
1515,Merchant_01515,E-commerce,Hyderabad,Telangana,Mid-Market,2024-10-02,Low,T+1
1516,Merchant_01516,E-commerce,Pune,Maharashtra,SMB,2024-03-31,Medium,T+1
1517,Merchant_01517,Grocery,Indore,Madhya Pradesh,SMB,2023-08-26,Low,T+2
1518,Merchant_01518,Dining,Hyderabad,Telangana,Mid-Market,2023-07-05,Low,T+1
1519,Merchant_01519,Electronics,Ahmedabad,Gujarat,SMB,2023-07-31,Medium,T+1
1520,Merchant_01520,Healthcare,Indore,Madhya Pradesh,Enterprise,2023-09-04,Medium,T+1
1521,Merchant_01521,Fashion,Kolkata,West Bengal,Mid-Market,2024-04-25,Low,T+1
1522,Merchant_01522,Utilities,Hyderabad,Telangana,SMB,2022-08-02,Low,T+2
1523,Merchant_01523,Healthcare,Surat,Gujarat,SMB,2025-05-08,Low,T+1
1524,Merchant_01524,Healthcare,Lucknow,Uttar Pradesh,SMB,2022-03-12,Medium,T+2
1525,Merchant_01525,Electronics,Ahmedabad,Gujarat,SMB,2025-02-02,High,T+1
1526,Merchant_01526,E-commerce,Hyderabad,Telangana,SMB,2024-03-27,Low,T+1
1527,Merchant_01527,E-commerce,Bengaluru,Karnataka,SMB,2023-08-14,Low,T+3
1528,Merchant_01528,Electronics,Jaipur,Rajasthan,SMB,2023-03-04,Low,T+1
1529,Merchant_01529,E-commerce,Hyderabad,Telangana,SMB,2022-11-10,Low,T+2
1530,Merchant_01530,Entertainment,Pune,Maharashtra,SMB,2024-12-06,Low,T+2
1531,Merchant_01531,Healthcare,Hyderabad,Telangana,Mid-Market,2025-04-13,Medium,T+3
1532,Merchant_01532,Travel,Ahmedabad,Gujarat,Mid-Market,2022-06-13,Low,T+1
1533,Merchant_01533,Healthcare,Hyderabad,Telangana,Enterprise,2022-07-29,Low,T+1
1534,Merchant_01534,Travel,Jaipur,Rajasthan,SMB,2023-01-07,Medium,T+1
1535,Merchant_01535,Dining,Delhi,Delhi,Mid-Market,2022-07-01,Medium,T+1
1536,Merchant_01536,Electronics,Pune,Maharashtra,SMB,2023-10-13,Medium,T+3
1537,Merchant_01537,Education,Hyderabad,Telangana,SMB,2024-09-01,Low,T+3
1538,Merchant_01538,Dining,Ahmedabad,Gujarat,SMB,2024-05-08,High,T+1
1539,Merchant_01539,Education,Indore,Madhya Pradesh,SMB,2024-06-14,Low,T+2
1540,Merchant_01540,Grocery,Lucknow,Uttar Pradesh,SMB,2024-01-12,High,T+3
1541,Merchant_01541,Utilities,Hyderabad,Telangana,SMB,2022-10-30,Low,T+1
1542,Merchant_01542,Education,Jaipur,Rajasthan,Mid-Market,2025-04-13,Medium,T+2
1543,Merchant_01543,Grocery,Delhi,Delhi,SMB,2023-10-19,Low,T+1
1544,Merchant_01544,Dining,Chennai,Tamil Nadu,Mid-Market,2025-04-28,Low,T+1
1545,Merchant_01545,Grocery,Kolkata,West Bengal,SMB,2024-10-30,Medium,T+2
1546,Merchant_01546,Entertainment,Kolkata,West Bengal,SMB,2023-09-23,Low,T+3
1547,Merchant_01547,E-commerce,Pune,Maharashtra,SMB,2023-12-11,Low,T+1
1548,Merchant_01548,Fashion,Mumbai,Maharashtra,SMB,2025-05-09,Low,T+2
1549,Merchant_01549,Healthcare,Hyderabad,Telangana,SMB,2025-08-19,Medium,T+1
1550,Merchant_01550,Healthcare,Chennai,Tamil Nadu,Enterprise,2025-12-21,High,T+2
1551,Merchant_01551,Entertainment,Ahmedabad,Gujarat,Mid-Market,2022-06-11,Low,T+2
1552,Merchant_01552,E-commerce,Bengaluru,Karnataka,Enterprise,2023-11-18,Low,T+1
1553,Merchant_01553,Grocery,Bengaluru,Karnataka,Enterprise,2025-02-02,Medium,T+2
1554,Merchant_01554,Grocery,Surat,Gujarat,SMB,2022-11-28,Low,T+1
1555,Merchant_01555,E-commerce,Chennai,Tamil Nadu,SMB,2022-09-03,Low,T+1
1556,Merchant_01556,Travel,Kolkata,West Bengal,SMB,2022-07-15,Low,T+1
1557,Merchant_01557,Electronics,Bengaluru,Karnataka,Enterprise,2023-11-19,Medium,T+1
1558,Merchant_01558,Dining,Jaipur,Rajasthan,SMB,2022-12-20,Medium,T+1
1559,Merchant_01559,Education,Indore,Madhya Pradesh,SMB,2025-04-25,Low,T+2
1560,Merchant_01560,Healthcare,Chennai,Tamil Nadu,Enterprise,2024-10-08,Medium,T+1
1561,Merchant_01561,Dining,Lucknow,Uttar Pradesh,SMB,2022-10-01,High,T+2
1562,Merchant_01562,Travel,Surat,Gujarat,Mid-Market,2023-06-22,Low,T+2
1563,Merchant_01563,Entertainment,Kolkata,West Bengal,SMB,2022-10-30,Medium,T+1
1564,Merchant_01564,Electronics,Mumbai,Maharashtra,SMB,2024-12-26,High,T+2
1565,Merchant_01565,E-commerce,Pune,Maharashtra,SMB,2022-07-27,Low,T+2
1566,Merchant_01566,Grocery,Pune,Maharashtra,Mid-Market,2022-05-11,Medium,T+1
1567,Merchant_01567,Travel,Lucknow,Uttar Pradesh,Enterprise,2023-11-28,Low,T+3
1568,Merchant_01568,Electronics,Ahmedabad,Gujarat,SMB,2023-01-16,High,T+2
1569,Merchant_01569,Healthcare,Chennai,Tamil Nadu,Mid-Market,2023-06-18,Low,T+1
1570,Merchant_01570,Utilities,Hyderabad,Telangana,Enterprise,2023-05-28,Medium,T+1
1571,Merchant_01571,Utilities,Ahmedabad,Gujarat,SMB,2022-02-17,Low,T+2
1572,Merchant_01572,Entertainment,Lucknow,Uttar Pradesh,SMB,2024-10-16,Low,T+1
1573,Merchant_01573,Entertainment,Hyderabad,Telangana,Mid-Market,2025-08-31,Low,T+1
1574,Merchant_01574,Travel,Mumbai,Maharashtra,Mid-Market,2024-05-04,Medium,T+1
1575,Merchant_01575,E-commerce,Chennai,Tamil Nadu,Mid-Market,2024-04-05,Low,T+2
1576,Merchant_01576,Dining,Lucknow,Uttar Pradesh,Mid-Market,2023-12-27,Medium,T+2
1577,Merchant_01577,Grocery,Delhi,Delhi,Mid-Market,2023-05-08,Medium,T+1
1578,Merchant_01578,Utilities,Mumbai,Maharashtra,Mid-Market,2023-05-01,Low,T+2
1579,Merchant_01579,Entertainment,Chennai,Tamil Nadu,SMB,2024-10-04,Low,T+2
1580,Merchant_01580,Travel,Delhi,Delhi,SMB,2022-03-23,Low,T+2
1581,Merchant_01581,Education,Pune,Maharashtra,SMB,2023-10-26,Low,T+2
1582,Merchant_01582,Fashion,Chennai,Tamil Nadu,SMB,2025-01-10,Low,T+1
1583,Merchant_01583,Dining,Chennai,Tamil Nadu,SMB,2024-04-09,Medium,T+2
1584,Merchant_01584,Education,Surat,Gujarat,SMB,2023-08-23,Low,T+2
1585,Merchant_01585,Utilities,Jaipur,Rajasthan,Mid-Market,2022-08-17,Low,T+1
1586,Merchant_01586,Travel,Kolkata,West Bengal,Mid-Market,2024-08-05,Medium,T+1
1587,Merchant_01587,Dining,Bengaluru,Karnataka,Mid-Market,2022-12-23,Medium,T+2
1588,Merchant_01588,Education,Ahmedabad,Gujarat,SMB,2022-01-28,Low,T+3
1589,Merchant_01589,Utilities,Surat,Gujarat,Mid-Market,2022-10-26,Low,T+2
1590,Merchant_01590,Fashion,Ahmedabad,Gujarat,Enterprise,2025-08-19,Low,T+1
1591,Merchant_01591,Utilities,Chennai,Tamil Nadu,SMB,2025-10-28,Low,T+2
1592,Merchant_01592,Entertainment,Delhi,Delhi,Mid-Market,2024-09-07,Low,T+1
1593,Merchant_01593,Travel,Chennai,Tamil Nadu,SMB,2024-12-03,High,T+2
1594,Merchant_01594,Utilities,Mumbai,Maharashtra,Mid-Market,2025-04-04,Low,T+1
1595,Merchant_01595,Education,Bengaluru,Karnataka,SMB,2024-01-30,Low,T+2
1596,Merchant_01596,Travel,Lucknow,Uttar Pradesh,SMB,2023-04-16,High,T+2
1597,Merchant_01597,Travel,Jaipur,Rajasthan,SMB,2024-09-09,Low,T+3
1598,Merchant_01598,E-commerce,Ahmedabad,Gujarat,Mid-Market,2024-05-12,Low,T+1
1599,Merchant_01599,Travel,Jaipur,Rajasthan,SMB,2023-05-20,Low,T+3
1600,Merchant_01600,Grocery,Mumbai,Maharashtra,SMB,2023-02-04,Low,T+2
1601,Merchant_01601,Entertainment,Chennai,Tamil Nadu,SMB,2024-09-10,Low,T+2
1602,Merchant_01602,Dining,Hyderabad,Telangana,Enterprise,2022-10-27,Medium,T+3
1603,Merchant_01603,Grocery,Jaipur,Rajasthan,Enterprise,2022-03-15,Low,T+3
1604,Merchant_01604,Healthcare,Bengaluru,Karnataka,Mid-Market,2023-08-03,High,T+1
1605,Merchant_01605,Education,Lucknow,Uttar Pradesh,Mid-Market,2025-03-06,Low,T+3
1606,Merchant_01606,E-commerce,Indore,Madhya Pradesh,SMB,2025-06-19,Low,T+1
1607,Merchant_01607,Healthcare,Bengaluru,Karnataka,SMB,2025-03-12,Medium,T+2
1608,Merchant_01608,Electronics,Pune,Maharashtra,SMB,2025-10-12,Low,T+1
1609,Merchant_01609,Travel,Jaipur,Rajasthan,Mid-Market,2023-07-18,Low,T+3
1610,Merchant_01610,Education,Kolkata,West Bengal,Mid-Market,2024-07-07,Low,T+3
1611,Merchant_01611,Education,Hyderabad,Telangana,Mid-Market,2025-11-20,Low,T+2
1612,Merchant_01612,Travel,Mumbai,Maharashtra,SMB,2022-12-08,Low,T+2
1613,Merchant_01613,Healthcare,Pune,Maharashtra,SMB,2022-01-15,High,T+2
1614,Merchant_01614,Entertainment,Chennai,Tamil Nadu,SMB,2022-09-24,Low,T+2
1615,Merchant_01615,Fashion,Hyderabad,Telangana,SMB,2022-09-19,Low,T+2
1616,Merchant_01616,Grocery,Pune,Maharashtra,SMB,2023-07-26,Low,T+2
1617,Merchant_01617,Dining,Kolkata,West Bengal,SMB,2022-03-07,Low,T+1
1618,Merchant_01618,Entertainment,Hyderabad,Telangana,Enterprise,2023-08-18,Low,T+2
1619,Merchant_01619,Fashion,Lucknow,Uttar Pradesh,Mid-Market,2024-05-09,Medium,T+2
1620,Merchant_01620,Dining,Delhi,Delhi,SMB,2024-04-15,Low,T+2
1621,Merchant_01621,Electronics,Surat,Gujarat,Enterprise,2025-01-27,High,T+2
1622,Merchant_01622,Healthcare,Ahmedabad,Gujarat,SMB,2025-01-09,Medium,T+3
1623,Merchant_01623,Utilities,Pune,Maharashtra,SMB,2024-03-20,High,T+2
1624,Merchant_01624,E-commerce,Ahmedabad,Gujarat,Mid-Market,2022-06-10,Medium,T+2
1625,Merchant_01625,Utilities,Jaipur,Rajasthan,SMB,2022-03-20,Low,T+1
1626,Merchant_01626,Utilities,Bengaluru,Karnataka,SMB,2023-11-09,High,T+1
1627,Merchant_01627,Travel,Pune,Maharashtra,SMB,2024-07-31,Medium,T+2
1628,Merchant_01628,Entertainment,Kolkata,West Bengal,Mid-Market,2025-01-13,Low,T+2
1629,Merchant_01629,Grocery,Hyderabad,Telangana,Mid-Market,2025-01-04,Medium,T+2
1630,Merchant_01630,Dining,Kolkata,West Bengal,SMB,2023-11-19,Medium,T+2
1631,Merchant_01631,Education,Mumbai,Maharashtra,SMB,2025-02-24,Low,T+1
1632,Merchant_01632,Dining,Delhi,Delhi,Mid-Market,2022-03-19,Low,T+1
1633,Merchant_01633,Grocery,Delhi,Delhi,SMB,2024-03-05,Low,T+2
1634,Merchant_01634,Grocery,Ahmedabad,Gujarat,Mid-Market,2024-05-11,Low,T+3
1635,Merchant_01635,Entertainment,Indore,Madhya Pradesh,SMB,2022-10-02,Medium,T+3
1636,Merchant_01636,Dining,Hyderabad,Telangana,Mid-Market,2023-06-22,Medium,T+1
1637,Merchant_01637,Healthcare,Lucknow,Uttar Pradesh,Mid-Market,2025-04-30,High,T+2
1638,Merchant_01638,Travel,Lucknow,Uttar Pradesh,SMB,2024-01-22,Low,T+1
1639,Merchant_01639,E-commerce,Bengaluru,Karnataka,Mid-Market,2022-09-20,Medium,T+1
1640,Merchant_01640,Healthcare,Bengaluru,Karnataka,SMB,2023-12-24,Low,T+1
1641,Merchant_01641,E-commerce,Surat,Gujarat,SMB,2023-05-28,High,T+1
1642,Merchant_01642,Utilities,Mumbai,Maharashtra,Mid-Market,2022-09-25,Low,T+1
1643,Merchant_01643,Education,Indore,Madhya Pradesh,Mid-Market,2022-05-29,Low,T+1
1644,Merchant_01644,Utilities,Surat,Gujarat,SMB,2025-06-17,Low,T+2
1645,Merchant_01645,Entertainment,Lucknow,Uttar Pradesh,Mid-Market,2022-10-11,Low,T+2
1646,Merchant_01646,Healthcare,Hyderabad,Telangana,SMB,2023-11-19,Low,T+2
1647,Merchant_01647,Electronics,Chennai,Tamil Nadu,Mid-Market,2022-01-03,Low,T+2
1648,Merchant_01648,Education,Chennai,Tamil Nadu,Mid-Market,2022-12-21,Low,T+1
1649,Merchant_01649,Utilities,Hyderabad,Telangana,Mid-Market,2025-05-06,Medium,T+2
1650,Merchant_01650,Entertainment,Chennai,Tamil Nadu,Mid-Market,2025-02-26,Medium,T+2
1651,Merchant_01651,Entertainment,Bengaluru,Karnataka,SMB,2022-06-26,Low,T+1
1652,Merchant_01652,Travel,Chennai,Tamil Nadu,Mid-Market,2023-06-23,Low,T+1
1653,Merchant_01653,Fashion,Ahmedabad,Gujarat,SMB,2022-08-21,Low,T+1
1654,Merchant_01654,Education,Mumbai,Maharashtra,SMB,2025-05-20,Low,T+1
1655,Merchant_01655,Entertainment,Surat,Gujarat,Enterprise,2025-07-18,Low,T+2
