ticket_id,customer_id,created_at,issue_category,priority,channel,ticket_status,resolution_hours,customer_satisfaction,agent_team
6088965,1053313,2024-06-25 07:30:46,KYC,High,Chat,Resolved,13.6,5.0,Cards
6079372,1045430,2024-06-25 07:59:36,Chargeback,Medium,Email,Resolved,14.6,4.4,Fraud
6014111,1032177,2024-06-25 08:02:26,App Technical Issue,Low,Email,Resolved,18.3,5.0,Cards
6021371,1004602,2024-06-25 08:13:38,Payment Failed,Medium,Email,Resolved,22.6,4.8,Fraud
6062567,1079671,2024-06-25 08:20:51,Refund Delayed,Low,Email,Resolved,9.1,5.0,Technical
6076867,1098643,2024-06-25 08:32:39,Merchant Dispute,Medium,Email,Resolved,6.4,3.9,KYC
6034769,1087519,2024-06-25 08:46:36,Chargeback,Low,In-App,Resolved,5.5,4.9,Payments
6047475,1008981,2024-06-25 08:48:38,Chargeback,Medium,In-App,Resolved,22.1,3.7,Technical
6076615,1025550,2024-06-25 08:56:54,Account Access,Critical,Phone,Resolved,76.2,2.5,Technical
6017575,1106732,2024-06-25 09:03:38,Payment Failed,High,In-App,Resolved,17.9,4.2,KYC
6019363,1025623,2024-06-25 09:07:22,Fraud Concern,Low,Phone,Open,20.2,4.7,Technical
6080312,1067311,2024-06-25 09:09:48,Payment Failed,High,Chat,Resolved,19.2,5.0,Fraud
6073431,1112833,2024-06-25 09:20:55,Transfer Delayed,Medium,Chat,Resolved,6.7,4.8,Payments
6078794,1117662,2024-06-25 09:45:19,Refund Delayed,Low,In-App,Resolved,22.5,4.5,Accounts
6030791,1034888,2024-06-25 09:46:06,Chargeback,Medium,In-App,Resolved,15.2,4.7,Technical
6006600,1002620,2024-06-25 09:56:13,Account Access,Medium,Chat,Pending Customer,11.3,5.0,Payments
6025924,1036073,2024-06-25 10:06:38,Fraud Concern,Medium,In-App,Resolved,5.6,5.0,Cards
6063020,1021327,2024-06-25 10:06:40,Payment Failed,Medium,Chat,Resolved,38.4,3.2,Cards
6045814,1119604,2024-06-25 10:10:24,Payment Failed,Medium,In-App,Resolved,10.7,5.0,Technical
6004034,1076719,2024-06-25 10:17:38,Payment Failed,Low,Chat,Pending Customer,4.7,4.5,KYC
6057726,1049126,2024-06-25 10:18:27,Merchant Dispute,Medium,Chat,Resolved,15.7,4.7,Accounts
6026579,1081566,2024-06-25 10:21:59,Account Access,Medium,Chat,Escalated,0.8,4.8,Fraud
6044596,1013400,2024-06-25 10:30:26,Refund Delayed,Medium,Chat,Resolved,10.8,5.0,Cards
6059444,1030321,2024-06-25 10:54:10,Fraud Concern,Medium,Email,Resolved,10.5,4.7,Fraud
6027069,1108577,2024-06-25 10:57:06,App Technical Issue,High,Chat,Resolved,46.3,4.2,Technical
6088845,1067028,2024-06-25 11:05:55,Transfer Delayed,Medium,Chat,Resolved,67.5,2.9,Payments
6087431,1055217,2024-06-25 11:21:41,Refund Delayed,Medium,Email,Resolved,27.2,5.0,Cards
6056629,1046810,2024-06-25 11:21:49,KYC,High,In-App,Open,14.5,4.8,Accounts
6022911,1026291,2024-06-25 11:32:47,Payment Failed,Low,Phone,Resolved,12.6,5.0,Cards
6028885,1073505,2024-06-25 12:06:37,KYC,Medium,Chat,Resolved,5.4,4.7,Fraud
6078853,1074361,2024-06-25 12:08:48,Payment Failed,Medium,Social,Resolved,50.9,3.5,KYC
6066213,1023250,2024-06-25 12:10:47,Refund Delayed,Low,Chat,Resolved,22.2,4.4,Fraud
6087579,1023498,2024-06-25 12:23:15,Account Access,Low,In-App,Resolved,10.0,5.0,Accounts
6034371,1045054,2024-06-25 12:25:41,Cash Withdrawal,Medium,Email,Resolved,14.5,4.6,Payments
6002503,1038174,2024-06-25 12:29:31,Chargeback,High,In-App,Resolved,24.1,4.3,KYC
6024464,1019893,2024-06-25 12:34:09,Payment Failed,High,Chat,Resolved,11.2,4.4,Technical
6059022,1115792,2024-06-25 12:40:32,Refund Delayed,Medium,In-App,Resolved,18.2,4.7,KYC
6054594,1077788,2024-06-25 12:43:02,Payment Failed,Medium,Email,Resolved,6.6,4.6,Technical
6086967,1057669,2024-06-25 13:29:09,Fraud Concern,Low,Phone,Resolved,16.7,4.9,Payments
6007193,1102293,2024-06-25 14:19:30,Chargeback,Low,Social,Resolved,0.7,5.0,Technical
6058687,1087533,2024-06-25 14:31:37,Cash Withdrawal,Low,Social,Resolved,14.6,4.8,Technical
6089075,1016032,2024-06-25 14:55:06,Refund Delayed,High,In-App,Resolved,21.9,4.8,Technical
6042050,1005729,2024-06-25 15:05:26,Merchant Dispute,Medium,In-App,Resolved,2.4,4.0,Fraud
6051080,1017188,2024-06-25 15:05:44,Merchant Dispute,High,In-App,Resolved,15.0,5.0,Technical
6052920,1061450,2024-06-25 15:20:51,Transfer Delayed,Medium,In-App,Resolved,21.3,3.7,Cards
6051744,1034691,2024-06-25 15:23:19,Transfer Delayed,Low,In-App,Resolved,22.4,4.9,Cards
6008442,1008918,2024-06-25 15:36:08,Payment Failed,Medium,In-App,Resolved,3.6,5.0,Accounts
6079714,1089870,2024-06-25 15:57:48,KYC,High,Phone,Resolved,27.5,5.0,Cards
6060527,1053622,2024-06-25 16:25:48,KYC,High,In-App,Resolved,20.5,4.9,Technical
6005625,1058442,2024-06-25 17:09:27,Payment Failed,Low,In-App,Resolved,51.7,3.0,Fraud
6085831,1009697,2024-06-25 17:43:44,Merchant Dispute,Low,In-App,Resolved,30.3,3.8,Fraud
6068964,1099943,2024-06-25 17:54:25,Transfer Delayed,Low,Chat,Resolved,12.8,5.0,Fraud
6013312,1042501,2024-06-25 17:55:53,Refund Delayed,Medium,Chat,Resolved,10.6,5.0,KYC
6030208,1029035,2024-06-25 18:04:59,Refund Delayed,Medium,Phone,Resolved,16.7,5.0,Payments
6043434,1117173,2024-06-25 18:24:55,Payment Failed,Low,Chat,Resolved,18.8,4.6,Cards
6046731,1034041,2024-06-25 18:26:01,Cash Withdrawal,Medium,Chat,Resolved,14.1,4.9,Payments
6063701,1020813,2024-06-25 18:33:49,Refund Delayed,High,Chat,Resolved,18.8,4.9,Accounts
6057828,1001709,2024-06-25 18:49:13,Transfer Delayed,Medium,Phone,Open,22.9,5.0,Cards
6085924,1076424,2024-06-25 18:56:13,Fraud Concern,Medium,Chat,Resolved,24.4,4.4,KYC
6004138,1017070,2024-06-25 19:04:09,Cash Withdrawal,Low,In-App,Pending Customer,11.1,5.0,Technical
6058538,1111597,2024-06-25 19:15:18,Refund Delayed,Medium,Phone,Resolved,16.5,5.0,Technical
6043421,1004048,2024-06-25 19:16:08,Transfer Delayed,Low,Email,Resolved,18.2,4.9,KYC
6047018,1008840,2024-06-25 19:34:52,Refund Delayed,High,Chat,Resolved,13.0,5.0,Accounts
6083998,1049722,2024-06-25 19:38:52,Refund Delayed,Medium,Chat,Resolved,17.1,5.0,Payments
6081850,1078760,2024-06-25 19:51:05,Cash Withdrawal,Low,Chat,Resolved,25.8,5.0,Accounts
6089180,1085741,2024-06-25 19:53:05,Transfer Delayed,High,Email,Resolved,28.0,4.5,Technical
6061518,1107385,2024-06-25 19:56:03,Payment Failed,Low,Email,Resolved,10.9,4.0,KYC
6025274,1001510,2024-06-25 19:57:40,Merchant Dispute,Low,In-App,Escalated,47.3,3.9,Accounts
6040230,1020290,2024-06-25 20:08:52,Payment Failed,Low,Chat,Pending Customer,16.8,4.8,Accounts
6089802,1098370,2024-06-25 20:18:26,Transfer Delayed,Low,Email,Resolved,55.2,3.5,KYC
6062862,1094399,2024-06-25 20:24:03,Payment Failed,Low,Social,Resolved,22.6,3.5,KYC
6017678,1022216,2024-06-25 20:27:32,Payment Failed,High,Phone,Resolved,27.2,3.4,KYC
6035836,1102347,2024-06-25 20:29:46,Account Access,Medium,Chat,Resolved,1.9,5.0,Cards
6082194,1086629,2024-06-25 20:39:30,App Technical Issue,Medium,Chat,Escalated,21.1,4.1,KYC
6044673,1079721,2024-06-25 20:50:05,KYC,Medium,Phone,Resolved,7.9,4.8,Payments
6060451,1051791,2024-06-25 20:51:37,App Technical Issue,High,In-App,Open,28.3,4.4,KYC
6040613,1026174,2024-06-25 20:51:57,Fraud Concern,Medium,Phone,Resolved,24.0,5.0,Payments
6016535,1031985,2024-06-25 20:53:23,Fraud Concern,High,In-App,Resolved,42.1,3.5,Payments
6084601,1014969,2024-06-25 21:00:37,Cash Withdrawal,Low,Chat,Resolved,2.7,5.0,Technical
6047852,1038813,2024-06-25 21:12:23,Transfer Delayed,Low,Email,Resolved,19.7,4.5,KYC
6080549,1048565,2024-06-25 21:26:28,KYC,Low,In-App,Resolved,18.6,5.0,Cards
6019981,1061021,2024-06-25 21:31:28,Payment Failed,Low,Chat,Resolved,12.5,5.0,Fraud
6040753,1008911,2024-06-25 21:33:15,Transfer Delayed,Medium,In-App,Resolved,15.8,5.0,Cards
6028937,1115170,2024-06-25 21:37:37,Chargeback,Medium,In-App,Resolved,77.1,1.8,Payments
6085392,1040588,2024-06-25 21:49:04,Payment Failed,High,Chat,Open,11.7,5.0,Fraud
6033167,1011803,2024-06-25 22:05:26,Payment Failed,Medium,Social,Open,24.0,5.0,Fraud
6040725,1041228,2024-06-25 22:09:12,Payment Failed,Medium,Phone,Resolved,4.1,4.9,Fraud
6018130,1034830,2024-06-25 22:09:35,Payment Failed,Low,In-App,Resolved,9.3,4.7,Cards
6046596,1065281,2024-06-25 22:27:09,Payment Failed,Medium,In-App,Escalated,17.8,4.9,Fraud
6014146,1119438,2024-06-25 22:33:29,Transfer Delayed,Medium,In-App,Pending Customer,17.8,5.0,KYC
6077818,1046710,2024-06-25 22:45:49,Payment Failed,Medium,Chat,Resolved,9.3,4.7,Fraud
6077577,1051281,2024-06-25 23:08:47,Refund Delayed,Medium,In-App,Pending Customer,27.2,4.5,Fraud
6079511,1042291,2024-06-25 23:27:30,Account Access,Medium,Email,Resolved,41.1,4.5,Accounts
6051329,1096999,2024-06-25 23:35:54,Payment Failed,High,Email,Resolved,21.5,4.6,Payments
6003865,1102680,2024-06-25 23:36:10,Account Access,High,Chat,Resolved,30.2,4.7,Accounts
6068771,1107125,2024-06-25 23:42:18,Chargeback,Low,Email,Resolved,15.2,5.0,Payments
6069802,1099525,2024-06-26 00:08:22,Fraud Concern,High,In-App,Escalated,26.8,3.8,Payments
6046321,1063453,2024-06-26 00:11:42,Transfer Delayed,Low,Chat,Resolved,39.4,4.3,Accounts
6078799,1029866,2024-06-26 00:57:43,Cash Withdrawal,Low,In-App,Resolved,42.3,3.7,Payments
6073445,1100245,2024-06-26 01:15:17,App Technical Issue,Low,In-App,Resolved,21.7,4.3,Accounts
6032370,1080482,2024-06-26 01:26:21,Merchant Dispute,Medium,Chat,Resolved,5.3,5.0,Technical
6055119,1109513,2024-06-26 01:37:35,Refund Delayed,Medium,In-App,Resolved,10.4,3.7,Technical
6021289,1044586,2024-06-26 02:11:07,Fraud Concern,Medium,In-App,Resolved,10.1,4.5,Accounts
6046021,1095759,2024-06-26 02:15:50,App Technical Issue,Medium,Chat,Resolved,17.9,5.0,Technical
6009660,1077371,2024-06-26 02:49:37,Transfer Delayed,Low,In-App,Resolved,25.8,4.9,Payments
6066346,1108884,2024-06-26 02:55:54,Payment Failed,High,Chat,Resolved,16.4,4.5,Technical
6059385,1101283,2024-06-26 02:58:08,Merchant Dispute,Low,Email,Resolved,8.9,5.0,Payments
6048367,1032304,2024-06-26 03:00:38,Fraud Concern,Medium,In-App,Escalated,12.9,3.9,Technical
6088362,1115005,2024-06-26 03:13:50,Account Access,Low,Phone,Pending Customer,7.8,5.0,Cards
6067018,1091849,2024-06-26 03:26:02,Transfer Delayed,Low,In-App,Resolved,13.0,4.2,KYC
6065357,1114721,2024-06-26 03:26:24,Chargeback,High,Email,Resolved,12.0,5.0,KYC
6020536,1085831,2024-06-26 03:56:08,Payment Failed,High,Phone,Resolved,42.0,4.5,KYC
6033030,1099434,2024-06-26 04:00:10,Chargeback,Medium,Chat,Resolved,19.7,4.4,Technical
6088116,1089503,2024-06-26 04:04:27,Cash Withdrawal,Low,In-App,Resolved,21.4,4.5,Fraud
6049974,1054629,2024-06-26 04:19:15,Account Access,Low,Phone,Pending Customer,8.0,5.0,Cards
6011833,1071254,2024-06-26 04:28:01,Payment Failed,Critical,Social,Resolved,35.6,3.6,Payments
6086183,1040419,2024-06-26 04:35:13,Account Access,Medium,Phone,Resolved,9.9,5.0,Accounts
6022617,1068300,2024-06-26 04:37:28,Transfer Delayed,Low,In-App,Resolved,12.9,4.8,Accounts
6066725,1066061,2024-06-26 05:33:48,Cash Withdrawal,Low,Phone,Open,11.0,3.9,Accounts
6069474,1017708,2024-06-26 05:49:40,KYC,High,Phone,Open,16.0,4.2,Cards
6023373,1047824,2024-06-26 05:51:46,Refund Delayed,Low,In-App,Resolved,6.4,5.0,Technical
6026486,1030923,2024-06-26 05:52:11,Merchant Dispute,Medium,In-App,Open,13.2,4.6,Technical
6077720,1075861,2024-06-26 06:02:42,Chargeback,Low,Chat,Pending Customer,10.7,5.0,Cards
6057515,1045807,2024-06-26 06:23:16,Chargeback,Low,Chat,Resolved,8.1,4.4,Payments
6039367,1044598,2024-06-26 06:31:50,Account Access,High,In-App,Resolved,8.2,5.0,Payments
6058018,1002291,2024-06-26 06:44:28,Cash Withdrawal,Low,Social,Resolved,5.4,4.7,Technical
6074215,1097097,2024-06-26 06:52:42,App Technical Issue,Medium,In-App,Resolved,32.3,4.2,Cards
6079507,1086339,2024-06-26 07:14:35,Refund Delayed,Medium,Chat,Resolved,6.7,5.0,Accounts
6063637,1047626,2024-06-26 07:24:00,Payment Failed,Medium,Social,Resolved,2.4,5.0,Technical
6052765,1019545,2024-06-26 07:28:25,Account Access,Low,Social,Resolved,27.4,4.5,Fraud
6004762,1025991,2024-06-26 07:51:23,Refund Delayed,Medium,In-App,Resolved,26.6,4.7,Technical
6075125,1025460,2024-06-26 07:52:21,Chargeback,Low,Phone,Resolved,28.1,4.0,Accounts
6083824,1010144,2024-06-26 07:53:10,App Technical Issue,Medium,Email,Open,15.8,5.0,Payments
6073893,1061933,2024-06-26 07:53:23,Account Access,Medium,In-App,Resolved,9.2,5.0,KYC
6006590,1087008,2024-06-26 08:02:35,KYC,Low,In-App,Pending Customer,20.1,5.0,Payments
6076871,1055269,2024-06-26 08:14:21,Merchant Dispute,Medium,Phone,Pending Customer,12.7,5.0,Fraud
6022757,1111566,2024-06-26 08:29:23,Account Access,High,Social,Resolved,11.9,3.8,Payments
6044268,1012629,2024-06-26 08:43:09,Account Access,Low,In-App,Resolved,10.4,4.3,Accounts
6040617,1102812,2024-06-26 08:47:36,Refund Delayed,Medium,Email,Resolved,11.1,4.4,Cards
6026035,1008314,2024-06-26 09:02:16,Refund Delayed,Medium,In-App,Resolved,3.9,4.7,Fraud
6061442,1053807,2024-06-26 09:04:35,Payment Failed,Low,In-App,Resolved,13.4,3.7,Payments
6077810,1009140,2024-06-26 09:12:00,Payment Failed,Low,Social,Resolved,11.7,4.1,Payments
6070495,1118301,2024-06-26 09:23:06,Cash Withdrawal,Medium,Chat,Resolved,38.4,3.2,Cards
6015838,1082930,2024-06-26 09:36:28,Account Access,Low,In-App,Resolved,15.8,4.7,KYC
6085951,1099646,2024-06-26 09:58:43,Chargeback,Medium,Phone,Open,13.7,4.3,Technical
6080453,1010782,2024-06-26 10:00:01,Refund Delayed,Medium,In-App,Resolved,2.4,4.1,Accounts
6087037,1085648,2024-06-26 10:00:53,Account Access,Medium,In-App,Resolved,14.8,4.9,Fraud
6007628,1086676,2024-06-26 10:14:05,Transfer Delayed,Low,In-App,Pending Customer,27.2,4.7,Accounts
6063557,1112884,2024-06-26 10:47:57,Account Access,Medium,Chat,Resolved,12.5,4.3,Cards
6050922,1089325,2024-06-26 10:56:52,App Technical Issue,Medium,Chat,Resolved,4.0,4.6,Cards
6050306,1088766,2024-06-26 11:01:32,Merchant Dispute,Low,Phone,Resolved,1.7,5.0,Payments
6054522,1046343,2024-06-26 11:13:11,Account Access,High,Email,Resolved,51.5,3.0,Cards
6012405,1072556,2024-06-26 11:14:13,Cash Withdrawal,High,Email,Escalated,35.0,3.8,Fraud
6073925,1112778,2024-06-26 11:24:34,Fraud Concern,Low,Email,Resolved,33.7,4.8,KYC
6054936,1071001,2024-06-26 11:30:39,Transfer Delayed,High,Email,Resolved,12.6,4.8,KYC
6088645,1037943,2024-06-26 12:30:56,Account Access,High,Email,Open,34.2,5.0,Technical
6069443,1060088,2024-06-26 12:37:29,Refund Delayed,Low,In-App,Resolved,4.9,5.0,Fraud
6022516,1042467,2024-06-26 12:44:03,Fraud Concern,Medium,In-App,Pending Customer,14.9,4.1,KYC
6082614,1046051,2024-06-26 12:58:48,Payment Failed,Low,Phone,Resolved,5.0,5.0,Cards
6024459,1005049,2024-06-26 13:03:31,Refund Delayed,High,Chat,Resolved,13.9,5.0,Cards
6033729,1093511,2024-06-26 13:06:50,Merchant Dispute,Low,Email,Resolved,6.7,5.0,Accounts
6079586,1091491,2024-06-26 13:42:19,Payment Failed,Low,Chat,Escalated,18.8,5.0,Cards
6066678,1056538,2024-06-26 14:38:18,Chargeback,Low,Email,Resolved,15.9,5.0,Fraud
6035220,1033841,2024-06-26 14:46:18,Payment Failed,Medium,In-App,Resolved,10.1,5.0,Payments
6020874,1042656,2024-06-26 15:02:47,Chargeback,Medium,Email,Resolved,43.5,3.7,Payments
6086493,1094479,2024-06-26 15:25:56,Transfer Delayed,Low,Phone,Open,31.9,4.1,Fraud
6036420,1101109,2024-06-26 15:32:30,Cash Withdrawal,Low,Email,Resolved,22.8,4.7,Cards
6061020,1085529,2024-06-26 15:33:20,Merchant Dispute,Medium,Chat,Resolved,23.0,3.7,Accounts
6084133,1005900,2024-06-26 15:34:38,Payment Failed,Critical,Chat,Resolved,40.7,4.0,Accounts
6042813,1055462,2024-06-26 15:40:19,Fraud Concern,High,Chat,Resolved,22.6,5.0,Cards
6037891,1094207,2024-06-26 15:51:27,Payment Failed,Low,In-App,Resolved,51.8,3.6,Cards
6073958,1039696,2024-06-26 16:08:50,Cash Withdrawal,Medium,Email,Resolved,6.9,5.0,Payments
6088738,1106920,2024-06-26 16:16:26,Transfer Delayed,High,Chat,Resolved,26.4,3.9,Cards
6062707,1110451,2024-06-26 16:18:04,Payment Failed,High,Email,Resolved,49.6,4.0,Fraud
6041902,1039969,2024-06-26 16:19:32,Transfer Delayed,Medium,Phone,Resolved,20.4,3.9,Accounts
6045679,1070241,2024-06-26 16:27:19,Chargeback,Low,In-App,Open,10.6,4.9,Fraud
6058948,1077555,2024-06-26 16:30:37,Cash Withdrawal,Critical,In-App,Resolved,17.8,4.2,Technical
6039842,1008285,2024-06-26 16:34:38,Payment Failed,Low,In-App,Resolved,11.1,5.0,Cards
6084024,1117170,2024-06-26 16:38:03,App Technical Issue,Low,Chat,Pending Customer,14.4,4.6,Technical
6080420,1005955,2024-06-26 16:43:57,Chargeback,Low,Social,Resolved,42.6,3.6,Cards
6087556,1069475,2024-06-26 16:47:06,Fraud Concern,Low,Phone,Pending Customer,35.4,4.4,Cards
6079524,1081867,2024-06-26 16:52:54,Fraud Concern,Medium,Chat,Open,9.7,5.0,Fraud
6049603,1106776,2024-06-26 16:57:28,Payment Failed,Low,Email,Resolved,25.7,3.4,KYC
6011405,1053683,2024-06-26 16:58:10,KYC,Medium,Phone,Resolved,16.8,5.0,Accounts
6054819,1070328,2024-06-26 16:58:12,App Technical Issue,Low,In-App,Resolved,8.0,4.9,Fraud
6040361,1085956,2024-06-26 17:07:26,Refund Delayed,Medium,Chat,Pending Customer,38.9,4.6,Fraud
6067274,1075882,2024-06-26 17:20:03,Transfer Delayed,Medium,Chat,Pending Customer,7.8,4.9,Accounts
6001870,1011231,2024-06-26 17:56:26,KYC,Medium,Chat,Resolved,17.2,4.4,Accounts
6068145,1060449,2024-06-26 17:58:27,Merchant Dispute,Low,Chat,Escalated,8.8,5.0,Technical
6066080,1077246,2024-06-26 18:05:12,App Technical Issue,Medium,In-App,Escalated,32.3,3.7,Payments
6078679,1028360,2024-06-26 18:20:18,App Technical Issue,Critical,Chat,Resolved,19.3,5.0,KYC
6043730,1035724,2024-06-26 18:44:22,Cash Withdrawal,Low,In-App,Resolved,21.7,5.0,Payments
6051067,1105480,2024-06-26 19:01:17,Merchant Dispute,Low,Chat,Resolved,20.9,5.0,Accounts
6070133,1072615,2024-06-26 19:10:21,App Technical Issue,Medium,In-App,Escalated,10.5,5.0,KYC
6082493,1047519,2024-06-26 19:27:22,Account Access,Low,Social,Resolved,55.3,3.1,Payments
6066473,1047693,2024-06-26 19:45:11,Payment Failed,Medium,In-App,Escalated,10.5,4.6,KYC
6007957,1079211,2024-06-26 20:07:46,Merchant Dispute,Critical,In-App,Resolved,28.2,5.0,Accounts
6005189,1060569,2024-06-26 20:25:15,Chargeback,Medium,Phone,Pending Customer,22.7,4.0,Accounts
6073194,1068066,2024-06-26 20:29:30,Transfer Delayed,Low,Phone,Resolved,25.4,4.9,Accounts
6080196,1047247,2024-06-26 20:48:04,Cash Withdrawal,Low,Email,Resolved,17.6,4.6,Fraud
6028792,1034479,2024-06-26 20:52:12,Merchant Dispute,Low,Email,Resolved,41.8,4.2,Fraud
6060944,1118873,2024-06-26 21:05:49,Account Access,Medium,In-App,Resolved,2.2,5.0,Cards
6029805,1042423,2024-06-26 21:29:52,Payment Failed,High,Social,Resolved,27.7,5.0,KYC
6071056,1026586,2024-06-26 21:44:10,Merchant Dispute,Medium,In-App,Resolved,31.6,5.0,Accounts
6073910,1100202,2024-06-26 21:47:25,Cash Withdrawal,Low,Phone,Pending Customer,17.3,4.7,Technical
6061009,1034874,2024-06-26 21:53:17,Transfer Delayed,Medium,Chat,Resolved,16.9,5.0,Technical
6082676,1028043,2024-06-26 22:01:51,Refund Delayed,Medium,In-App,Resolved,10.0,4.1,Fraud
6078920,1021606,2024-06-26 22:32:48,Fraud Concern,Medium,In-App,Resolved,39.5,3.9,Technical
6076985,1059949,2024-06-26 22:38:06,Fraud Concern,Critical,Chat,Resolved,18.1,4.2,Technical
6009287,1048884,2024-06-26 22:50:11,Refund Delayed,Low,Chat,Resolved,10.1,5.0,Cards
6080064,1079295,2024-06-26 22:53:57,App Technical Issue,Low,Phone,Resolved,15.1,3.8,Technical
6078390,1095425,2024-06-26 23:12:17,Merchant Dispute,Medium,Chat,Resolved,16.3,3.1,Technical
6045639,1003309,2024-06-26 23:21:09,Fraud Concern,Medium,In-App,Resolved,16.9,5.0,Payments
6057022,1119120,2024-06-26 23:30:41,Transfer Delayed,Medium,In-App,Resolved,6.4,5.0,Fraud
6032090,1030585,2024-06-26 23:39:49,Chargeback,Low,In-App,Resolved,10.3,5.0,KYC
6083255,1112760,2024-06-27 00:06:25,Cash Withdrawal,Low,Social,Resolved,24.3,5.0,Technical
6040739,1023006,2024-06-27 00:13:10,Payment Failed,Medium,Phone,Resolved,4.1,5.0,KYC
6076623,1063214,2024-06-27 00:20:24,KYC,Medium,Chat,Escalated,8.4,5.0,Payments
6078278,1072672,2024-06-27 00:37:43,Payment Failed,Low,In-App,Resolved,23.7,4.8,Accounts
6087142,1015617,2024-06-27 00:43:43,Transfer Delayed,Medium,In-App,Resolved,14.2,4.9,Cards
6051813,1082134,2024-06-27 00:53:48,Refund Delayed,Medium,In-App,Open,13.7,5.0,Fraud
6089593,1053237,2024-06-27 01:12:21,Chargeback,Low,In-App,Resolved,16.6,3.6,KYC
6008258,1032084,2024-06-27 01:23:42,Cash Withdrawal,Medium,In-App,Resolved,4.9,5.0,Payments
6063839,1016965,2024-06-27 01:34:07,Fraud Concern,Medium,In-App,Resolved,4.1,5.0,Accounts
6072544,1060428,2024-06-27 01:49:51,Account Access,Medium,In-App,Resolved,25.2,5.0,Cards
6003613,1053191,2024-06-27 02:09:33,Payment Failed,Low,Phone,Escalated,19.2,4.7,Fraud
6064877,1004322,2024-06-27 02:51:20,Account Access,Medium,Phone,Resolved,9.1,5.0,Accounts
6060233,1051878,2024-06-27 03:43:49,Refund Delayed,Medium,Social,Resolved,8.9,3.9,Fraud
6009927,1117188,2024-06-27 03:55:25,Refund Delayed,Medium,In-App,Resolved,17.1,4.5,Technical
6067687,1023829,2024-06-27 03:55:52,Fraud Concern,Critical,Phone,Resolved,24.8,4.9,KYC
6004357,1115426,2024-06-27 04:23:15,KYC,Low,Chat,Pending Customer,10.9,4.8,Technical
6028393,1015066,2024-06-27 04:42:14,Payment Failed,High,In-App,Resolved,26.7,4.2,Accounts
6071964,1090592,2024-06-27 04:42:17,Payment Failed,Low,In-App,Pending Customer,8.6,5.0,Technical
6081407,1013328,2024-06-27 05:01:05,App Technical Issue,Medium,In-App,Resolved,16.8,4.2,Payments
6024109,1014739,2024-06-27 05:39:24,Payment Failed,High,Email,Resolved,16.9,5.0,Cards
6046551,1081219,2024-06-27 05:51:49,KYC,Low,Chat,Resolved,5.1,4.2,Fraud
6056531,1067512,2024-06-27 06:23:47,Transfer Delayed,Low,In-App,Resolved,3.8,5.0,Payments
6049742,1058100,2024-06-27 06:34:00,Refund Delayed,High,Chat,Resolved,24.7,3.8,Payments
6050180,1088267,2024-06-27 06:34:09,Payment Failed,Medium,In-App,Resolved,2.9,4.3,Technical
6054564,1025400,2024-06-27 06:45:31,Chargeback,Low,Email,Pending Customer,13.6,4.4,Technical
6033230,1010094,2024-06-27 06:48:12,Account Access,Low,Email,Resolved,4.3,5.0,KYC
6081779,1012310,2024-06-27 06:57:30,Chargeback,Medium,Chat,Resolved,12.3,5.0,Cards
6003234,1088302,2024-06-27 07:22:31,Transfer Delayed,High,Chat,Resolved,25.5,3.6,Fraud
6021452,1104580,2024-06-27 07:23:10,Fraud Concern,Low,Phone,Resolved,51.7,4.7,Payments
6005013,1096074,2024-06-27 07:26:02,Refund Delayed,Low,Email,Resolved,26.6,3.7,Payments
6062387,1002545,2024-06-27 07:35:13,Transfer Delayed,Medium,In-App,Resolved,16.0,5.0,KYC
6014365,1090734,2024-06-27 07:48:12,Fraud Concern,Critical,Email,Resolved,35.3,4.9,Accounts
6029301,1050695,2024-06-27 08:12:08,Account Access,Low,Chat,Resolved,17.2,3.7,Cards
6002707,1084209,2024-06-27 08:45:43,KYC,Low,Email,Pending Customer,25.8,5.0,Cards
6000413,1074463,2024-06-27 08:54:23,Account Access,High,Phone,Resolved,27.3,5.0,Fraud
6039089,1092195,2024-06-27 08:58:17,Refund Delayed,Medium,Email,Resolved,1.7,5.0,KYC
6089763,1077723,2024-06-27 09:09:57,Cash Withdrawal,Medium,Social,Resolved,41.6,5.0,Fraud
6066149,1056896,2024-06-27 09:10:01,Account Access,Medium,Chat,Escalated,43.3,4.0,Fraud
6005936,1060704,2024-06-27 09:20:55,Transfer Delayed,Low,Chat,Open,19.0,4.7,Fraud
6014326,1018348,2024-06-27 09:21:14,Refund Delayed,Medium,Phone,Resolved,13.0,4.6,KYC
6071005,1102603,2024-06-27 09:21:36,KYC,Medium,Chat,Pending Customer,16.3,3.9,Payments
6082838,1032413,2024-06-27 09:31:04,Chargeback,High,Email,Resolved,34.5,4.7,Accounts
6038298,1068508,2024-06-27 09:54:18,App Technical Issue,Low,Phone,Open,21.3,5.0,Cards
6082574,1016028,2024-06-27 09:58:55,Payment Failed,Medium,Chat,Resolved,29.0,4.4,Technical
6061075,1101557,2024-06-27 10:02:27,Refund Delayed,High,Chat,Pending Customer,13.8,5.0,Accounts
6044712,1027290,2024-06-27 10:24:43,Refund Delayed,Medium,In-App,Resolved,14.7,4.5,Payments
6078592,1036951,2024-06-27 10:31:18,Account Access,Medium,In-App,Pending Customer,10.0,5.0,Technical
6047815,1092607,2024-06-27 10:41:34,App Technical Issue,Low,Email,Resolved,66.1,3.1,Technical
