account_id,customer_id,account_type,account_status,opened_date,current_balance_inr,credit_limit_inr
7029172,1059945,Savings,Active,2021-04-13,4234.07,0
7029173,1087024,Current,Active,2021-07-20,6477.1,0
7029174,1041908,Wallet,Dormant,2023-06-18,4145.43,0
7029175,1078942,Savings,Active,2022-05-02,14262.58,0
7029176,1039987,Wallet,Dormant,2021-11-11,1725.92,0
7029177,1116185,Current,Active,2024-03-02,30459.31,0
7029178,1035724,Wallet,Active,2020-07-18,52232.0,0
7029179,1065044,Wallet,Active,2021-08-05,3440.86,0
7029180,1052291,Savings,Active,2019-06-15,26668.31,0
7029181,1035987,Credit Line,Active,2025-08-19,5617.39,500000
7029182,1033628,Savings,Active,2021-03-29,9549.02,0
7029183,1109114,Wallet,Active,2023-06-02,724.39,0
7029184,1085629,Savings,Active,2025-11-11,23113.67,0
7029185,1002062,Savings,Active,2023-08-31,119058.05,0
7029186,1062479,Wallet,Closed,2026-05-20,42315.94,0
7029187,1072599,Savings,Closed,2024-11-03,632.23,0
7029188,1085700,Wallet,Dormant,2019-08-29,12063.02,0
7029189,1006283,Wallet,Active,2025-03-15,4071.13,0
7029190,1072912,Savings,Active,2022-10-30,5003.68,0
7029191,1097831,Credit Line,Active,2019-07-25,1391.02,25000
7029192,1030264,Savings,Active,2024-01-15,4600.34,0
7029193,1054803,Wallet,Active,2023-02-03,7347.76,0
7029194,1010699,Credit Line,Active,2025-09-24,1605.71,100000
7029195,1053372,Credit Line,Active,2025-01-30,15444.13,25000
7029196,1089452,Savings,Active,2021-08-02,10017.4,0
7029197,1055733,Wallet,Dormant,2019-04-16,21086.06,0
7029198,1106164,Savings,Active,2022-08-21,4561.99,0
7029199,1034734,Wallet,Active,2024-12-04,31846.9,0
7029200,1060326,Wallet,Active,2022-04-02,12189.62,0
7029201,1115771,Wallet,Active,2024-12-16,26393.13,0
7029202,1018167,Savings,Active,2024-08-09,13232.59,0
7029203,1027655,Wallet,Active,2022-02-02,11894.45,0
7029204,1049181,Current,Active,2025-06-27,33541.74,0
7029205,1059340,Wallet,Active,2020-01-29,1416.09,0
7029206,1091089,Savings,Frozen,2024-01-05,7564.5,0
7029207,1067695,Savings,Active,2025-06-23,4189.1,0
7029208,1086005,Savings,Frozen,2023-04-14,10304.83,0
7029209,1086265,Wallet,Active,2022-01-01,3218.31,0
7029210,1048167,Savings,Closed,2020-04-19,4036.5,0
7029211,1112315,Wallet,Active,2026-01-19,6654.69,0
7029212,1062595,Credit Line,Active,2021-02-28,14410.01,100000
7029213,1007505,Wallet,Active,2024-05-21,53076.38,0
7029214,1061941,Savings,Active,2024-12-23,2167.31,0
7029215,1032506,Savings,Active,2024-04-12,41809.81,0
7029216,1054290,Wallet,Dormant,2022-02-06,12379.15,0
7029217,1108683,Wallet,Active,2020-10-03,2215.46,0
7029218,1080824,Wallet,Active,2023-08-18,17736.32,0
7029219,1029774,Savings,Active,2022-12-19,536.08,0
7029220,1092919,Wallet,Active,2025-01-24,18541.87,0
7029221,1109476,Current,Active,2021-07-26,12349.64,0
7029222,1090098,Savings,Active,2023-06-11,9083.44,0
7029223,1044866,Current,Closed,2022-03-11,4930.7,0
7029224,1018007,Wallet,Active,2020-09-04,3691.78,0
7029225,1051235,Wallet,Active,2025-04-19,3920.16,0
7029226,1029258,Wallet,Dormant,2025-10-05,3413.65,0
7029227,1057668,Savings,Active,2021-10-17,3591.99,0
7029228,1041878,Wallet,Active,2023-03-05,9703.86,0
7029229,1068657,Savings,Active,2020-08-13,1424.39,0
7029230,1113298,Wallet,Active,2023-11-17,5217.42,0
7029231,1090761,Wallet,Active,2025-05-13,503.8,0
7029232,1116028,Wallet,Active,2019-01-29,694.7,0
7029233,1109389,Savings,Active,2022-06-04,6484.57,0
7029234,1044727,Wallet,Active,2025-05-30,2476.54,0
7029235,1072112,Current,Active,2019-11-08,6890.69,0
7029236,1040465,Wallet,Active,2026-01-05,5607.27,0
7029237,1081462,Credit Line,Active,2026-01-02,3846.75,100000
7029238,1088828,Credit Line,Active,2023-04-09,3800.95,25000
7029239,1047239,Wallet,Active,2023-07-28,6426.1,0
7029240,1091007,Wallet,Active,2026-04-15,3284.49,0
7029241,1098606,Wallet,Dormant,2021-02-24,1458.7,0
7029242,1014224,Wallet,Active,2024-10-26,8736.05,0
7029243,1058373,Savings,Active,2020-01-16,1772.47,0
7029244,1063880,Current,Active,2023-04-12,21765.3,0
7029245,1001246,Wallet,Active,2020-07-05,1371.95,0
7029246,1081623,Wallet,Active,2020-02-07,32738.69,0
7029247,1045270,Wallet,Active,2025-03-17,6367.89,0
7029248,1039536,Wallet,Active,2022-01-21,8971.03,0
7029249,1102541,Credit Line,Active,2021-01-03,28954.45,50000
7029250,1103413,Current,Active,2023-08-19,4021.95,0
7029251,1087003,Wallet,Active,2019-11-27,20763.65,0
7029252,1060927,Current,Active,2020-07-24,8457.32,0
7029253,1007328,Credit Line,Active,2024-03-20,2927.53,25000
7029254,1057179,Wallet,Active,2021-02-24,3708.42,0
7029255,1035278,Wallet,Active,2021-01-29,2461.33,0
7029256,1075363,Wallet,Active,2021-08-21,3130.18,0
7029257,1094818,Wallet,Active,2025-11-26,97881.77,0
7029258,1040849,Savings,Active,2020-01-21,1809.0,0
7029259,1100853,Wallet,Active,2024-12-10,1634.08,0
7029260,1008487,Savings,Active,2023-10-01,25442.23,0
7029261,1040627,Savings,Active,2026-06-07,18014.53,0
7029262,1007410,Current,Active,2025-10-14,32350.85,0
7029263,1075372,Savings,Frozen,2023-05-08,7893.76,0
7029264,1100588,Wallet,Active,2024-01-25,2318.75,0
7029265,1046692,Wallet,Closed,2025-03-18,5544.38,0
7029266,1105223,Savings,Active,2019-09-08,1015.45,0
7029267,1009388,Savings,Active,2025-02-28,1218.04,0
7029268,1055685,Current,Active,2025-12-22,17329.92,0
7029269,1094473,Wallet,Active,2021-03-09,4863.19,0
7029270,1083407,Wallet,Active,2019-04-26,74073.71,0
7029271,1026256,Current,Active,2021-04-01,6925.43,0
7029272,1030064,Wallet,Active,2022-06-17,2832.72,0
7029273,1013300,Current,Active,2024-02-03,5575.61,0
7029274,1028919,Current,Active,2022-08-25,9033.61,0
7029275,1118288,Wallet,Active,2024-04-19,63374.49,0
7029276,1106480,Savings,Active,2024-08-28,6629.32,0
7029277,1066720,Savings,Active,2025-06-07,3967.04,0
7029278,1014135,Credit Line,Dormant,2025-08-06,4171.75,200000
7029279,1036404,Savings,Active,2022-05-02,9428.15,0
7029280,1001387,Current,Active,2026-06-12,5746.38,0
7029281,1049818,Credit Line,Active,2022-01-03,8727.96,100000
7029282,1104301,Current,Active,2019-12-15,7049.66,0
7029283,1069526,Savings,Active,2023-02-25,33236.56,0
7029284,1041333,Savings,Active,2025-02-14,2488.05,0
7029285,1098909,Wallet,Dormant,2024-10-31,3611.32,0
7029286,1034172,Savings,Active,2021-03-06,23010.26,0
7029287,1027841,Savings,Active,2025-12-08,100736.3,0
7029288,1050740,Credit Line,Active,2019-11-10,293.12,50000
7029289,1112180,Savings,Active,2024-07-23,1450.25,0
7029290,1089678,Savings,Active,2021-03-02,1414.47,0
7029291,1094556,Wallet,Active,2025-05-17,2765.08,0
7029292,1004864,Wallet,Active,2023-03-21,11203.72,0
7029293,1024122,Credit Line,Closed,2021-08-30,4735.59,25000
7029294,1055819,Wallet,Active,2019-07-18,62201.87,0
7029295,1014573,Wallet,Active,2022-09-23,25533.32,0
7029296,1050517,Wallet,Active,2019-07-05,43702.02,0
7029297,1045521,Wallet,Active,2024-03-02,60635.37,0
7029298,1084975,Credit Line,Active,2024-01-17,11713.91,200000
7029299,1027261,Wallet,Active,2023-07-14,1284.45,0
7029300,1076424,Savings,Closed,2026-06-07,33316.8,0
7029301,1104426,Savings,Active,2024-11-25,6152.15,0
7029302,1096951,Savings,Active,2024-05-18,12401.21,0
7029303,1070743,Wallet,Active,2022-11-14,34906.31,0
7029304,1077264,Wallet,Active,2020-02-01,16819.8,0
7029305,1041950,Wallet,Closed,2023-10-05,4300.1,0
7029306,1109486,Current,Dormant,2020-01-23,12747.15,0
7029307,1027632,Current,Active,2025-11-24,2563.71,0
7029308,1119916,Credit Line,Active,2024-08-30,27413.75,25000
7029309,1087158,Savings,Frozen,2025-05-31,8992.41,0
7029310,1074255,Savings,Active,2026-06-24,7765.58,0
7029311,1081485,Credit Line,Active,2020-09-03,23361.32,200000
7029312,1011157,Savings,Active,2023-08-04,91230.83,0
7029313,1057017,Wallet,Closed,2020-04-08,3115.52,0
7029314,1085240,Savings,Active,2023-06-24,47510.46,0
7029315,1098504,Savings,Active,2024-07-03,1763.81,0
7029316,1038028,Current,Active,2021-11-23,146762.26,0
7029317,1053379,Wallet,Active,2024-04-27,5607.1,0
7029318,1106528,Credit Line,Active,2020-07-04,5323.44,200000
7029319,1002853,Wallet,Closed,2022-04-13,3267.89,0
7029320,1003580,Current,Active,2019-11-04,3962.19,0
7029321,1012346,Wallet,Active,2024-06-25,9326.96,0
7029322,1060447,Savings,Active,2020-07-19,1995.26,0
7029323,1087418,Wallet,Active,2025-04-01,1958.37,0
7029324,1002996,Savings,Active,2024-01-14,16797.77,0
7029325,1064017,Wallet,Active,2026-06-09,3882.54,0
7029326,1094194,Savings,Active,2024-09-11,15417.28,0
7029327,1081153,Current,Active,2020-01-27,9569.6,0
7029328,1081260,Savings,Closed,2024-11-24,1488.79,0
7029329,1043547,Savings,Active,2022-06-05,29276.03,0
7029330,1010030,Savings,Active,2024-07-30,732.46,0
7029331,1042132,Wallet,Active,2022-02-11,318.9,0
7029332,1094659,Savings,Active,2026-01-26,17628.58,0
7029333,1118224,Wallet,Active,2021-02-13,1216.91,0
7029334,1098738,Wallet,Active,2023-12-20,1321.29,0
7029335,1035653,Current,Active,2023-08-04,61672.06,0
7029336,1017219,Wallet,Active,2019-08-04,3179.91,0
7029337,1033165,Wallet,Closed,2020-03-27,30404.28,0
7029338,1107671,Wallet,Active,2022-03-22,4774.28,0
7029339,1024453,Wallet,Active,2025-07-13,17219.41,0
7029340,1003570,Credit Line,Active,2025-02-15,10849.9,50000
7029341,1055336,Current,Active,2020-03-14,1194.94,0
7029342,1098150,Wallet,Active,2024-07-28,26482.71,0
7029343,1037584,Wallet,Active,2022-08-20,10782.71,0
7029344,1059753,Current,Active,2021-02-22,17406.71,0
7029345,1078450,Wallet,Active,2020-09-08,21966.32,0
7029346,1059951,Wallet,Active,2021-05-18,7567.97,0
7029347,1115681,Wallet,Active,2021-04-19,20816.73,0
7029348,1034485,Wallet,Active,2025-03-01,4873.52,0
7029349,1102749,Wallet,Active,2021-06-12,13705.85,0
7029350,1112068,Savings,Closed,2022-09-05,931.11,0
7029351,1093160,Wallet,Closed,2025-11-09,1846.18,0
7029352,1109781,Wallet,Active,2023-12-09,7799.63,0
7029353,1076498,Current,Active,2022-02-26,11417.6,0
7029354,1084421,Savings,Dormant,2023-07-17,10649.8,0
7029355,1099606,Wallet,Active,2024-09-17,2413.35,0
7029356,1105814,Wallet,Active,2024-06-30,2661.15,0
7029357,1112416,Credit Line,Frozen,2025-11-16,17877.73,25000
7029358,1043618,Wallet,Active,2024-09-26,2476.56,0
7029359,1013873,Wallet,Active,2025-02-15,3792.78,0
7029360,1027098,Wallet,Active,2021-01-13,857.98,0
7029361,1083444,Current,Active,2023-11-28,7062.57,0
7029362,1071814,Savings,Active,2020-07-14,2582.63,0
7029363,1066205,Savings,Active,2020-06-03,2638.19,0
7029364,1066685,Wallet,Active,2021-08-08,3637.75,0
7029365,1033321,Savings,Active,2024-02-20,1112.96,0
7029366,1087607,Current,Active,2021-09-22,3237.69,0
7029367,1117056,Wallet,Active,2022-03-12,17556.48,0
7029368,1044693,Wallet,Active,2022-11-19,6212.15,0
7029369,1061944,Wallet,Active,2025-01-29,10089.95,0
7029370,1051065,Wallet,Dormant,2023-03-28,1991.77,0
7029371,1119984,Current,Active,2024-05-27,14351.96,0
7029372,1068406,Wallet,Active,2019-03-19,7516.9,0
7029373,1103558,Wallet,Active,2025-07-29,5511.37,0
7029374,1028497,Current,Dormant,2020-10-01,12852.93,0
7029375,1046459,Wallet,Active,2019-04-24,5594.71,0
7029376,1090021,Wallet,Active,2023-01-18,2672.81,0
7029377,1095073,Wallet,Active,2021-11-15,16079.78,0
7029378,1060254,Current,Dormant,2024-09-07,27069.73,0
7029379,1101920,Savings,Active,2023-03-29,11982.89,0
7029380,1093825,Wallet,Active,2024-09-27,15014.42,0
7029381,1042539,Wallet,Active,2024-08-24,16743.88,0
7029382,1001232,Current,Closed,2022-06-15,18335.02,0
7029383,1027532,Wallet,Dormant,2020-06-08,20426.78,0
7029384,1042709,Wallet,Active,2021-09-09,1598.02,0
7029385,1016557,Wallet,Active,2022-02-06,3505.06,0
7029386,1020734,Wallet,Active,2023-02-14,2686.62,0
7029387,1090799,Wallet,Dormant,2023-04-15,19162.08,0
7029388,1025862,Wallet,Active,2019-01-17,9173.21,0
7029389,1082008,Wallet,Frozen,2025-03-02,6956.41,0
7029390,1003105,Savings,Dormant,2022-05-26,4012.97,0
7029391,1031037,Current,Active,2019-07-06,16904.71,0
7029392,1102790,Wallet,Closed,2020-01-31,15983.18,0
7029393,1097278,Wallet,Active,2025-04-13,33947.29,0
7029394,1071356,Wallet,Active,2022-12-28,4281.91,0
7029395,1085012,Current,Frozen,2023-12-24,4383.29,0
7029396,1083519,Wallet,Closed,2024-10-14,2769.68,0
7029397,1051306,Wallet,Dormant,2023-07-19,4247.48,0
7029398,1006263,Savings,Active,2022-12-01,57216.03,0
7029399,1021919,Credit Line,Active,2025-04-18,5439.52,100000
7029400,1108430,Current,Active,2021-12-06,5174.07,0
7029401,1108942,Savings,Active,2020-01-30,7477.05,0
7029402,1045715,Wallet,Active,2019-12-22,4420.25,0
7029403,1029985,Wallet,Active,2020-11-15,683.24,0
7029404,1036625,Savings,Active,2026-01-17,11097.59,0
7029405,1077236,Wallet,Active,2023-05-18,1835.29,0
7029406,1063250,Wallet,Active,2020-01-15,4399.66,0
7029407,1060443,Credit Line,Active,2022-08-12,71642.23,25000
7029408,1050202,Wallet,Active,2020-07-31,101001.13,0
7029409,1061641,Wallet,Active,2025-09-26,16300.16,0
7029410,1044555,Credit Line,Active,2019-01-26,13996.82,50000
7029411,1041422,Savings,Active,2024-03-16,3608.87,0
7029412,1018605,Wallet,Active,2024-01-23,23438.48,0
7029413,1099145,Credit Line,Active,2024-06-18,7975.11,200000
7029414,1080879,Wallet,Active,2022-03-16,20591.76,0
7029415,1082758,Wallet,Active,2026-03-24,2400.71,0
7029416,1055387,Wallet,Active,2019-09-05,1745.0,0
7029417,1093393,Wallet,Dormant,2023-12-09,2677.53,0
7029418,1012446,Current,Active,2021-04-05,11353.95,0
7029419,1098128,Current,Active,2019-05-20,24909.89,0
7029420,1064425,Wallet,Active,2025-07-15,2998.23,0
7029421,1099784,Current,Active,2025-02-21,6625.07,0
7029422,1035305,Savings,Dormant,2019-09-05,1308.9,0
7029423,1049491,Wallet,Active,2021-12-25,6109.11,0
7029424,1030187,Current,Closed,2023-04-18,67748.09,0
7029425,1044849,Current,Active,2025-05-11,5046.37,0
7029426,1040367,Wallet,Active,2026-01-12,4988.34,0
7029427,1029897,Savings,Dormant,2023-02-25,3524.97,0
7029428,1086849,Current,Active,2026-03-24,17620.39,0
7029429,1031827,Wallet,Active,2019-06-30,3499.47,0
7029430,1074006,Current,Active,2023-03-18,8037.79,0
7029431,1010422,Credit Line,Active,2022-06-21,28573.27,200000
7029432,1046998,Wallet,Active,2021-04-16,2821.53,0
7029433,1062678,Wallet,Active,2020-02-26,12629.5,0
7029434,1060304,Wallet,Active,2024-10-24,76603.48,0
7029435,1009945,Current,Active,2020-10-27,27547.82,0
7029436,1054525,Current,Active,2020-08-28,2814.38,0
7029437,1030518,Credit Line,Active,2022-07-18,1757.24,25000
7029438,1092139,Wallet,Active,2023-08-06,3715.8,0
7029439,1077285,Savings,Active,2025-10-23,23531.44,0
7029440,1042010,Wallet,Active,2021-09-09,2481.5,0
7029441,1065683,Wallet,Active,2024-02-03,5979.97,0
7029442,1106427,Wallet,Dormant,2024-08-17,3399.78,0
7029443,1088796,Savings,Active,2025-06-14,26757.71,0
7029444,1075978,Wallet,Closed,2025-04-06,824.06,0
7029445,1019261,Wallet,Active,2026-01-03,5032.46,0
7029446,1075464,Savings,Active,2021-11-08,3397.62,0
7029447,1056904,Wallet,Active,2020-07-04,4798.18,0
7029448,1092026,Wallet,Active,2024-04-14,5430.98,0
7029449,1030715,Savings,Active,2021-02-26,14135.77,0
7029450,1050380,Current,Active,2024-09-08,12454.55,0
7029451,1030872,Savings,Active,2021-10-31,9250.22,0
7029452,1049874,Current,Active,2022-12-14,11689.54,0
7029453,1070653,Wallet,Dormant,2019-02-05,22735.01,0
7029454,1040449,Credit Line,Active,2019-12-31,4693.05,200000
7029455,1081469,Savings,Active,2020-12-16,9443.83,0
7029456,1070157,Wallet,Active,2020-10-23,1909.09,0
7029457,1084625,Savings,Active,2021-12-01,2196.64,0
7029458,1014321,Wallet,Closed,2020-08-09,27990.15,0
7029459,1097482,Savings,Active,2026-05-27,2255.9,0
7029460,1061827,Savings,Active,2019-11-23,5257.33,0
7029461,1081022,Savings,Active,2020-02-14,34983.82,0
7029462,1071110,Savings,Active,2019-02-19,6266.15,0
7029463,1068774,Wallet,Active,2019-08-03,4002.81,0
7029464,1041127,Savings,Active,2026-04-25,13110.71,0
7029465,1030716,Current,Active,2022-07-27,7039.33,0
7029466,1027623,Savings,Dormant,2021-06-23,101889.72,0
7029467,1111599,Wallet,Active,2019-06-02,1253.96,0
7029468,1036638,Wallet,Active,2024-09-25,3292.36,0
7029469,1105156,Wallet,Active,2019-12-10,10700.24,0
7029470,1101001,Wallet,Dormant,2019-02-16,4110.05,0
7029471,1084959,Wallet,Active,2026-06-16,6852.81,0
7029472,1103112,Current,Active,2023-11-19,3357.18,0
7029473,1047431,Wallet,Active,2026-02-01,2194.13,0
7029474,1113689,Current,Active,2025-01-19,31931.22,0
7029475,1021010,Savings,Active,2023-08-02,42032.84,0
7029476,1017869,Wallet,Active,2019-04-08,12681.74,0
7029477,1009972,Savings,Closed,2019-01-26,4160.44,0
7029478,1056471,Wallet,Active,2026-01-16,8267.05,0
7029479,1051674,Wallet,Closed,2019-12-25,2889.64,0
7029480,1019834,Wallet,Active,2021-07-03,13162.26,0
7029481,1005077,Credit Line,Active,2024-04-01,51272.18,200000
7029482,1097538,Wallet,Active,2019-11-25,21888.9,0
7029483,1070820,Savings,Active,2020-11-02,27643.42,0
7029484,1060485,Savings,Active,2025-08-31,22227.44,0
7029485,1064465,Wallet,Active,2022-08-04,17906.88,0
7029486,1055633,Savings,Active,2020-09-07,15102.95,0
7029487,1009106,Wallet,Frozen,2022-07-20,5711.41,0
7029488,1022492,Credit Line,Active,2024-07-10,4145.86,100000
7029489,1049323,Wallet,Active,2024-10-01,4101.51,0
7029490,1082578,Current,Frozen,2020-10-06,7049.0,0
7029491,1009674,Wallet,Active,2024-01-24,18407.27,0
7029492,1030759,Wallet,Active,2020-08-07,1901.81,0
7029493,1015329,Wallet,Active,2023-05-11,5684.53,0
7029494,1113441,Savings,Active,2019-10-19,3791.87,0
7029495,1076983,Savings,Frozen,2025-04-10,21561.35,0
7029496,1002917,Credit Line,Closed,2023-12-02,2507.62,200000
7029497,1038096,Wallet,Active,2021-02-08,19449.48,0
7029498,1069715,Current,Active,2024-09-23,4922.12,0
7029499,1066159,Wallet,Active,2024-12-16,23661.86,0
7029500,1112757,Wallet,Active,2024-03-14,12016.82,0
7029501,1052591,Savings,Active,2026-05-01,3933.35,0
7029502,1073217,Current,Active,2019-02-20,5017.25,0
7029503,1032045,Savings,Active,2020-07-28,65903.83,0
7029504,1036724,Wallet,Active,2025-03-09,3401.32,0
7029505,1015329,Wallet,Active,2023-08-06,4591.29,0
7029506,1042609,Savings,Active,2022-04-12,7456.84,0
7029507,1053657,Current,Active,2019-09-30,2703.93,0
7029508,1051648,Current,Active,2022-06-23,63095.48,0
7029509,1088863,Wallet,Active,2021-07-13,4355.71,0
7029510,1096516,Wallet,Active,2022-01-18,3886.43,0
7029511,1026925,Wallet,Active,2025-03-31,4916.77,0
7029512,1010977,Wallet,Active,2024-09-28,842.21,0
7029513,1058858,Credit Line,Active,2025-06-24,11920.53,50000
7029514,1071830,Current,Active,2026-01-31,650.4,0
7029515,1084399,Savings,Active,2022-02-15,56590.14,0
7029516,1040345,Wallet,Active,2019-10-09,15655.63,0
7029517,1031172,Wallet,Active,2025-08-14,10110.3,0
7029518,1081424,Savings,Active,2019-02-23,76181.37,0
7029519,1007706,Savings,Closed,2023-07-23,1228.03,0
7029520,1023209,Wallet,Active,2026-05-25,3301.71,0
7029521,1119682,Wallet,Dormant,2026-02-15,6283.1,0
7029522,1022572,Wallet,Active,2025-11-02,4224.35,0
7029523,1018607,Wallet,Active,2025-12-07,19045.43,0
7029524,1117539,Savings,Active,2025-10-18,14921.39,0
7029525,1022930,Wallet,Active,2020-06-20,32577.63,0
7029526,1100132,Wallet,Active,2021-09-01,1767.83,0
7029527,1071031,Wallet,Active,2020-04-04,615.6,0
7029528,1084558,Savings,Active,2020-11-16,47466.47,0
7029529,1023097,Savings,Active,2023-02-08,2368.38,0
7029530,1087498,Current,Dormant,2021-11-03,23481.62,0
7029531,1037848,Current,Active,2019-05-26,28717.72,0
7029532,1049318,Wallet,Frozen,2020-09-27,13544.27,0
7029533,1050974,Credit Line,Active,2022-06-27,10080.26,50000
7029534,1047217,Wallet,Active,2020-09-05,959.18,0
7029535,1111135,Current,Active,2022-03-03,3414.39,0
7029536,1111255,Wallet,Closed,2025-06-03,122126.87,0
7029537,1082344,Wallet,Active,2025-09-08,8382.83,0
7029538,1016857,Wallet,Active,2026-06-23,814.77,0
7029539,1026290,Wallet,Active,2022-07-06,10201.2,0
7029540,1068988,Credit Line,Active,2026-05-31,22487.75,200000
7029541,1106173,Savings,Active,2025-01-17,1046.73,0
7029542,1114779,Wallet,Active,2021-11-30,2495.76,0
7029543,1075695,Wallet,Active,2020-02-05,115396.41,0
7029544,1076362,Credit Line,Closed,2021-11-26,6773.32,100000
7029545,1080314,Wallet,Active,2022-08-30,5660.84,0
7029546,1106155,Current,Active,2026-01-06,1253.52,0
7029547,1033482,Wallet,Active,2025-01-29,798.31,0
7029548,1067703,Wallet,Active,2019-12-06,3706.49,0
7029549,1047985,Credit Line,Active,2021-12-18,9747.61,25000
7029550,1066323,Savings,Closed,2022-04-27,5653.57,0
7029551,1008606,Savings,Frozen,2023-07-21,14171.79,0
7029552,1092005,Credit Line,Active,2024-09-18,6898.76,200000
7029553,1004883,Wallet,Active,2022-07-24,20425.52,0
7029554,1104811,Wallet,Active,2022-08-23,16929.33,0
7029555,1028583,Current,Active,2019-04-25,5328.34,0
7029556,1068372,Wallet,Active,2026-02-10,6900.67,0
7029557,1047379,Wallet,Active,2026-03-28,10675.31,0
7029558,1088925,Wallet,Active,2022-09-02,35319.02,0
7029559,1094678,Savings,Active,2019-07-13,699.81,0
7029560,1053529,Wallet,Active,2026-02-06,2695.08,0
7029561,1069210,Wallet,Active,2021-04-20,22117.93,0
7029562,1030313,Savings,Active,2021-05-15,17554.03,0
7029563,1093280,Savings,Active,2022-04-01,5449.07,0
7029564,1083618,Wallet,Active,2024-03-30,1685.37,0
7029565,1055583,Current,Active,2020-06-08,20403.19,0
7029566,1031858,Wallet,Closed,2023-06-15,7182.69,0
7029567,1059966,Savings,Active,2020-01-14,8602.66,0
7029568,1066406,Current,Active,2019-01-11,1129.39,0
7029569,1036858,Credit Line,Active,2026-05-23,17791.89,25000
7029570,1088652,Savings,Active,2019-02-26,485.53,0
7029571,1044847,Current,Active,2024-06-11,175.41,0
7029572,1102697,Wallet,Active,2023-08-30,5227.48,0
7029573,1052740,Savings,Active,2024-06-21,29046.57,0
7029574,1049008,Savings,Active,2022-09-17,59942.67,0
7029575,1024516,Current,Active,2022-12-29,10648.54,0
7029576,1017164,Wallet,Active,2025-02-03,6452.97,0
7029577,1072419,Wallet,Active,2021-09-18,9476.07,0
7029578,1042050,Savings,Active,2019-11-21,4868.52,0
7029579,1108716,Wallet,Active,2019-09-26,16781.49,0
7029580,1105220,Savings,Active,2025-12-27,28715.11,0
7029581,1119344,Wallet,Active,2025-04-20,5233.19,0
7029582,1037771,Savings,Active,2026-05-24,2950.95,0
7029583,1075622,Savings,Active,2025-07-11,294.72,0
7029584,1111713,Current,Active,2025-12-20,1902.78,0
7029585,1049043,Savings,Dormant,2026-02-27,5569.07,0
7029586,1009954,Wallet,Active,2025-02-15,15742.56,0
7029587,1043325,Wallet,Active,2022-10-11,3455.52,0
7029588,1103188,Savings,Active,2020-01-05,10533.72,0
7029589,1001266,Wallet,Dormant,2022-01-29,78658.53,0
7029590,1090811,Savings,Active,2022-08-12,3885.59,0
7029591,1049420,Wallet,Active,2020-07-25,4281.19,0
7029592,1083018,Wallet,Dormant,2022-06-14,15226.75,0
7029593,1109246,Credit Line,Active,2020-02-11,10159.52,50000
7029594,1106098,Credit Line,Active,2025-01-12,2201.43,25000
7029595,1071591,Current,Active,2020-05-03,33123.09,0
7029596,1119657,Wallet,Active,2026-04-14,1790.6,0
7029597,1034781,Savings,Active,2025-01-14,11971.62,0
7029598,1100221,Wallet,Active,2021-11-18,7418.48,0
7029599,1002978,Wallet,Active,2020-08-22,3011.14,0
7029600,1117135,Savings,Active,2023-12-25,8417.44,0
7029601,1043437,Credit Line,Active,2024-01-11,4362.47,100000
7029602,1050891,Savings,Active,2021-08-02,1751.2,0
7029603,1104858,Wallet,Active,2023-10-23,6282.82,0
7029604,1020855,Savings,Active,2023-03-13,7925.41,0
7029605,1031590,Wallet,Closed,2020-04-29,85008.56,0
7029606,1009478,Current,Active,2022-08-09,7412.59,0
7029607,1075397,Savings,Active,2026-05-19,5490.16,0
7029608,1002854,Wallet,Active,2020-08-10,16643.8,0
7029609,1001578,Credit Line,Active,2024-02-17,7993.92,200000
7029610,1047448,Wallet,Dormant,2023-06-24,39242.02,0
7029611,1037688,Wallet,Active,2021-01-11,1847.62,0
7029612,1111899,Wallet,Active,2023-01-28,22852.73,0
7029613,1002940,Credit Line,Active,2022-03-09,7810.99,200000
7029614,1041038,Wallet,Active,2026-02-26,1499.61,0
7029615,1091386,Wallet,Active,2021-06-09,22182.95,0
7029616,1038946,Savings,Active,2021-04-11,16624.63,0
7029617,1020004,Wallet,Active,2022-10-04,12375.98,0
7029618,1041059,Current,Active,2020-04-27,5538.59,0
7029619,1004398,Wallet,Active,2026-06-21,2254.55,0
7029620,1056085,Wallet,Dormant,2019-10-01,3623.31,0
7029621,1103662,Savings,Active,2020-10-06,23030.28,0
7029622,1043941,Wallet,Active,2020-07-21,2226.54,0
7029623,1045679,Wallet,Active,2024-12-12,1323.11,0
7029624,1055598,Savings,Active,2019-11-05,4406.96,0
7029625,1116662,Wallet,Active,2022-09-09,109222.95,0
7029626,1092209,Credit Line,Closed,2023-04-23,5662.52,100000
7029627,1007143,Savings,Active,2022-03-22,2317.76,0
7029628,1016168,Savings,Active,2019-07-03,1154.33,0
7029629,1103326,Wallet,Active,2025-04-21,14013.17,0
7029630,1060155,Wallet,Closed,2023-04-18,14316.69,0
7029631,1076207,Current,Active,2021-07-29,26178.46,0
7029632,1077265,Savings,Active,2020-12-07,665.97,0
7029633,1038028,Wallet,Closed,2025-08-04,8169.76,0
7029634,1023859,Savings,Active,2024-04-26,51375.91,0
7029635,1064035,Credit Line,Active,2023-09-30,1388.51,50000
7029636,1094868,Wallet,Dormant,2025-08-11,2802.52,0
7029637,1064633,Wallet,Dormant,2022-03-16,2274.72,0
7029638,1023128,Credit Line,Closed,2024-12-13,17154.53,50000
