merchant_id,merchant_name,merchant_category,merchant_city,merchant_state,merchant_tier,onboarding_date,risk_rating,settlement_cycle
509690,Merchant_509690,Food Delivery,Pune,Maharashtra,SMB,2024-12-15,Low,T+2
509691,Merchant_509691,Electronics,Surat,Gujarat,SMB,2024-07-12,Low,T+1
509692,Merchant_509692,Travel,Indore,Madhya Pradesh,SMB,2023-09-18,Low,T+1
509693,Merchant_509693,Telecom,Mumbai,Maharashtra,Mid-Market,2024-01-20,Medium,T+1
509694,Merchant_509694,Fuel,Kolkata,West Bengal,SMB,2021-11-02,Low,T+2
509695,Merchant_509695,Healthcare,Vadodara,Gujarat,Enterprise,2024-04-30,High,T+3
509696,Merchant_509696,Restaurants,Chandigarh,Chandigarh,SMB,2023-05-06,Medium,T+2
509697,Merchant_509697,Entertainment,Surat,Gujarat,SMB,2020-02-23,Low,T+1
509698,Merchant_509698,Electronics,Vadodara,Gujarat,SMB,2025-06-27,Low,T+1
509699,Merchant_509699,Pharmacy,Hyderabad,Telangana,Mid-Market,2021-08-31,Medium,T+3
509700,Merchant_509700,E-commerce,Chandigarh,Chandigarh,SMB,2021-03-09,Medium,T+1
509701,Merchant_509701,Fashion,Indore,Madhya Pradesh,Mid-Market,2023-01-10,Low,T+2
509702,Merchant_509702,Restaurants,Chennai,Tamil Nadu,SMB,2019-01-05,Low,T+1
509703,Merchant_509703,E-commerce,Hyderabad,Telangana,Mid-Market,2025-10-17,Low,T+2
509704,Merchant_509704,Fashion,Indore,Madhya Pradesh,SMB,2019-07-16,Low,T+3
509705,Merchant_509705,Pharmacy,Delhi,Delhi,SMB,2019-12-27,Medium,T+1
509706,Merchant_509706,Utilities,Vadodara,Gujarat,SMB,2024-02-28,Low,T+2
509707,Merchant_509707,Pharmacy,Nagpur,Maharashtra,Enterprise,2025-08-23,Low,T+1
509708,Merchant_509708,Fashion,Bengaluru,Karnataka,Mid-Market,2021-02-24,Low,T+1
509709,Merchant_509709,Grocery,Delhi,Delhi,Mid-Market,2020-01-08,Medium,T+1
509710,Merchant_509710,Fuel,Kochi,Kerala,Mid-Market,2020-01-15,Low,T+1
509711,Merchant_509711,Utilities,Nagpur,Maharashtra,SMB,2020-12-24,Low,T+1
509712,Merchant_509712,Restaurants,Nagpur,Maharashtra,Enterprise,2025-03-02,Low,T+1
509713,Merchant_509713,Fashion,Chennai,Tamil Nadu,SMB,2019-01-18,Medium,T+1
509714,Merchant_509714,Fashion,Visakhapatnam,Andhra Pradesh,SMB,2023-05-22,Low,T+1
509715,Merchant_509715,E-commerce,Pune,Maharashtra,Enterprise,2025-08-10,Low,T+2
509716,Merchant_509716,Fashion,Coimbatore,Tamil Nadu,SMB,2024-07-19,Low,T+2
509717,Merchant_509717,Utilities,Vadodara,Gujarat,SMB,2019-03-25,Medium,T+2
509718,Merchant_509718,Education,Kolkata,West Bengal,SMB,2021-03-07,Low,T+1
509719,Merchant_509719,Fuel,Kolkata,West Bengal,SMB,2024-04-13,Medium,T+3
509720,Merchant_509720,Entertainment,Pune,Maharashtra,SMB,2022-10-22,Medium,T+1
509721,Merchant_509721,Entertainment,Kolkata,West Bengal,SMB,2019-03-01,Low,T+2
509722,Merchant_509722,Government,Ahmedabad,Gujarat,SMB,2024-11-09,Medium,T+1
509723,Merchant_509723,Fuel,Lucknow,Uttar Pradesh,SMB,2023-10-26,Medium,T+2
509724,Merchant_509724,Travel,Nagpur,Maharashtra,Mid-Market,2023-03-19,Low,T+1
509725,Merchant_509725,Fashion,Ahmedabad,Gujarat,SMB,2025-05-14,Medium,T+2
509726,Merchant_509726,Electronics,Kochi,Kerala,SMB,2019-07-26,Medium,T+2
509727,Merchant_509727,Utilities,Coimbatore,Tamil Nadu,SMB,2024-04-21,Medium,T+1
509728,Merchant_509728,E-commerce,Nagpur,Maharashtra,SMB,2025-11-29,Low,T+1
509729,Merchant_509729,Restaurants,Nagpur,Maharashtra,Mid-Market,2026-06-08,Low,T+3
509730,Merchant_509730,Education,Nagpur,Maharashtra,Mid-Market,2023-01-09,Low,T+1
509731,Merchant_509731,Education,Pune,Maharashtra,Mid-Market,2021-07-11,Low,T+1
509732,Merchant_509732,E-commerce,Kolkata,West Bengal,Enterprise,2026-04-03,Low,T+3
509733,Merchant_509733,Government,Delhi,Delhi,SMB,2020-08-04,Low,T+1
509734,Merchant_509734,Telecom,Surat,Gujarat,Mid-Market,2025-07-10,Low,T+2
509735,Merchant_509735,Government,Vadodara,Gujarat,SMB,2023-11-18,Low,T+1
509736,Merchant_509736,Insurance,Chandigarh,Chandigarh,SMB,2019-08-10,Low,T+2
509737,Merchant_509737,Insurance,Chennai,Tamil Nadu,SMB,2021-03-07,Low,T+1
509738,Merchant_509738,Government,Chennai,Tamil Nadu,Enterprise,2021-06-12,Low,T+2
509739,Merchant_509739,Government,Pune,Maharashtra,SMB,2022-12-16,Low,T+2
509740,Merchant_509740,Education,Bhopal,Madhya Pradesh,SMB,2026-03-13,Medium,T+2
509741,Merchant_509741,Entertainment,Lucknow,Uttar Pradesh,Mid-Market,2025-04-20,Low,T+1
509742,Merchant_509742,Pharmacy,Delhi,Delhi,SMB,2020-08-29,Medium,T+1
509743,Merchant_509743,Insurance,Pune,Maharashtra,Enterprise,2022-05-30,Low,T+2
509744,Merchant_509744,Entertainment,Indore,Madhya Pradesh,Mid-Market,2020-04-09,Low,T+1
509745,Merchant_509745,E-commerce,Bhopal,Madhya Pradesh,SMB,2022-04-16,Medium,T+1
509746,Merchant_509746,Utilities,Surat,Gujarat,SMB,2023-12-31,Low,T+1
509747,Merchant_509747,Fuel,Nashik,Maharashtra,SMB,2023-04-06,Low,T+1
509748,Merchant_509748,Grocery,Surat,Gujarat,SMB,2021-05-02,Low,T+2
509749,Merchant_509749,Fuel,Surat,Gujarat,Mid-Market,2021-01-15,Low,T+2
509750,Merchant_509750,Restaurants,Bengaluru,Karnataka,SMB,2023-11-13,Medium,T+2
509751,Merchant_509751,Entertainment,Surat,Gujarat,Enterprise,2023-10-12,Low,T+1
509752,Merchant_509752,Pharmacy,Nagpur,Maharashtra,Mid-Market,2021-09-06,Low,T+3
509753,Merchant_509753,Entertainment,Ahmedabad,Gujarat,SMB,2024-12-24,Medium,T+3
509754,Merchant_509754,Grocery,Pune,Maharashtra,Mid-Market,2021-05-14,Low,T+2
509755,Merchant_509755,Electronics,Nashik,Maharashtra,SMB,2025-04-24,Low,T+2
509756,Merchant_509756,Food Delivery,Nagpur,Maharashtra,Enterprise,2026-03-12,High,T+1
509757,Merchant_509757,Entertainment,Kochi,Kerala,SMB,2019-05-02,High,T+1
509758,Merchant_509758,Fuel,Pune,Maharashtra,SMB,2020-06-04,Medium,T+2
509759,Merchant_509759,Education,Nashik,Maharashtra,Mid-Market,2024-10-26,Low,T+2
509760,Merchant_509760,Travel,Chennai,Tamil Nadu,SMB,2023-06-15,Low,T+1
509761,Merchant_509761,E-commerce,Ahmedabad,Gujarat,Mid-Market,2019-06-07,High,T+1
509762,Merchant_509762,Travel,Ahmedabad,Gujarat,SMB,2024-10-06,Low,T+1
509763,Merchant_509763,Healthcare,Visakhapatnam,Andhra Pradesh,SMB,2023-04-27,Medium,T+1
509764,Merchant_509764,Restaurants,Mumbai,Maharashtra,SMB,2019-04-18,Low,T+1
509765,Merchant_509765,Insurance,Vadodara,Gujarat,SMB,2024-07-08,Low,T+1
509766,Merchant_509766,Fashion,Nashik,Maharashtra,Mid-Market,2020-02-26,Low,T+1
509767,Merchant_509767,Grocery,Pune,Maharashtra,Mid-Market,2025-03-20,Medium,T+2
509768,Merchant_509768,E-commerce,Bhopal,Madhya Pradesh,SMB,2026-06-11,Low,T+2
509769,Merchant_509769,Fuel,Visakhapatnam,Andhra Pradesh,SMB,2021-03-07,Low,T+1
509770,Merchant_509770,Pharmacy,Indore,Madhya Pradesh,SMB,2022-11-25,Low,T+1
509771,Merchant_509771,Insurance,Hyderabad,Telangana,SMB,2024-10-23,Low,T+1
509772,Merchant_509772,Education,Nashik,Maharashtra,SMB,2021-08-23,Medium,T+1
509773,Merchant_509773,Government,Lucknow,Uttar Pradesh,SMB,2020-07-19,Low,T+1
509774,Merchant_509774,Telecom,Chennai,Tamil Nadu,SMB,2026-02-01,High,T+2
509775,Merchant_509775,Telecom,Vadodara,Gujarat,SMB,2021-05-06,Low,T+1
509776,Merchant_509776,Utilities,Delhi,Delhi,Mid-Market,2023-07-21,Low,T+1
509777,Merchant_509777,Government,Nagpur,Maharashtra,SMB,2024-08-24,Low,T+2
509778,Merchant_509778,Electronics,Pune,Maharashtra,SMB,2022-12-22,Medium,T+2
509779,Merchant_509779,Travel,Delhi,Delhi,SMB,2023-03-27,Medium,T+2
509780,Merchant_509780,Fashion,Indore,Madhya Pradesh,SMB,2025-06-23,Low,T+2
509781,Merchant_509781,Grocery,Hyderabad,Telangana,SMB,2024-03-11,Low,T+2
509782,Merchant_509782,Fuel,Kochi,Kerala,SMB,2022-04-16,Low,T+1
509783,Merchant_509783,E-commerce,Kolkata,West Bengal,SMB,2019-12-21,Low,T+2
509784,Merchant_509784,Fashion,Hyderabad,Telangana,Mid-Market,2026-02-14,Low,T+1
509785,Merchant_509785,Restaurants,Hyderabad,Telangana,SMB,2021-01-15,Low,T+1
509786,Merchant_509786,Healthcare,Hyderabad,Telangana,Enterprise,2026-06-06,Medium,T+2
509787,Merchant_509787,E-commerce,Nashik,Maharashtra,SMB,2024-02-18,Medium,T+1
509788,Merchant_509788,Utilities,Chandigarh,Chandigarh,SMB,2025-03-14,Low,T+1
509789,Merchant_509789,Education,Bengaluru,Karnataka,SMB,2026-02-11,Low,T+1
509790,Merchant_509790,Grocery,Indore,Madhya Pradesh,SMB,2025-09-12,Low,T+1
509791,Merchant_509791,Utilities,Pune,Maharashtra,SMB,2024-10-12,Low,T+1
509792,Merchant_509792,Grocery,Delhi,Delhi,SMB,2025-03-11,Low,T+1
509793,Merchant_509793,Food Delivery,Visakhapatnam,Andhra Pradesh,SMB,2019-04-18,Low,T+3
509794,Merchant_509794,Fashion,Pune,Maharashtra,SMB,2021-09-08,Low,T+1
509795,Merchant_509795,Electronics,Bhopal,Madhya Pradesh,Mid-Market,2023-01-27,Medium,T+2
509796,Merchant_509796,Healthcare,Hyderabad,Telangana,SMB,2021-04-13,Low,T+1
509797,Merchant_509797,Entertainment,Vadodara,Gujarat,Enterprise,2026-05-01,Medium,T+2
509798,Merchant_509798,Insurance,Nagpur,Maharashtra,Mid-Market,2024-10-19,Low,T+1
509799,Merchant_509799,Insurance,Chandigarh,Chandigarh,SMB,2026-06-30,Medium,T+1
509800,Merchant_509800,E-commerce,Vadodara,Gujarat,Enterprise,2023-01-26,Low,T+3
509801,Merchant_509801,Travel,Visakhapatnam,Andhra Pradesh,SMB,2021-12-16,Low,T+2
509802,Merchant_509802,Restaurants,Chandigarh,Chandigarh,SMB,2022-09-02,High,T+2
509803,Merchant_509803,E-commerce,Chandigarh,Chandigarh,SMB,2024-08-25,Low,T+2
509804,Merchant_509804,Utilities,Bengaluru,Karnataka,SMB,2021-05-05,Low,T+1
509805,Merchant_509805,Entertainment,Indore,Madhya Pradesh,SMB,2020-07-08,Low,T+1
509806,Merchant_509806,Government,Coimbatore,Tamil Nadu,SMB,2022-03-04,Low,T+1
509807,Merchant_509807,E-commerce,Kolkata,West Bengal,SMB,2023-08-10,Medium,T+1
509808,Merchant_509808,Healthcare,Surat,Gujarat,SMB,2020-03-10,High,T+1
509809,Merchant_509809,Fashion,Vadodara,Gujarat,Enterprise,2025-12-28,Low,T+2
509810,Merchant_509810,Utilities,Kochi,Kerala,SMB,2021-10-18,Medium,T+1
509811,Merchant_509811,Government,Delhi,Delhi,Mid-Market,2022-05-28,Low,T+1
509812,Merchant_509812,Insurance,Jaipur,Rajasthan,Mid-Market,2022-06-30,Low,T+2
509813,Merchant_509813,Electronics,Hyderabad,Telangana,SMB,2024-02-19,Low,T+1
509814,Merchant_509814,Utilities,Ahmedabad,Gujarat,SMB,2019-01-31,Medium,T+3
509815,Merchant_509815,Government,Visakhapatnam,Andhra Pradesh,SMB,2021-01-04,Low,T+2
509816,Merchant_509816,Pharmacy,Kochi,Kerala,SMB,2021-12-20,Low,T+2
509817,Merchant_509817,Fashion,Kolkata,West Bengal,SMB,2021-07-01,Low,T+2
509818,Merchant_509818,Pharmacy,Indore,Madhya Pradesh,Mid-Market,2021-08-20,Low,T+1
509819,Merchant_509819,E-commerce,Mumbai,Maharashtra,SMB,2020-02-06,Low,T+1
509820,Merchant_509820,Restaurants,Mumbai,Maharashtra,Enterprise,2024-04-01,Medium,T+2
509821,Merchant_509821,Insurance,Bhopal,Madhya Pradesh,SMB,2024-01-04,Low,T+1
509822,Merchant_509822,Utilities,Jaipur,Rajasthan,SMB,2025-12-07,Medium,T+2
509823,Merchant_509823,Education,Delhi,Delhi,SMB,2024-10-16,Low,T+1
509824,Merchant_509824,Electronics,Nagpur,Maharashtra,SMB,2020-04-18,Low,T+1
509825,Merchant_509825,Fuel,Chennai,Tamil Nadu,SMB,2024-04-13,Low,T+2
509826,Merchant_509826,Entertainment,Kochi,Kerala,Mid-Market,2019-02-18,Low,T+2
509827,Merchant_509827,Fuel,Pune,Maharashtra,SMB,2023-04-23,Medium,T+1
509828,Merchant_509828,Healthcare,Lucknow,Uttar Pradesh,SMB,2025-11-19,Low,T+1
509829,Merchant_509829,Telecom,Mumbai,Maharashtra,SMB,2023-11-07,Low,T+1
509830,Merchant_509830,Entertainment,Ahmedabad,Gujarat,SMB,2025-10-02,Low,T+2
509831,Merchant_509831,Electronics,Coimbatore,Tamil Nadu,SMB,2020-07-05,Low,T+1
509832,Merchant_509832,E-commerce,Nashik,Maharashtra,SMB,2022-05-15,Low,T+1
509833,Merchant_509833,Government,Nashik,Maharashtra,SMB,2024-02-27,Low,T+2
509834,Merchant_509834,Government,Chandigarh,Chandigarh,Mid-Market,2026-01-23,Medium,T+1
509835,Merchant_509835,E-commerce,Coimbatore,Tamil Nadu,SMB,2021-05-31,Low,T+2
509836,Merchant_509836,Electronics,Nashik,Maharashtra,Mid-Market,2024-02-04,Low,T+1
509837,Merchant_509837,Pharmacy,Pune,Maharashtra,SMB,2020-03-31,Low,T+1
509838,Merchant_509838,Pharmacy,Chandigarh,Chandigarh,SMB,2019-06-10,Low,T+1
509839,Merchant_509839,Education,Surat,Gujarat,SMB,2024-10-14,Low,T+2
509840,Merchant_509840,Healthcare,Nashik,Maharashtra,SMB,2024-12-17,Low,T+1
509841,Merchant_509841,Restaurants,Pune,Maharashtra,Mid-Market,2022-02-20,Low,T+1
509842,Merchant_509842,Utilities,Bhopal,Madhya Pradesh,SMB,2025-03-06,Low,T+1
509843,Merchant_509843,Fuel,Mumbai,Maharashtra,Enterprise,2023-02-12,Medium,T+2
509844,Merchant_509844,Electronics,Hyderabad,Telangana,SMB,2023-02-28,Medium,T+1
509845,Merchant_509845,Travel,Bhopal,Madhya Pradesh,SMB,2022-02-28,Low,T+2
509846,Merchant_509846,Healthcare,Pune,Maharashtra,SMB,2021-08-17,Low,T+1
509847,Merchant_509847,Fuel,Ahmedabad,Gujarat,Mid-Market,2025-01-12,Low,T+1
509848,Merchant_509848,Government,Indore,Madhya Pradesh,Mid-Market,2020-11-21,Low,T+3
509849,Merchant_509849,Insurance,Ahmedabad,Gujarat,SMB,2023-12-23,High,T+1
509850,Merchant_509850,Electronics,Coimbatore,Tamil Nadu,SMB,2024-08-16,Low,T+1
509851,Merchant_509851,Entertainment,Indore,Madhya Pradesh,SMB,2022-06-12,Low,T+1
509852,Merchant_509852,Fashion,Delhi,Delhi,SMB,2024-02-09,Low,T+1
509853,Merchant_509853,Travel,Surat,Gujarat,Mid-Market,2024-11-10,Low,T+1
509854,Merchant_509854,Government,Surat,Gujarat,SMB,2021-05-05,Medium,T+1
509855,Merchant_509855,Food Delivery,Surat,Gujarat,Mid-Market,2025-02-26,High,T+1
509856,Merchant_509856,Telecom,Chennai,Tamil Nadu,SMB,2019-05-26,Low,T+2
509857,Merchant_509857,Entertainment,Kolkata,West Bengal,SMB,2023-08-23,Low,T+2
509858,Merchant_509858,Healthcare,Kolkata,West Bengal,SMB,2020-08-12,Low,T+1
509859,Merchant_509859,Entertainment,Bengaluru,Karnataka,SMB,2025-10-08,Medium,T+3
509860,Merchant_509860,Utilities,Mumbai,Maharashtra,Enterprise,2024-12-10,Medium,T+2
509861,Merchant_509861,Grocery,Bengaluru,Karnataka,SMB,2021-06-25,Low,T+2
509862,Merchant_509862,Education,Kochi,Kerala,SMB,2022-02-18,High,T+2
509863,Merchant_509863,Education,Kochi,Kerala,SMB,2022-09-12,Medium,T+1
509864,Merchant_509864,Utilities,Delhi,Delhi,SMB,2020-07-02,Low,T+1
509865,Merchant_509865,Food Delivery,Coimbatore,Tamil Nadu,Mid-Market,2022-04-10,Medium,T+2
509866,Merchant_509866,Education,Visakhapatnam,Andhra Pradesh,SMB,2026-03-23,Low,T+1
509867,Merchant_509867,Grocery,Kochi,Kerala,SMB,2023-08-25,Low,T+1
509868,Merchant_509868,E-commerce,Pune,Maharashtra,Enterprise,2026-05-18,Low,T+3
509869,Merchant_509869,E-commerce,Vadodara,Gujarat,SMB,2022-06-27,Low,T+2
509870,Merchant_509870,Travel,Ahmedabad,Gujarat,SMB,2025-11-06,Medium,T+1
509871,Merchant_509871,Fuel,Nagpur,Maharashtra,SMB,2025-12-23,Low,T+1
509872,Merchant_509872,Travel,Pune,Maharashtra,Mid-Market,2021-05-08,Medium,T+2
509873,Merchant_509873,Travel,Visakhapatnam,Andhra Pradesh,SMB,2022-10-21,Low,T+3
509874,Merchant_509874,Food Delivery,Chennai,Tamil Nadu,SMB,2023-11-17,Low,T+2
509875,Merchant_509875,Utilities,Vadodara,Gujarat,SMB,2023-05-19,Medium,T+2
509876,Merchant_509876,Government,Vadodara,Gujarat,SMB,2021-10-17,High,T+1
509877,Merchant_509877,Entertainment,Vadodara,Gujarat,SMB,2024-06-13,Low,T+3
509878,Merchant_509878,Government,Hyderabad,Telangana,SMB,2024-03-23,Low,T+1
509879,Merchant_509879,Utilities,Hyderabad,Telangana,SMB,2025-01-29,Medium,T+3
509880,Merchant_509880,Pharmacy,Jaipur,Rajasthan,SMB,2022-10-12,Low,T+3
509881,Merchant_509881,Education,Pune,Maharashtra,SMB,2019-09-19,Low,T+1
509882,Merchant_509882,Electronics,Indore,Madhya Pradesh,SMB,2024-12-17,Low,T+1
509883,Merchant_509883,Entertainment,Mumbai,Maharashtra,SMB,2023-12-07,Low,T+1
509884,Merchant_509884,Food Delivery,Indore,Madhya Pradesh,Enterprise,2025-04-12,Low,T+1
509885,Merchant_509885,Electronics,Bhopal,Madhya Pradesh,SMB,2019-09-14,Low,T+1
509886,Merchant_509886,Travel,Nashik,Maharashtra,SMB,2024-06-30,Low,T+2
509887,Merchant_509887,Restaurants,Mumbai,Maharashtra,Mid-Market,2025-10-24,Low,T+1
509888,Merchant_509888,Grocery,Ahmedabad,Gujarat,SMB,2024-12-01,Low,T+1
509889,Merchant_509889,E-commerce,Hyderabad,Telangana,SMB,2022-09-05,Low,T+3
509890,Merchant_509890,Education,Lucknow,Uttar Pradesh,SMB,2020-06-14,Low,T+2
509891,Merchant_509891,Food Delivery,Bengaluru,Karnataka,Enterprise,2024-12-11,Low,T+2
509892,Merchant_509892,Food Delivery,Kochi,Kerala,SMB,2023-05-25,Medium,T+1
509893,Merchant_509893,Telecom,Kolkata,West Bengal,SMB,2019-06-06,Low,T+1
509894,Merchant_509894,Grocery,Bhopal,Madhya Pradesh,SMB,2025-07-19,Low,T+3
509895,Merchant_509895,Pharmacy,Chandigarh,Chandigarh,SMB,2024-07-21,Low,T+1
509896,Merchant_509896,Travel,Visakhapatnam,Andhra Pradesh,Mid-Market,2025-07-26,Low,T+1
509897,Merchant_509897,Healthcare,Bhopal,Madhya Pradesh,Mid-Market,2024-08-14,Medium,T+1
509898,Merchant_509898,Healthcare,Jaipur,Rajasthan,SMB,2026-02-18,Medium,T+2
509899,Merchant_509899,Travel,Nagpur,Maharashtra,SMB,2023-03-12,Medium,T+2
509900,Merchant_509900,Telecom,Indore,Madhya Pradesh,SMB,2022-12-08,Low,T+1
509901,Merchant_509901,Government,Ahmedabad,Gujarat,SMB,2024-04-14,Low,T+3
509902,Merchant_509902,Fashion,Mumbai,Maharashtra,SMB,2024-12-08,Low,T+2
509903,Merchant_509903,Grocery,Kolkata,West Bengal,Mid-Market,2024-06-17,Low,T+1
509904,Merchant_509904,Electronics,Delhi,Delhi,Mid-Market,2025-12-19,Low,T+1
509905,Merchant_509905,Government,Visakhapatnam,Andhra Pradesh,SMB,2026-03-03,Low,T+1
509906,Merchant_509906,Government,Chandigarh,Chandigarh,SMB,2024-04-22,High,T+1
509907,Merchant_509907,Food Delivery,Bhopal,Madhya Pradesh,SMB,2022-09-29,Low,T+3
509908,Merchant_509908,Utilities,Vadodara,Gujarat,Mid-Market,2022-02-28,Low,T+2
509909,Merchant_509909,Telecom,Indore,Madhya Pradesh,Mid-Market,2019-12-05,Low,T+2
509910,Merchant_509910,Fashion,Bengaluru,Karnataka,SMB,2020-05-24,High,T+1
509911,Merchant_509911,Fuel,Pune,Maharashtra,SMB,2024-01-04,Low,T+1
509912,Merchant_509912,Fashion,Nashik,Maharashtra,SMB,2022-05-24,Low,T+2
509913,Merchant_509913,Education,Kochi,Kerala,SMB,2019-02-15,Low,T+1
509914,Merchant_509914,Insurance,Bhopal,Madhya Pradesh,SMB,2026-06-10,Low,T+2
509915,Merchant_509915,Utilities,Hyderabad,Telangana,SMB,2021-07-15,Low,T+1
509916,Merchant_509916,Telecom,Chandigarh,Chandigarh,SMB,2022-06-20,Medium,T+1
509917,Merchant_509917,Food Delivery,Hyderabad,Telangana,SMB,2020-08-29,Low,T+1
509918,Merchant_509918,Fashion,Lucknow,Uttar Pradesh,SMB,2020-01-15,Low,T+2
509919,Merchant_509919,Healthcare,Chandigarh,Chandigarh,SMB,2022-08-09,Medium,T+1
509920,Merchant_509920,Telecom,Bhopal,Madhya Pradesh,SMB,2023-03-02,Medium,T+1
509921,Merchant_509921,Food Delivery,Hyderabad,Telangana,Mid-Market,2020-07-07,Low,T+2
509922,Merchant_509922,E-commerce,Mumbai,Maharashtra,SMB,2022-08-28,Low,T+1
509923,Merchant_509923,Electronics,Nagpur,Maharashtra,Mid-Market,2021-09-20,Low,T+1
509924,Merchant_509924,Healthcare,Kochi,Kerala,Mid-Market,2025-05-10,Medium,T+2
509925,Merchant_509925,Travel,Mumbai,Maharashtra,Enterprise,2021-06-08,Low,T+1
509926,Merchant_509926,Government,Delhi,Delhi,SMB,2023-05-03,Low,T+1
509927,Merchant_509927,Entertainment,Lucknow,Uttar Pradesh,Mid-Market,2025-08-14,Low,T+1
509928,Merchant_509928,Travel,Visakhapatnam,Andhra Pradesh,SMB,2023-10-25,Low,T+2
509929,Merchant_509929,Food Delivery,Ahmedabad,Gujarat,SMB,2020-08-09,Low,T+1
509930,Merchant_509930,Fuel,Chandigarh,Chandigarh,SMB,2020-05-11,Medium,T+1
509931,Merchant_509931,Telecom,Bhopal,Madhya Pradesh,Mid-Market,2023-10-24,Low,T+1
509932,Merchant_509932,Utilities,Surat,Gujarat,SMB,2023-07-16,Low,T+1
509933,Merchant_509933,Insurance,Lucknow,Uttar Pradesh,SMB,2022-09-25,Low,T+3
509934,Merchant_509934,Electronics,Visakhapatnam,Andhra Pradesh,SMB,2021-04-13,Low,T+2
509935,Merchant_509935,Insurance,Surat,Gujarat,Mid-Market,2020-07-10,Low,T+2
509936,Merchant_509936,Fuel,Surat,Gujarat,Mid-Market,2024-06-06,Low,T+2
509937,Merchant_509937,Entertainment,Surat,Gujarat,SMB,2025-12-29,Medium,T+1
509938,Merchant_509938,Government,Ahmedabad,Gujarat,SMB,2023-11-03,Low,T+1
509939,Merchant_509939,Restaurants,Kolkata,West Bengal,SMB,2022-02-22,Medium,T+1
509940,Merchant_509940,Telecom,Mumbai,Maharashtra,Mid-Market,2020-08-28,Low,T+3
509941,Merchant_509941,Utilities,Kolkata,West Bengal,Enterprise,2021-08-14,Low,T+1
509942,Merchant_509942,Electronics,Coimbatore,Tamil Nadu,SMB,2022-05-14,Low,T+1
509943,Merchant_509943,Restaurants,Chandigarh,Chandigarh,SMB,2019-03-17,Low,T+1
509944,Merchant_509944,Food Delivery,Vadodara,Gujarat,SMB,2026-03-20,Low,T+3
509945,Merchant_509945,Electronics,Vadodara,Gujarat,SMB,2024-01-22,Low,T+1
509946,Merchant_509946,Utilities,Ahmedabad,Gujarat,SMB,2019-05-16,Medium,T+1
509947,Merchant_509947,Food Delivery,Hyderabad,Telangana,SMB,2024-04-13,Low,T+2
509948,Merchant_509948,Insurance,Kochi,Kerala,Mid-Market,2023-12-03,Medium,T+1
509949,Merchant_509949,Utilities,Coimbatore,Tamil Nadu,SMB,2024-09-07,Low,T+2
509950,Merchant_509950,Insurance,Vadodara,Gujarat,Mid-Market,2024-05-09,Low,T+1
509951,Merchant_509951,Pharmacy,Coimbatore,Tamil Nadu,SMB,2025-08-30,Low,T+3
509952,Merchant_509952,Fuel,Hyderabad,Telangana,Mid-Market,2024-06-22,Low,T+2
509953,Merchant_509953,Travel,Bengaluru,Karnataka,SMB,2024-09-05,Low,T+1
509954,Merchant_509954,Government,Delhi,Delhi,SMB,2024-07-07,Low,T+1
509955,Merchant_509955,Education,Visakhapatnam,Andhra Pradesh,SMB,2019-05-03,Medium,T+1
509956,Merchant_509956,Healthcare,Nashik,Maharashtra,SMB,2019-03-24,Low,T+2
509957,Merchant_509957,Education,Coimbatore,Tamil Nadu,SMB,2025-11-14,Low,T+1
509958,Merchant_509958,Pharmacy,Chandigarh,Chandigarh,SMB,2025-11-20,Medium,T+1
509959,Merchant_509959,Government,Vadodara,Gujarat,SMB,2022-10-18,Medium,T+2
509960,Merchant_509960,Fuel,Pune,Maharashtra,SMB,2023-11-14,Low,T+2
509961,Merchant_509961,Telecom,Chennai,Tamil Nadu,SMB,2019-08-02,Low,T+3
509962,Merchant_509962,Food Delivery,Bengaluru,Karnataka,SMB,2026-01-07,Low,T+1
509963,Merchant_509963,Fashion,Lucknow,Uttar Pradesh,Mid-Market,2025-08-09,Low,T+1
509964,Merchant_509964,Entertainment,Coimbatore,Tamil Nadu,SMB,2023-01-13,Low,T+2
509965,Merchant_509965,Utilities,Surat,Gujarat,SMB,2022-08-09,Medium,T+2
509966,Merchant_509966,Restaurants,Mumbai,Maharashtra,SMB,2021-10-08,Medium,T+2
509967,Merchant_509967,Travel,Mumbai,Maharashtra,SMB,2026-04-23,High,T+1
509968,Merchant_509968,Education,Vadodara,Gujarat,SMB,2023-12-30,Medium,T+1
509969,Merchant_509969,Insurance,Chennai,Tamil Nadu,SMB,2026-04-14,Medium,T+2
509970,Merchant_509970,Fuel,Visakhapatnam,Andhra Pradesh,SMB,2021-06-06,Low,T+1
509971,Merchant_509971,Travel,Coimbatore,Tamil Nadu,SMB,2022-01-25,Medium,T+1
509972,Merchant_509972,Fuel,Vadodara,Gujarat,SMB,2025-03-27,Medium,T+1
509973,Merchant_509973,Fuel,Lucknow,Uttar Pradesh,SMB,2024-01-30,High,T+1
509974,Merchant_509974,Telecom,Chandigarh,Chandigarh,SMB,2022-09-15,Low,T+1
509975,Merchant_509975,Food Delivery,Coimbatore,Tamil Nadu,SMB,2026-04-18,Low,T+1
509976,Merchant_509976,E-commerce,Chandigarh,Chandigarh,SMB,2019-06-11,Low,T+2
509977,Merchant_509977,Healthcare,Ahmedabad,Gujarat,SMB,2020-02-18,Medium,T+1
509978,Merchant_509978,Pharmacy,Hyderabad,Telangana,Mid-Market,2020-03-16,Low,T+1
