chargeback_id,transaction_id,chargeback_date,reason_code,chargeback_amount_inr,chargeback_status,recovery_amount_inr,merchant_response_days
3009503,91483438,2024-08-27 06:03:27,Fraud,2551.25,Pending,0.0,11
3010299,90267457,2024-08-27 06:15:30,Service Not Provided,594.7,Won,304.05,28
3009850,91377579,2024-08-27 07:44:32,Fraud,14210.27,Lost,0.0,20
3022713,90575532,2024-08-27 09:00:34,Service Not Provided,2771.32,Won,1343.23,27
3016996,90191467,2024-08-27 11:29:24,Product Not Received,579.28,Represented,395.82,4
3016602,91303584,2024-08-27 12:51:51,Duplicate,158.79,Lost,0.0,22
3001586,90285888,2024-08-27 12:57:29,Authorization Issue,92.03,Lost,0.0,12
3022069,90490146,2024-08-27 13:10:34,Fraud,1318.17,Lost,0.0,11
3000130,90807392,2024-08-27 14:10:04,Service Not Provided,549.82,Lost,0.0,10
3006824,90483344,2024-08-27 14:34:43,Fraud,351.87,Won,192.87,13
3023361,90095088,2024-08-27 14:56:19,Service Not Provided,1480.4,Lost,0.0,20
3008224,90353722,2024-08-27 15:43:11,Fraud,167.27,Pending,0.0,3
3017133,90967432,2024-08-27 15:54:19,Authorization Issue,2028.64,Pending,0.0,11
3020428,91449166,2024-08-27 18:36:18,Product Not Received,684.23,Lost,0.0,5
3017656,90126662,2024-08-27 19:01:35,Service Not Provided,468.65,Lost,0.0,24
3016452,91453294,2024-08-27 19:02:34,Fraud,203.92,Lost,0.0,10
3004294,90179051,2024-08-27 19:05:17,Authorization Issue,144.32,Pending,0.0,27
3004886,91298005,2024-08-27 19:18:49,Service Not Provided,1384.05,Won,962.88,6
3019685,90567483,2024-08-27 19:49:37,Product Not Received,211.6,Won,105.68,12
3017116,91207604,2024-08-27 20:11:31,Fraud,694.74,Represented,549.14,18
3015305,90423271,2024-08-27 22:27:21,Fraud,283.02,Lost,0.0,17
3016261,91057879,2024-08-27 22:36:53,Product Not Received,52.66,Won,40.09,12
3013865,91177115,2024-08-27 23:15:21,Fraud,1435.27,Pending,0.0,25
3000327,91204086,2024-08-27 23:29:03,Service Not Provided,166.94,Won,88.21,7
3000838,90814465,2024-08-27 23:43:53,Service Not Provided,807.36,Lost,0.0,1
3016498,91235984,2024-08-28 00:19:40,Wrong Amount,155.03,Lost,0.0,24
3021642,90603133,2024-08-28 00:38:31,Authorization Issue,62.72,Lost,0.0,11
3003917,90300422,2024-08-28 00:44:55,Product Not Received,295.63,Lost,0.0,7
3021567,90677164,2024-08-28 01:06:42,Authorization Issue,2504.06,Pending,0.0,25
3021841,90922272,2024-08-28 01:26:31,Service Not Provided,2011.22,Represented,1223.9,19
3013674,90322449,2024-08-28 01:32:20,Service Not Provided,404.86,Lost,0.0,6
3002783,90876983,2024-08-28 01:48:49,Fraud,1684.66,Represented,1341.09,6
3021368,91310891,2024-08-28 01:56:06,Fraud,1339.81,Lost,0.0,1
3021075,91114483,2024-08-28 02:03:32,Product Not Received,1126.49,Lost,0.0,5
3003222,90012246,2024-08-28 03:10:42,Wrong Amount,524.29,Pending,0.0,16
3004175,91151135,2024-08-28 03:39:12,Fraud,584.68,Lost,0.0,6
3020311,90059934,2024-08-28 03:43:03,Service Not Provided,368.7,Lost,0.0,1
3011274,90222035,2024-08-28 03:51:43,Fraud,436.33,Pending,0.0,4
3016086,91064257,2024-08-28 03:54:50,Fraud,430.75,Won,363.99,17
3018697,91005517,2024-08-28 04:56:49,Service Not Provided,1798.61,Pending,0.0,13
3001748,91077157,2024-08-28 09:53:37,Authorization Issue,1327.97,Represented,871.15,19
3012827,90738038,2024-08-28 09:54:36,Product Not Received,234.93,Pending,0.0,12
3016045,90808570,2024-08-28 10:36:32,Wrong Amount,460.81,Lost,0.0,25
3019110,91060316,2024-08-28 10:46:48,Authorization Issue,589.42,Won,343.46,5
3008249,91492580,2024-08-28 11:47:37,Fraud,413.56,Lost,0.0,18
3019305,90598951,2024-08-28 11:56:48,Product Not Received,224.08,Lost,0.0,28
3019193,90977653,2024-08-28 11:56:56,Product Not Received,250.95,Pending,0.0,21
3011766,90864257,2024-08-28 13:51:42,Authorization Issue,15563.69,Won,13164.73,29
3016677,90606825,2024-08-28 14:01:37,Product Not Received,71.62,Pending,0.0,19
3012721,91015079,2024-08-28 14:33:34,Fraud,8199.56,Won,5563.32,29
3015412,91235274,2024-08-28 15:01:46,Product Not Received,359.06,Lost,0.0,20
3011824,90166414,2024-08-28 15:53:55,Authorization Issue,979.23,Pending,0.0,16
3012249,90118651,2024-08-28 18:19:07,Authorization Issue,6610.73,Represented,4873.96,9
3003223,91315194,2024-08-28 19:11:43,Authorization Issue,1153.93,Represented,921.07,4
3016867,90481861,2024-08-28 21:17:41,Fraud,109.62,Pending,0.0,3
3005558,90170212,2024-08-28 21:27:00,Service Not Provided,485.24,Represented,337.41,28
3009714,90901527,2024-08-28 21:27:46,Wrong Amount,599.82,Represented,354.56,15
3008248,90836564,2024-08-29 00:49:49,Service Not Provided,404.13,Lost,0.0,6
3001871,90087050,2024-08-29 01:02:32,Wrong Amount,972.12,Lost,0.0,6
3020332,90260279,2024-08-29 02:06:13,Fraud,284.14,Won,140.47,23
3013146,90054444,2024-08-29 02:12:08,Service Not Provided,247.1,Pending,0.0,26
3016049,91197297,2024-08-29 03:18:23,Fraud,798.62,Pending,0.0,21
3018689,91012289,2024-08-29 04:04:55,Authorization Issue,3305.89,Won,2052.52,23
3018557,90922393,2024-08-29 04:56:06,Service Not Provided,753.93,Lost,0.0,23
3010163,90105484,2024-08-29 06:07:06,Product Not Received,124.43,Represented,97.66,18
3006115,90227711,2024-08-29 07:03:07,Fraud,237.45,Won,119.74,2
3007437,91458974,2024-08-29 07:47:11,Fraud,1739.66,Lost,0.0,3
3001495,91328873,2024-08-29 09:18:59,Fraud,10950.75,Won,9490.54,7
3004452,90570626,2024-08-29 09:32:06,Product Not Received,1042.61,Represented,540.92,29
3004086,90277312,2024-08-29 10:19:14,Wrong Amount,264.06,Won,207.99,6
3008527,91012401,2024-08-29 10:19:22,Duplicate,583.97,Lost,0.0,28
3007603,90486729,2024-08-29 10:50:55,Fraud,630.55,Lost,0.0,2
3022259,91255639,2024-08-29 11:28:58,Service Not Provided,3430.85,Won,2823.39,15
3018613,91148276,2024-08-29 11:57:30,Product Not Received,5583.09,Won,4711.02,3
3011047,91134259,2024-08-29 12:12:00,Service Not Provided,519.59,Pending,0.0,5
3015183,90806691,2024-08-29 13:57:36,Product Not Received,495.21,Represented,475.61,2
3011705,91008071,2024-08-29 14:14:37,Wrong Amount,306.44,Lost,0.0,5
3004838,91215476,2024-08-29 15:03:00,Fraud,163.55,Lost,0.0,25
3022449,91256382,2024-08-29 15:14:30,Product Not Received,235.91,Lost,0.0,16
3010172,91336243,2024-08-29 15:20:46,Fraud,13920.38,Won,8080.02,23
3008234,91137080,2024-08-29 17:06:58,Fraud,380.47,Won,227.09,18
3001128,90667627,2024-08-29 18:31:26,Duplicate,771.73,Won,569.06,26
3008790,91349445,2024-08-29 19:01:14,Service Not Provided,90.5,Won,44.78,10
3013319,91414461,2024-08-29 19:02:52,Product Not Received,3838.62,Pending,0.0,28
3015572,90393952,2024-08-29 19:51:13,Duplicate,140.18,Won,125.65,7
3015345,90055055,2024-08-29 22:53:04,Fraud,71.67,Lost,0.0,9
3011700,90719915,2024-08-29 23:10:20,Fraud,982.25,Won,679.59,2
3000271,90618938,2024-08-30 00:51:14,Authorization Issue,850.12,Won,828.63,10
3003772,91371814,2024-08-30 02:58:32,Wrong Amount,121.61,Pending,0.0,4
3013496,90773698,2024-08-30 03:02:03,Authorization Issue,1103.05,Pending,0.0,16
3020651,90057061,2024-08-30 03:03:24,Fraud,1357.54,Lost,0.0,6
3020407,90459641,2024-08-30 03:29:11,Service Not Provided,309.56,Won,180.84,19
3021192,90594030,2024-08-30 05:00:25,Fraud,631.31,Lost,0.0,4
3002131,91365114,2024-08-30 06:35:47,Product Not Received,213.83,Lost,0.0,28
3015541,90475338,2024-08-30 07:29:33,Product Not Received,2638.57,Represented,1224.33,24
3008053,90289762,2024-08-30 08:25:34,Service Not Provided,964.83,Lost,0.0,20
3012543,90115144,2024-08-30 08:31:17,Duplicate,1523.74,Won,853.87,2
3016506,90989760,2024-08-30 09:28:36,Authorization Issue,1104.72,Lost,0.0,6
3015745,90909681,2024-08-30 11:01:24,Service Not Provided,441.69,Lost,0.0,5
3012553,90195681,2024-08-30 11:05:49,Fraud,286.18,Pending,0.0,18
3004146,90149032,2024-08-30 11:54:43,Product Not Received,126.66,Represented,104.6,2
3001525,90475530,2024-08-30 11:57:32,Fraud,7132.99,Represented,5269.68,17
3019976,90547838,2024-08-30 12:52:12,Authorization Issue,611.03,Represented,355.18,16
3017247,90449758,2024-08-30 13:20:32,Fraud,1518.34,Lost,0.0,6
3015907,90758313,2024-08-30 16:37:52,Service Not Provided,4288.6,Pending,0.0,28
3002068,90672562,2024-08-30 17:50:30,Fraud,2119.15,Won,1784.15,5
3003642,91255503,2024-08-30 19:02:19,Fraud,910.28,Won,706.15,23
3016753,90575294,2024-08-30 19:35:40,Service Not Provided,612.26,Represented,341.04,1
3007685,91302076,2024-08-30 20:05:44,Authorization Issue,762.61,Lost,0.0,16
3016662,90676502,2024-08-30 20:17:19,Service Not Provided,11119.74,Represented,7873.46,3
3019960,90007506,2024-08-30 21:10:57,Product Not Received,170.11,Pending,0.0,5
3010095,90961184,2024-08-30 21:31:10,Product Not Received,232.99,Lost,0.0,18
3022323,90465732,2024-08-30 21:51:02,Fraud,222.49,Represented,128.72,22
3009025,90081519,2024-08-30 22:23:08,Authorization Issue,273.52,Pending,0.0,15
3016808,90550880,2024-08-30 22:37:01,Fraud,2185.89,Pending,0.0,22
3008977,90321965,2024-08-30 22:42:43,Fraud,6409.56,Won,6171.52,17
3003669,91121459,2024-08-30 23:18:05,Duplicate,682.35,Pending,0.0,1
3014830,90300552,2024-08-31 01:47:21,Service Not Provided,98.13,Won,92.24,26
3011595,90809039,2024-08-31 02:35:57,Service Not Provided,1956.02,Pending,0.0,16
3022233,90493025,2024-08-31 02:47:24,Service Not Provided,165.5,Represented,113.4,9
3019941,91361230,2024-08-31 03:05:01,Product Not Received,2033.11,Represented,1482.19,3
3004647,90710487,2024-08-31 03:24:05,Authorization Issue,178.45,Lost,0.0,7
3015417,91014011,2024-08-31 04:32:56,Product Not Received,1604.05,Lost,0.0,1
3018291,90365906,2024-08-31 04:40:44,Fraud,248.72,Lost,0.0,7
3018790,91480087,2024-08-31 06:09:06,Product Not Received,1250.71,Won,1087.96,20
3016056,90428504,2024-08-31 06:55:54,Fraud,270.07,Won,201.34,21
3005169,90036026,2024-08-31 07:07:08,Authorization Issue,2470.15,Won,1629.74,10
3008920,90317408,2024-08-31 07:20:09,Wrong Amount,1212.87,Lost,0.0,17
3015631,90934538,2024-08-31 09:17:38,Fraud,204.82,Lost,0.0,16
3018621,90493671,2024-08-31 10:56:27,Service Not Provided,699.17,Lost,0.0,29
3007818,91263466,2024-08-31 11:49:54,Product Not Received,627.57,Won,526.67,12
3022203,90871735,2024-08-31 12:24:27,Wrong Amount,2580.92,Lost,0.0,15
3019347,90184645,2024-08-31 12:46:06,Product Not Received,2986.01,Lost,0.0,14
3020826,90662241,2024-08-31 12:53:40,Fraud,230.94,Won,118.46,2
3011333,91117576,2024-08-31 15:01:04,Service Not Provided,112.29,Represented,107.86,21
3006732,90137454,2024-08-31 15:26:56,Service Not Provided,102.86,Represented,63.59,24
3017872,90100698,2024-08-31 15:33:33,Duplicate,1489.73,Won,782.33,29
3015963,90489764,2024-08-31 16:24:26,Fraud,609.78,Represented,507.18,6
3008607,90303051,2024-08-31 17:58:31,Service Not Provided,302.38,Won,281.45,9
3005540,91303647,2024-08-31 19:51:57,Product Not Received,70.26,Pending,0.0,11
3000865,90136817,2024-08-31 21:02:36,Duplicate,712.83,Won,336.68,22
3004398,91430360,2024-08-31 22:08:45,Product Not Received,500.66,Represented,467.27,10
3014631,91267705,2024-08-31 22:26:47,Service Not Provided,852.96,Represented,731.76,27
3008699,90831270,2024-08-31 22:35:21,Wrong Amount,1360.0,Lost,0.0,24
3004342,90782302,2024-08-31 23:00:15,Duplicate,1254.61,Lost,0.0,3
3002177,90973660,2024-08-31 23:12:26,Product Not Received,503.0,Represented,339.9,8
3003338,90223204,2024-08-31 23:29:37,Duplicate,495.26,Pending,0.0,13
3017211,90866666,2024-08-31 23:30:34,Authorization Issue,338.6,Won,214.1,28
3019120,90636254,2024-08-31 23:37:07,Product Not Received,71.29,Won,65.4,15
3003996,91235802,2024-08-31 23:42:05,Product Not Received,287.91,Won,257.55,19
3003503,90542700,2024-09-01 01:15:47,Wrong Amount,383.23,Pending,0.0,7
3008573,90478373,2024-09-01 02:31:41,Service Not Provided,251.11,Won,166.07,18
3017071,91076198,2024-09-01 02:44:23,Product Not Received,4095.28,Lost,0.0,24
3012059,90612890,2024-09-01 03:29:40,Fraud,2495.57,Won,2243.08,19
3016183,91120895,2024-09-01 03:30:00,Fraud,313.24,Won,247.2,7
3004719,90481004,2024-09-01 04:02:01,Product Not Received,389.4,Pending,0.0,13
3008884,90496667,2024-09-01 04:09:24,Wrong Amount,370.8,Represented,173.2,27
3001757,90583148,2024-09-01 06:03:32,Wrong Amount,1288.08,Won,738.45,15
3014531,90376150,2024-09-01 06:09:08,Wrong Amount,2663.45,Pending,0.0,21
3017601,90944919,2024-09-01 06:19:32,Product Not Received,261.56,Pending,0.0,10
3014151,91390661,2024-09-01 08:15:02,Authorization Issue,884.81,Lost,0.0,5
3007428,90240749,2024-09-01 09:47:33,Fraud,970.25,Pending,0.0,2
3023968,90993565,2024-09-01 11:08:03,Wrong Amount,9386.0,Won,7222.64,5
3013519,90802005,2024-09-01 12:23:32,Authorization Issue,515.34,Represented,264.2,27
3000639,90326675,2024-09-01 15:27:11,Product Not Received,851.52,Lost,0.0,7
3013021,91328998,2024-09-01 15:34:01,Service Not Provided,1006.62,Pending,0.0,25
3012694,91041177,2024-09-01 15:38:06,Fraud,1426.01,Won,725.86,25
3011572,91057446,2024-09-01 16:41:46,Fraud,133.97,Represented,117.15,12
3008322,90074672,2024-09-01 17:14:34,Fraud,393.09,Represented,314.78,21
3001410,90554384,2024-09-01 17:58:19,Fraud,811.49,Lost,0.0,5
3010740,90964079,2024-09-01 18:08:41,Authorization Issue,1101.3,Won,670.14,29
3023170,90619900,2024-09-01 18:18:10,Product Not Received,346.89,Lost,0.0,3
3013580,91466957,2024-09-01 19:08:55,Product Not Received,662.28,Represented,472.61,4
3007353,90857800,2024-09-01 19:50:13,Product Not Received,1557.44,Won,940.16,22
3023564,91014676,2024-09-01 21:31:06,Product Not Received,150.34,Pending,0.0,4
3004582,91326942,2024-09-01 21:33:40,Product Not Received,2156.26,Lost,0.0,8
3012726,90233083,2024-09-01 22:54:18,Duplicate,250.75,Won,119.53,2
3013204,91026813,2024-09-01 23:25:20,Wrong Amount,3343.95,Won,2880.53,21
3005937,91493164,2024-09-01 23:47:17,Service Not Provided,492.21,Lost,0.0,22
3020004,90626224,2024-09-02 00:00:18,Fraud,579.02,Lost,0.0,22
3017408,91051348,2024-09-02 00:10:09,Service Not Provided,326.39,Won,263.33,25
3014788,91163301,2024-09-02 01:06:43,Product Not Received,670.48,Pending,0.0,3
3004984,90696624,2024-09-02 03:31:44,Service Not Provided,207.71,Won,170.49,1
3011612,90507520,2024-09-02 05:13:09,Fraud,4783.97,Represented,2162.77,22
3016917,90911592,2024-09-02 05:28:46,Fraud,1451.45,Pending,0.0,16
3010760,90458884,2024-09-02 05:56:42,Authorization Issue,3853.34,Lost,0.0,15
3009061,90252099,2024-09-02 07:45:52,Service Not Provided,533.34,Pending,0.0,16
3015849,90017699,2024-09-02 08:03:07,Fraud,654.99,Won,308.35,8
3013351,91346490,2024-09-02 08:18:15,Fraud,627.12,Pending,0.0,7
3018245,90203360,2024-09-02 09:24:36,Fraud,554.86,Lost,0.0,15
3010279,91173675,2024-09-02 09:25:41,Fraud,826.84,Lost,0.0,16
3004720,90641306,2024-09-02 10:12:08,Fraud,1147.14,Pending,0.0,13
3009987,90874586,2024-09-02 10:35:03,Wrong Amount,256.08,Won,204.11,20
3011936,90251608,2024-09-02 11:01:16,Wrong Amount,343.73,Lost,0.0,28
3020576,91051159,2024-09-02 11:36:38,Fraud,108.76,Represented,59.64,11
3008952,90247512,2024-09-02 12:57:10,Product Not Received,1039.12,Won,495.8,24
3019485,91098009,2024-09-02 15:38:01,Duplicate,685.51,Pending,0.0,28
3009219,90334281,2024-09-02 16:29:31,Service Not Provided,2591.09,Lost,0.0,12
3001131,90166295,2024-09-02 16:48:52,Wrong Amount,226.37,Pending,0.0,15
3012723,90282706,2024-09-02 16:56:44,Product Not Received,408.83,Represented,359.53,8
3013947,90109803,2024-09-02 17:05:03,Service Not Provided,414.54,Won,270.4,14
3011945,91189402,2024-09-02 17:39:30,Fraud,3344.47,Pending,0.0,17
3020043,90407840,2024-09-02 17:59:39,Duplicate,33.07,Won,17.32,5
3011174,91276018,2024-09-02 18:42:27,Authorization Issue,2382.0,Won,2243.94,5
3022246,90226089,2024-09-02 20:16:09,Fraud,112.08,Pending,0.0,13
3005567,91121656,2024-09-02 20:18:18,Fraud,92.45,Represented,87.5,8
3017075,91114337,2024-09-02 21:12:18,Fraud,455.93,Won,233.71,4
3009858,91233939,2024-09-02 21:19:18,Fraud,1191.71,Pending,0.0,7
3013417,90438151,2024-09-02 22:28:19,Product Not Received,469.49,Lost,0.0,28
3013686,90685967,2024-09-02 22:28:33,Product Not Received,277.96,Pending,0.0,22
3003062,90333467,2024-09-02 22:37:51,Service Not Provided,434.14,Represented,327.35,18
3000274,90510643,2024-09-02 22:52:56,Service Not Provided,1688.77,Represented,1290.4,5
3013168,91239710,2024-09-03 00:28:44,Fraud,691.12,Represented,450.63,1
3019092,90166599,2024-09-03 00:39:43,Fraud,94.72,Won,50.42,6
3008484,90189837,2024-09-03 00:55:11,Authorization Issue,820.83,Represented,532.5,13
3020799,90223410,2024-09-03 01:41:39,Service Not Provided,2613.07,Won,1578.72,4
3012048,90820001,2024-09-03 02:40:36,Service Not Provided,8195.14,Pending,0.0,3
3022627,90005136,2024-09-03 03:20:25,Service Not Provided,576.0,Lost,0.0,3
3013503,91256979,2024-09-03 05:17:52,Service Not Provided,1687.9,Pending,0.0,15
3008427,91277159,2024-09-03 06:44:24,Service Not Provided,248.31,Won,160.4,29
3010882,90257553,2024-09-03 07:18:26,Service Not Provided,649.22,Won,489.91,26
3012436,90385134,2024-09-03 08:44:36,Product Not Received,3865.97,Won,3741.89,13
3009245,90515810,2024-09-03 08:53:49,Authorization Issue,623.72,Represented,594.07,10
3013780,91001987,2024-09-03 10:32:56,Authorization Issue,372.17,Represented,248.01,28
3016822,91118122,2024-09-03 11:42:21,Fraud,10912.12,Lost,0.0,21
3019136,90005943,2024-09-03 11:43:42,Fraud,5996.75,Won,3318.63,30
3023841,90579314,2024-09-03 13:45:48,Service Not Provided,6802.02,Won,5522.36,28
3008543,90358643,2024-09-03 13:51:16,Authorization Issue,594.7,Won,562.23,1
3022385,91366897,2024-09-03 14:07:17,Authorization Issue,1818.48,Lost,0.0,10
3023153,91380168,2024-09-03 14:14:31,Wrong Amount,5710.58,Pending,0.0,3
3014621,91320918,2024-09-03 15:08:27,Duplicate,175.46,Represented,160.59,26
3023782,91115714,2024-09-03 15:59:10,Authorization Issue,198.49,Won,176.52,12
3020354,90160898,2024-09-03 16:16:35,Fraud,24225.77,Lost,0.0,7
3002510,90579128,2024-09-03 17:14:10,Authorization Issue,1051.15,Won,591.8,1
3010205,90108744,2024-09-03 18:19:52,Product Not Received,1524.74,Pending,0.0,23
3019450,90410019,2024-09-03 21:10:34,Duplicate,298.49,Pending,0.0,7
3021085,90621251,2024-09-03 22:07:47,Product Not Received,378.45,Pending,0.0,14
3021271,91231805,2024-09-03 22:13:46,Authorization Issue,839.59,Won,686.65,7
3013264,90800293,2024-09-03 23:33:12,Product Not Received,425.43,Won,364.87,30
3008524,90874315,2024-09-04 00:11:55,Fraud,931.15,Won,522.63,9
3011461,90493735,2024-09-04 00:31:24,Product Not Received,1402.61,Represented,1047.49,13
3004185,90318158,2024-09-04 01:26:17,Duplicate,5003.27,Lost,0.0,19
3012069,91478486,2024-09-04 02:19:12,Duplicate,143.42,Lost,0.0,3
3021256,91259154,2024-09-04 02:46:54,Service Not Provided,2294.01,Won,1934.23,13
3003991,91479026,2024-09-04 02:47:06,Authorization Issue,5956.83,Won,3288.66,13
3022945,90948008,2024-09-04 03:45:04,Wrong Amount,7239.39,Won,6572.8,26
3004266,90210348,2024-09-04 04:00:36,Product Not Received,894.15,Won,808.97,7
3022403,91310622,2024-09-04 04:45:17,Wrong Amount,525.34,Pending,0.0,12
3020331,91251755,2024-09-04 06:02:15,Product Not Received,984.3,Pending,0.0,19
3001799,90711461,2024-09-04 06:19:40,Authorization Issue,209.48,Won,120.05,24
3020832,90664207,2024-09-04 06:46:48,Fraud,270.8,Won,171.95,26
3018605,91396835,2024-09-04 06:56:22,Duplicate,248.16,Won,226.85,29
3007616,91015039,2024-09-04 07:36:38,Authorization Issue,289.47,Won,264.0,4
3001926,90022650,2024-09-04 08:18:18,Fraud,258.22,Won,215.4,26
3021070,90195275,2024-09-04 08:21:04,Service Not Provided,348.6,Pending,0.0,21
3018618,91328594,2024-09-04 08:43:53,Fraud,5404.07,Won,4442.3,3
3023922,90248111,2024-09-04 09:40:57,Fraud,99.57,Won,61.35,23
3016640,90825576,2024-09-04 09:46:54,Product Not Received,4847.57,Pending,0.0,12
3007918,91419169,2024-09-04 09:49:32,Product Not Received,539.33,Won,358.74,8
3011722,90618019,2024-09-04 09:52:14,Product Not Received,396.2,Represented,276.4,3
3016084,90930661,2024-09-04 09:58:16,Product Not Received,1445.94,Won,1197.33,4
3018949,91208261,2024-09-04 12:11:08,Fraud,15871.12,Won,9589.83,25
3022961,90408321,2024-09-04 12:31:02,Fraud,3172.39,Lost,0.0,1
3001726,90918704,2024-09-04 13:35:33,Fraud,158.02,Represented,117.69,25
3012867,90291086,2024-09-04 13:54:25,Authorization Issue,1478.89,Won,895.57,1
3006520,90732712,2024-09-04 14:43:20,Fraud,121.81,Represented,77.16,17
3019983,90355328,2024-09-04 14:54:43,Product Not Received,768.76,Lost,0.0,7
3000949,90885382,2024-09-04 15:14:21,Product Not Received,1029.98,Won,756.31,13
3015241,90769334,2024-09-04 16:00:49,Fraud,186.58,Pending,0.0,12
3015941,90612216,2024-09-04 18:17:09,Product Not Received,10936.71,Lost,0.0,5
3006313,91029206,2024-09-04 19:11:17,Authorization Issue,1242.13,Lost,0.0,15
3005200,90825975,2024-09-04 19:17:49,Authorization Issue,46.77,Lost,0.0,24
3004018,90848172,2024-09-04 20:13:18,Product Not Received,216.55,Won,111.32,27
3018174,90470068,2024-09-04 20:56:43,Authorization Issue,1038.39,Pending,0.0,25
3017278,90432705,2024-09-04 20:59:25,Service Not Provided,382.93,Won,264.38,29
3006215,90883077,2024-09-04 22:13:29,Fraud,314.62,Won,219.1,27
3016670,90510718,2024-09-04 22:42:50,Fraud,188.43,Won,160.94,13
3014092,90901437,2024-09-04 22:50:06,Fraud,1921.17,Pending,0.0,9
3018993,91466137,2024-09-04 22:55:36,Service Not Provided,555.65,Pending,0.0,8
3013794,90274268,2024-09-04 22:58:25,Product Not Received,503.77,Won,467.17,27
3021940,90964057,2024-09-05 01:52:52,Product Not Received,2684.86,Won,1512.47,13
3012006,91212381,2024-09-05 02:37:52,Product Not Received,6127.41,Lost,0.0,4
3002132,90283146,2024-09-05 03:40:55,Fraud,634.33,Pending,0.0,11
3020492,90774241,2024-09-05 04:30:34,Authorization Issue,823.84,Pending,0.0,2
3010893,91190435,2024-09-05 05:29:28,Fraud,305.25,Lost,0.0,29
3015734,90317991,2024-09-05 05:53:25,Authorization Issue,132.31,Won,82.67,29
3014202,91242823,2024-09-05 08:17:49,Fraud,596.17,Won,340.3,15
3001571,90915614,2024-09-05 11:24:25,Product Not Received,118.28,Lost,0.0,7
3023556,90966599,2024-09-05 12:56:36,Service Not Provided,3576.83,Pending,0.0,26
3007735,91217548,2024-09-05 13:07:21,Product Not Received,844.0,Lost,0.0,9
3021844,90933816,2024-09-05 13:22:09,Fraud,192.55,Represented,105.21,10
3006401,91185081,2024-09-05 13:31:46,Service Not Provided,7932.97,Represented,3647.05,4
3021581,91380024,2024-09-05 14:29:47,Service Not Provided,590.54,Won,335.16,12
3015595,91084526,2024-09-05 15:01:04,Product Not Received,576.2,Represented,452.79,5
3008455,91445312,2024-09-05 15:10:53,Authorization Issue,785.46,Won,390.78,12
3021599,90596925,2024-09-05 16:09:53,Duplicate,211.75,Represented,176.76,19
3015191,90091556,2024-09-05 16:40:54,Wrong Amount,86.08,Pending,0.0,21
3018997,90382176,2024-09-05 16:43:30,Fraud,214.96,Won,195.9,13
3016607,91255024,2024-09-05 16:45:05,Product Not Received,187.77,Represented,171.18,1
3016920,90724813,2024-09-05 17:50:12,Authorization Issue,44.17,Won,35.98,6
3012862,91434975,2024-09-05 18:11:24,Fraud,239.96,Won,206.56,10
3020903,90285879,2024-09-05 19:03:41,Wrong Amount,489.49,Represented,425.37,12
3005236,91442968,2024-09-05 19:44:52,Authorization Issue,152.9,Represented,116.46,6
3007476,91061588,2024-09-05 23:51:16,Product Not Received,184.89,Represented,90.57,14
3002577,91107887,2024-09-06 00:15:05,Product Not Received,1699.08,Won,1269.96,21
3018406,91348856,2024-09-06 00:51:44,Fraud,357.37,Lost,0.0,19
3000170,90422980,2024-09-06 03:13:37,Fraud,320.56,Lost,0.0,13
3017636,91160403,2024-09-06 04:43:59,Service Not Provided,2847.13,Won,2000.85,12
3005723,90984652,2024-09-06 06:04:56,Duplicate,2817.94,Lost,0.0,14
3005439,91111303,2024-09-06 06:10:38,Wrong Amount,1825.67,Represented,842.46,11
3008997,91355971,2024-09-06 06:33:02,Service Not Provided,236.65,Won,202.34,24
3002528,90187715,2024-09-06 07:07:49,Fraud,807.93,Represented,414.94,19
3008012,90111028,2024-09-06 08:26:32,Product Not Received,521.79,Represented,288.35,10
3017203,90064035,2024-09-06 08:31:35,Fraud,3284.32,Lost,0.0,3
3015915,91003630,2024-09-06 08:49:00,Duplicate,353.01,Lost,0.0,6
3000729,91470843,2024-09-06 09:17:32,Duplicate,181.84,Pending,0.0,7
3005583,90479255,2024-09-06 09:54:52,Product Not Received,353.1,Lost,0.0,13
3015823,90109861,2024-09-06 10:51:28,Fraud,2915.94,Lost,0.0,12
3021622,90500950,2024-09-06 11:43:24,Product Not Received,738.66,Won,681.46,6
3016511,90902803,2024-09-06 12:01:09,Wrong Amount,785.23,Represented,670.72,2
3002904,90000736,2024-09-06 12:02:50,Wrong Amount,8841.92,Won,8562.93,4
3002315,90587159,2024-09-06 12:12:49,Service Not Provided,1782.07,Pending,0.0,29
3008060,90333002,2024-09-06 12:17:34,Fraud,88.04,Won,68.92,23
3009976,91216884,2024-09-06 13:18:19,Service Not Provided,650.95,Won,304.61,22
3021630,90990802,2024-09-06 14:38:29,Authorization Issue,407.37,Won,354.3,9
3022251,91479611,2024-09-06 14:41:29,Service Not Provided,384.39,Represented,352.24,10
3016853,90747467,2024-09-06 14:45:25,Authorization Issue,485.65,Won,425.26,18
3005721,90651439,2024-09-06 15:00:25,Fraud,218.35,Lost,0.0,13
3003353,90728749,2024-09-06 15:23:29,Fraud,147.77,Won,86.29,19
3010227,91244722,2024-09-06 16:20:37,Fraud,2525.01,Won,1560.3,17
3017528,90112822,2024-09-06 16:32:28,Duplicate,482.78,Won,365.22,5
3020787,90514194,2024-09-06 16:47:44,Fraud,836.2,Won,385.48,17
