customer_id,customer_tenure_months,age,city,state,customer_segment,income_band,kyc_status,acquisition_channel,signup_date,risk_band
1032969,12,23,Hyderabad,Telangana,Mass Market,6L-10L,Pending,Organic,2023-08-07,Low
1032970,53,32,Visakhapatnam,Andhra Pradesh,Mass Market,6L-10L,Verified,Referral,2024-05-07,Medium
1032971,9,18,Ahmedabad,Gujarat,Mass Market,6L-10L,Verified,Social,2019-09-22,Low
1032972,9,18,Bhopal,Madhya Pradesh,Affluent,<3L,Verified,Referral,2019-01-30,Low
1032973,48,30,Ahmedabad,Gujarat,Affluent,6L-10L,Verified,Partner,2026-04-19,Low
1032974,56,31,Indore,Madhya Pradesh,SME Owner,6L-10L,Verified,Referral,2021-03-15,Low
1032975,33,31,Lucknow,Uttar Pradesh,SME Owner,<3L,Verified,Paid Search,2022-08-26,Low
1032976,54,39,Visakhapatnam,Andhra Pradesh,Mass Market,6L-10L,Verified,App Store,2022-11-15,Low
1032977,56,28,Nagpur,Maharashtra,Mass Market,6L-10L,Verified,Organic,2024-10-28,Low
1032978,42,39,Lucknow,Uttar Pradesh,Affluent,10L-20L,Verified,Partner,2019-06-09,Low
1032979,50,34,Surat,Gujarat,Student,3L-6L,Verified,Organic,2022-11-18,Low
1032980,56,31,Ahmedabad,Gujarat,Affluent,10L-20L,Verified,Referral,2021-07-02,High
1032981,55,23,Jaipur,Rajasthan,Mass Market,6L-10L,Pending,Referral,2022-10-19,Medium
1032982,68,53,Surat,Gujarat,Affluent,<3L,Verified,Paid Search,2019-09-29,Low
1032983,53,49,Coimbatore,Tamil Nadu,Affluent,20L+,Verified,Social,2019-09-19,Low
1032984,35,31,Mumbai,Maharashtra,Affluent,6L-10L,Verified,Organic,2020-10-28,Low
1032985,17,44,Lucknow,Uttar Pradesh,Mass Market,<3L,Verified,Organic,2026-03-27,Low
1032986,28,39,Lucknow,Uttar Pradesh,Student,6L-10L,Verified,Organic,2022-09-18,High
1032987,40,43,Coimbatore,Tamil Nadu,Mass Market,3L-6L,Verified,Social,2021-09-18,Low
1032988,25,28,Kochi,Kerala,Mass Market,3L-6L,Verified,Paid Search,2022-01-31,Low
1032989,1,46,Jaipur,Rajasthan,Affluent,10L-20L,Verified,Social,2022-09-27,Low
1032990,74,21,Bengaluru,Karnataka,Mass Market,<3L,Verified,App Store,2021-05-10,Low
1032991,60,18,Ahmedabad,Gujarat,Mass Market,10L-20L,Verified,Partner,2021-02-09,Low
1032992,82,32,Chennai,Tamil Nadu,Student,3L-6L,Verified,Partner,2021-05-12,Low
1032993,75,28,Hyderabad,Telangana,Student,10L-20L,Verified,Referral,2020-07-19,Low
1032994,68,40,Chandigarh,Chandigarh,Mass Market,3L-6L,Verified,Partner,2025-05-17,Medium
1032995,80,19,Surat,Gujarat,Mass Market,3L-6L,Rejected,Social,2021-08-23,Low
1032996,59,36,Coimbatore,Tamil Nadu,Mass Market,3L-6L,Verified,Referral,2026-06-25,Low
1032997,83,28,Bengaluru,Karnataka,Mass Market,<3L,Verified,Social,2022-11-12,Low
1032998,71,48,Visakhapatnam,Andhra Pradesh,Student,6L-10L,Verified,Referral,2019-08-09,Low
1032999,47,20,Surat,Gujarat,Mass Market,6L-10L,Pending,Social,2020-01-15,Low
1033000,65,47,Chennai,Tamil Nadu,Mass Market,10L-20L,Verified,Paid Search,2019-06-05,Low
1033001,46,45,Ahmedabad,Gujarat,Premium,6L-10L,Verified,Organic,2019-07-18,Low
1033002,26,33,Nashik,Maharashtra,Affluent,10L-20L,Verified,Organic,2024-05-19,Medium
1033003,11,39,Chandigarh,Chandigarh,SME Owner,6L-10L,Verified,Partner,2021-05-03,Low
1033004,23,41,Delhi,Delhi,Mass Market,6L-10L,Verified,Social,2024-04-04,Low
1033005,67,33,Visakhapatnam,Andhra Pradesh,Mass Market,3L-6L,Verified,Paid Search,2025-09-06,Low
1033006,74,42,Bengaluru,Karnataka,Mass Market,3L-6L,Verified,Partner,2026-07-01,Low
1033007,84,30,Chennai,Tamil Nadu,Mass Market,6L-10L,Verified,Paid Search,2022-05-21,Low
1033008,73,42,Chandigarh,Chandigarh,Mass Market,<3L,Verified,Social,2019-03-16,Low
1033009,10,30,Lucknow,Uttar Pradesh,Mass Market,20L+,Verified,Organic,2024-12-01,High
1033010,24,32,Jaipur,Rajasthan,Affluent,6L-10L,Verified,Referral,2022-09-08,Low
1033011,54,41,Bhopal,Madhya Pradesh,Student,<3L,Verified,Organic,2025-02-20,Low
1033012,23,23,Coimbatore,Tamil Nadu,Mass Market,6L-10L,Verified,Paid Search,2020-08-16,Medium
1033013,21,46,Visakhapatnam,Andhra Pradesh,Affluent,3L-6L,Pending,Paid Search,2021-05-30,High
1033014,82,32,Chennai,Tamil Nadu,Student,6L-10L,Verified,Referral,2024-01-23,Medium
1033015,68,39,Vadodara,Gujarat,Affluent,10L-20L,Verified,App Store,2025-08-05,Medium
1033016,49,34,Hyderabad,Telangana,Affluent,<3L,Verified,Paid Search,2023-09-29,Low
1033017,10,39,Nashik,Maharashtra,Mass Market,3L-6L,Verified,Paid Search,2023-08-18,Low
1033018,64,30,Lucknow,Uttar Pradesh,Mass Market,<3L,Verified,Partner,2024-11-21,Low
1033019,49,38,Nagpur,Maharashtra,Mass Market,6L-10L,Pending,App Store,2024-09-15,Low
1033020,4,30,Bengaluru,Karnataka,Affluent,<3L,Verified,App Store,2021-07-20,Low
1033021,61,58,Vadodara,Gujarat,Affluent,3L-6L,Verified,Social,2022-07-03,Low
1033022,43,27,Chennai,Tamil Nadu,SME Owner,<3L,Verified,Paid Search,2024-08-13,Medium
1033023,52,42,Nagpur,Maharashtra,Mass Market,10L-20L,Verified,Referral,2025-11-15,Low
1033024,34,25,Delhi,Delhi,Affluent,6L-10L,Verified,Referral,2020-02-13,Low
1033025,44,24,Bhopal,Madhya Pradesh,Affluent,<3L,Verified,Paid Search,2019-04-19,Medium
1033026,23,40,Kolkata,West Bengal,Mass Market,6L-10L,Verified,Organic,2022-01-31,Medium
1033027,29,18,Coimbatore,Tamil Nadu,Student,10L-20L,Verified,Social,2021-11-02,Low
1033028,27,23,Coimbatore,Tamil Nadu,Affluent,6L-10L,Verified,App Store,2021-11-27,Low
1033029,16,25,Nagpur,Maharashtra,Mass Market,10L-20L,Verified,Paid Search,2025-05-04,Low
1033030,72,39,Bengaluru,Karnataka,Affluent,20L+,Verified,Partner,2022-09-21,High
1033031,26,31,Chennai,Tamil Nadu,Affluent,10L-20L,Verified,Paid Search,2021-09-14,Low
1033032,2,19,Indore,Madhya Pradesh,Premium,6L-10L,Verified,Paid Search,2026-03-19,Medium
1033033,37,32,Lucknow,Uttar Pradesh,Affluent,6L-10L,Verified,Organic,2026-04-30,Low
1033034,59,32,Nagpur,Maharashtra,Premium,10L-20L,Verified,Paid Search,2023-01-31,Low
1033035,61,37,Hyderabad,Telangana,Student,3L-6L,Verified,Organic,2026-03-08,Low
1033036,43,18,Lucknow,Uttar Pradesh,Mass Market,3L-6L,Verified,Referral,2022-09-10,Low
1033037,2,33,Pune,Maharashtra,Mass Market,10L-20L,Verified,Paid Search,2019-10-16,Medium
1033038,32,35,Surat,Gujarat,Mass Market,<3L,Verified,Paid Search,2021-10-25,Low
1033039,56,37,Pune,Maharashtra,Student,<3L,Verified,Social,2024-10-29,Low
1033040,76,39,Kochi,Kerala,Student,<3L,Verified,App Store,2022-02-02,Low
1033041,55,37,Nagpur,Maharashtra,Mass Market,10L-20L,Verified,Organic,2020-04-14,Medium
1033042,64,43,Vadodara,Gujarat,Premium,10L-20L,Verified,Paid Search,2020-02-24,Low
1033043,76,45,Surat,Gujarat,Mass Market,10L-20L,Verified,Paid Search,2020-03-27,Low
1033044,51,22,Delhi,Delhi,Mass Market,3L-6L,Verified,Referral,2025-02-04,Medium
1033045,45,36,Hyderabad,Telangana,Mass Market,6L-10L,Verified,App Store,2019-11-08,Low
1033046,36,40,Nashik,Maharashtra,Affluent,<3L,Verified,Paid Search,2019-03-31,Low
1033047,30,30,Visakhapatnam,Andhra Pradesh,Premium,6L-10L,Verified,Referral,2019-09-14,Low
1033048,77,30,Pune,Maharashtra,Mass Market,20L+,Verified,Social,2024-03-27,Low
1033049,11,55,Kochi,Kerala,Mass Market,20L+,Verified,Partner,2023-03-29,Medium
1033050,79,32,Surat,Gujarat,SME Owner,10L-20L,Verified,Social,2024-09-10,Low
1033051,55,44,Chennai,Tamil Nadu,Mass Market,10L-20L,Verified,Partner,2020-06-16,Low
1033052,62,44,Lucknow,Uttar Pradesh,Premium,<3L,Verified,Social,2022-10-30,Medium
1033053,56,46,Bhopal,Madhya Pradesh,SME Owner,10L-20L,Verified,Paid Search,2025-12-03,Low
1033054,36,47,Delhi,Delhi,Mass Market,6L-10L,Verified,Paid Search,2026-04-28,Medium
1033055,67,36,Nashik,Maharashtra,SME Owner,6L-10L,Verified,App Store,2022-02-12,Medium
1033056,83,35,Pune,Maharashtra,Mass Market,6L-10L,Verified,Referral,2022-04-19,Medium
1033057,28,33,Chandigarh,Chandigarh,Premium,<3L,Verified,Social,2019-10-28,Low
1033058,4,36,Pune,Maharashtra,Student,3L-6L,Verified,Social,2019-04-15,Low
1033059,35,34,Pune,Maharashtra,Affluent,6L-10L,Verified,Organic,2026-06-11,Medium
1033060,72,33,Mumbai,Maharashtra,SME Owner,3L-6L,Verified,Organic,2025-10-07,Low
1033061,10,21,Nashik,Maharashtra,SME Owner,10L-20L,Verified,Organic,2023-02-28,Low
1033062,25,40,Nagpur,Maharashtra,Mass Market,3L-6L,Verified,Paid Search,2022-04-21,Low
1033063,69,28,Kochi,Kerala,Premium,10L-20L,Verified,Referral,2023-04-27,Medium
1033064,41,36,Delhi,Delhi,Mass Market,6L-10L,Rejected,Social,2022-04-15,Low
1033065,45,30,Bhopal,Madhya Pradesh,Mass Market,3L-6L,Verified,Paid Search,2024-11-24,Low
1033066,8,24,Nashik,Maharashtra,Student,3L-6L,Verified,Partner,2020-05-14,Medium
1033067,69,27,Surat,Gujarat,Mass Market,<3L,Verified,Paid Search,2025-01-07,Medium
1033068,40,43,Vadodara,Gujarat,Mass Market,3L-6L,Pending,Paid Search,2021-08-30,Low
1033069,47,21,Bengaluru,Karnataka,Student,3L-6L,Verified,Paid Search,2022-12-15,Low
1033070,20,33,Chennai,Tamil Nadu,Affluent,10L-20L,Verified,Partner,2025-01-10,Low
1033071,2,39,Mumbai,Maharashtra,Mass Market,3L-6L,Verified,Paid Search,2023-06-14,Medium
1033072,27,30,Delhi,Delhi,Student,10L-20L,Verified,Partner,2019-03-01,High
1033073,16,29,Nashik,Maharashtra,Mass Market,3L-6L,Verified,Social,2021-05-14,Low
1033074,48,31,Jaipur,Rajasthan,Mass Market,6L-10L,Verified,Social,2021-11-30,Low
1033075,26,28,Indore,Madhya Pradesh,Premium,6L-10L,Verified,App Store,2024-09-01,High
1033076,82,22,Vadodara,Gujarat,Affluent,<3L,Verified,App Store,2023-01-10,Low
1033077,23,33,Coimbatore,Tamil Nadu,Premium,6L-10L,Verified,Organic,2021-08-25,Medium
1033078,19,18,Ahmedabad,Gujarat,SME Owner,3L-6L,Verified,Paid Search,2019-09-24,Low
1033079,25,33,Kolkata,West Bengal,Premium,6L-10L,Verified,Referral,2022-09-02,Low
1033080,29,42,Bengaluru,Karnataka,Mass Market,20L+,Verified,Referral,2024-03-05,Medium
1033081,64,34,Nashik,Maharashtra,Affluent,<3L,Verified,Organic,2019-06-04,Low
1033082,21,38,Visakhapatnam,Andhra Pradesh,SME Owner,10L-20L,Verified,Partner,2021-01-25,Medium
1033083,65,34,Lucknow,Uttar Pradesh,Premium,6L-10L,Verified,App Store,2025-09-10,Low
1033084,43,31,Surat,Gujarat,Premium,6L-10L,Pending,Referral,2022-05-22,Low
1033085,70,32,Nashik,Maharashtra,Mass Market,<3L,Verified,Partner,2026-04-05,Medium
1033086,23,44,Kolkata,West Bengal,Mass Market,<3L,Verified,App Store,2025-03-22,Medium
1033087,38,40,Jaipur,Rajasthan,Mass Market,6L-10L,Verified,Referral,2023-10-21,Low
1033088,17,39,Vadodara,Gujarat,Mass Market,3L-6L,Pending,App Store,2021-06-27,Medium
1033089,36,46,Ahmedabad,Gujarat,Affluent,<3L,Verified,Partner,2023-08-07,Medium
1033090,55,43,Bhopal,Madhya Pradesh,Mass Market,20L+,Verified,Organic,2019-01-17,High
1033091,47,29,Delhi,Delhi,Premium,3L-6L,Verified,Referral,2021-09-18,Low
1033092,15,28,Surat,Gujarat,Mass Market,<3L,Verified,Referral,2024-03-30,Low
1033093,58,39,Surat,Gujarat,Mass Market,10L-20L,Pending,Partner,2024-07-07,Medium
1033094,48,37,Kolkata,West Bengal,Premium,3L-6L,Verified,App Store,2019-10-18,Low
1033095,47,43,Visakhapatnam,Andhra Pradesh,Mass Market,10L-20L,Verified,Organic,2021-12-23,Low
1033096,5,34,Surat,Gujarat,Premium,3L-6L,Verified,Referral,2026-04-22,Low
1033097,33,38,Vadodara,Gujarat,Mass Market,3L-6L,Verified,Organic,2026-03-06,Medium
1033098,61,45,Hyderabad,Telangana,Mass Market,3L-6L,Verified,Paid Search,2022-11-29,Medium
1033099,34,23,Kolkata,West Bengal,SME Owner,6L-10L,Verified,App Store,2019-08-25,Low
1033100,1,31,Surat,Gujarat,Student,20L+,Pending,Social,2023-01-27,Low
1033101,23,44,Nagpur,Maharashtra,Student,6L-10L,Verified,Partner,2019-09-28,Low
1033102,58,34,Hyderabad,Telangana,SME Owner,3L-6L,Verified,Social,2023-09-23,Low
1033103,18,36,Kolkata,West Bengal,Mass Market,3L-6L,Pending,Paid Search,2019-07-06,High
1033104,13,29,Indore,Madhya Pradesh,Mass Market,3L-6L,Verified,Referral,2022-12-02,Low
1033105,63,38,Chennai,Tamil Nadu,Student,20L+,Verified,Partner,2024-02-09,Low
1033106,60,34,Coimbatore,Tamil Nadu,SME Owner,3L-6L,Verified,Referral,2025-06-06,Low
1033107,50,30,Surat,Gujarat,Affluent,6L-10L,Pending,Social,2025-04-25,Low
1033108,7,40,Visakhapatnam,Andhra Pradesh,Affluent,6L-10L,Verified,Paid Search,2024-07-06,Low
1033109,28,28,Hyderabad,Telangana,SME Owner,3L-6L,Verified,Social,2024-01-22,Low
1033110,27,39,Nashik,Maharashtra,Mass Market,<3L,Verified,Organic,2021-06-11,Low
1033111,33,38,Surat,Gujarat,SME Owner,6L-10L,Verified,Referral,2019-08-23,Low
1033112,60,37,Pune,Maharashtra,Premium,10L-20L,Verified,Partner,2026-03-18,Low
1033113,77,42,Chandigarh,Chandigarh,Mass Market,3L-6L,Verified,Organic,2024-04-22,Medium
1033114,53,54,Hyderabad,Telangana,Student,10L-20L,Verified,Referral,2020-05-30,Medium
1033115,11,24,Bengaluru,Karnataka,Affluent,10L-20L,Pending,Paid Search,2020-03-02,Medium
1033116,25,27,Lucknow,Uttar Pradesh,Mass Market,6L-10L,Verified,Referral,2022-05-11,Low
1033117,8,31,Coimbatore,Tamil Nadu,SME Owner,6L-10L,Verified,Referral,2025-05-06,Low
1033118,39,29,Chennai,Tamil Nadu,Mass Market,10L-20L,Verified,Organic,2024-08-11,Low
1033119,19,22,Indore,Madhya Pradesh,Mass Market,6L-10L,Pending,Social,2022-01-01,Medium
1033120,28,26,Mumbai,Maharashtra,Student,<3L,Verified,Organic,2023-11-19,Medium
1033121,38,48,Delhi,Delhi,Mass Market,20L+,Verified,Paid Search,2022-03-09,Low
1033122,2,26,Coimbatore,Tamil Nadu,Mass Market,20L+,Verified,Partner,2024-03-17,Low
1033123,50,41,Mumbai,Maharashtra,SME Owner,6L-10L,Verified,Partner,2019-12-27,Low
1033124,48,29,Ahmedabad,Gujarat,Affluent,6L-10L,Verified,Partner,2020-06-24,Medium
1033125,42,35,Lucknow,Uttar Pradesh,Premium,10L-20L,Verified,Organic,2026-01-12,Low
1033126,84,30,Pune,Maharashtra,Premium,10L-20L,Verified,Social,2024-04-24,High
1033127,35,29,Visakhapatnam,Andhra Pradesh,SME Owner,3L-6L,Pending,Partner,2021-03-26,Low
1033128,44,32,Lucknow,Uttar Pradesh,Mass Market,6L-10L,Verified,Social,2025-04-10,High
1033129,45,46,Kolkata,West Bengal,SME Owner,6L-10L,Verified,App Store,2023-03-16,Low
1033130,32,33,Visakhapatnam,Andhra Pradesh,Student,<3L,Verified,App Store,2020-10-08,Medium
1033131,79,33,Nagpur,Maharashtra,Mass Market,6L-10L,Verified,Organic,2019-04-17,Medium
1033132,42,37,Kochi,Kerala,Premium,3L-6L,Pending,Paid Search,2020-09-17,Low
1033133,81,48,Pune,Maharashtra,SME Owner,10L-20L,Verified,Social,2023-11-04,Low
1033134,61,32,Delhi,Delhi,SME Owner,3L-6L,Verified,Partner,2026-02-03,Low
1033135,79,29,Mumbai,Maharashtra,Mass Market,6L-10L,Verified,Partner,2024-07-12,Low
1033136,9,29,Lucknow,Uttar Pradesh,Mass Market,3L-6L,Verified,Partner,2020-09-18,Low
1033137,52,37,Nashik,Maharashtra,Mass Market,<3L,Verified,Partner,2022-08-03,Low
1033138,38,25,Bhopal,Madhya Pradesh,Mass Market,<3L,Verified,Organic,2024-12-19,Low
1033139,40,24,Nagpur,Maharashtra,Mass Market,6L-10L,Verified,Partner,2020-08-23,Low
1033140,15,30,Pune,Maharashtra,SME Owner,10L-20L,Verified,Partner,2024-01-10,High
1033141,70,36,Indore,Madhya Pradesh,Affluent,3L-6L,Verified,App Store,2020-04-02,Low
1033142,55,25,Indore,Madhya Pradesh,Mass Market,6L-10L,Verified,Partner,2021-01-18,Medium
1033143,39,44,Nagpur,Maharashtra,Affluent,<3L,Verified,Organic,2021-07-27,Low
1033144,80,40,Chandigarh,Chandigarh,Premium,3L-6L,Verified,Partner,2021-10-26,Low
1033145,37,36,Nagpur,Maharashtra,Affluent,6L-10L,Verified,Partner,2022-04-09,Medium
1033146,20,42,Chandigarh,Chandigarh,Premium,10L-20L,Verified,Social,2023-01-03,Medium
1033147,48,35,Surat,Gujarat,Mass Market,<3L,Verified,App Store,2026-04-02,Low
1033148,33,49,Delhi,Delhi,Mass Market,10L-20L,Verified,App Store,2022-09-28,Low
1033149,40,25,Pune,Maharashtra,Affluent,3L-6L,Verified,Paid Search,2022-11-18,Low
1033150,23,18,Bhopal,Madhya Pradesh,Affluent,3L-6L,Verified,Organic,2023-06-21,Low
1033151,49,22,Jaipur,Rajasthan,Affluent,6L-10L,Verified,Partner,2019-07-16,Low
1033152,33,36,Kolkata,West Bengal,Student,3L-6L,Verified,Organic,2026-06-03,Low
1033153,76,41,Chennai,Tamil Nadu,Mass Market,3L-6L,Verified,Social,2026-04-22,Low
1033154,39,43,Pune,Maharashtra,SME Owner,6L-10L,Verified,Social,2019-02-01,Medium
1033155,6,50,Bhopal,Madhya Pradesh,Student,3L-6L,Verified,Social,2023-05-19,Low
1033156,66,29,Pune,Maharashtra,Mass Market,10L-20L,Verified,Organic,2024-08-07,Medium
1033157,48,36,Hyderabad,Telangana,Mass Market,3L-6L,Verified,Organic,2022-04-10,Low
1033158,48,18,Surat,Gujarat,Mass Market,10L-20L,Verified,Social,2022-03-19,Medium
1033159,11,25,Ahmedabad,Gujarat,Student,3L-6L,Verified,Paid Search,2026-05-16,Low
1033160,43,42,Mumbai,Maharashtra,Mass Market,3L-6L,Verified,Referral,2023-12-08,Low
1033161,66,31,Kolkata,West Bengal,Mass Market,6L-10L,Verified,App Store,2025-04-05,Low
1033162,3,34,Coimbatore,Tamil Nadu,Mass Market,20L+,Verified,Partner,2023-07-22,Low
1033163,46,28,Chennai,Tamil Nadu,Mass Market,3L-6L,Verified,Organic,2020-02-24,Low
1033164,4,29,Vadodara,Gujarat,Premium,6L-10L,Verified,Organic,2019-09-04,Low
1033165,11,31,Ahmedabad,Gujarat,Affluent,10L-20L,Verified,Organic,2021-11-19,Medium
1033166,73,47,Mumbai,Maharashtra,Student,<3L,Verified,Referral,2023-04-08,Medium
1033167,49,48,Bengaluru,Karnataka,Mass Market,3L-6L,Verified,Social,2023-02-09,Low
1033168,70,29,Nashik,Maharashtra,Mass Market,10L-20L,Verified,Paid Search,2023-09-01,Medium
1033169,28,43,Jaipur,Rajasthan,Mass Market,10L-20L,Pending,Partner,2025-01-16,Medium
1033170,12,46,Visakhapatnam,Andhra Pradesh,Mass Market,6L-10L,Verified,Organic,2019-11-25,High
1033171,9,31,Coimbatore,Tamil Nadu,Student,3L-6L,Verified,Referral,2019-03-10,Low
1033172,74,20,Mumbai,Maharashtra,SME Owner,10L-20L,Verified,Social,2024-11-10,Low
1033173,75,46,Kolkata,West Bengal,Affluent,<3L,Verified,App Store,2022-07-28,Low
1033174,83,23,Chandigarh,Chandigarh,Mass Market,3L-6L,Verified,Social,2022-06-09,Low
1033175,44,20,Pune,Maharashtra,Mass Market,3L-6L,Verified,App Store,2022-10-16,Low
1033176,61,38,Visakhapatnam,Andhra Pradesh,Mass Market,6L-10L,Verified,Paid Search,2023-09-11,Medium
1033177,17,29,Delhi,Delhi,Student,<3L,Verified,Organic,2024-12-20,Low
1033178,39,46,Coimbatore,Tamil Nadu,Premium,20L+,Verified,Organic,2022-03-18,Low
1033179,38,23,Nashik,Maharashtra,SME Owner,<3L,Verified,Social,2021-01-25,Low
1033180,19,30,Lucknow,Uttar Pradesh,Mass Market,<3L,Verified,Social,2019-06-02,Low
1033181,13,33,Nashik,Maharashtra,Affluent,10L-20L,Verified,Referral,2021-03-03,Medium
1033182,75,45,Vadodara,Gujarat,Mass Market,3L-6L,Verified,Organic,2023-05-10,Low
1033183,33,27,Chandigarh,Chandigarh,Premium,<3L,Verified,Social,2019-09-01,Low
1033184,30,32,Chandigarh,Chandigarh,Mass Market,10L-20L,Pending,Organic,2025-02-01,Medium
1033185,43,18,Ahmedabad,Gujarat,Mass Market,3L-6L,Verified,Paid Search,2024-03-13,Low
1033186,21,34,Chennai,Tamil Nadu,Mass Market,3L-6L,Verified,Partner,2021-09-30,High
1033187,12,18,Vadodara,Gujarat,SME Owner,10L-20L,Verified,Social,2023-08-12,Low
1033188,49,46,Hyderabad,Telangana,SME Owner,3L-6L,Verified,Organic,2026-02-08,High
1033189,74,35,Jaipur,Rajasthan,Affluent,6L-10L,Verified,Partner,2025-10-28,Low
1033190,77,49,Lucknow,Uttar Pradesh,Mass Market,3L-6L,Verified,Partner,2020-05-10,Medium
1033191,18,29,Ahmedabad,Gujarat,Mass Market,3L-6L,Verified,Social,2024-08-20,Low
1033192,74,35,Ahmedabad,Gujarat,Mass Market,6L-10L,Verified,Organic,2023-11-07,Low
1033193,30,22,Nagpur,Maharashtra,Mass Market,10L-20L,Pending,Paid Search,2021-04-04,Low
1033194,69,33,Kolkata,West Bengal,Mass Market,10L-20L,Verified,Organic,2020-03-09,Low
1033195,27,36,Visakhapatnam,Andhra Pradesh,Affluent,6L-10L,Verified,Social,2022-06-01,Low
1033196,26,32,Delhi,Delhi,Premium,6L-10L,Verified,Partner,2019-07-22,Low
1033197,37,41,Ahmedabad,Gujarat,SME Owner,10L-20L,Verified,Organic,2022-05-05,Low
1033198,65,25,Nashik,Maharashtra,Mass Market,6L-10L,Verified,Paid Search,2021-07-31,Medium
1033199,35,52,Surat,Gujarat,Affluent,6L-10L,Verified,Partner,2019-12-14,Low
1033200,76,37,Chandigarh,Chandigarh,Premium,3L-6L,Verified,Paid Search,2019-03-17,Low
1033201,76,22,Indore,Madhya Pradesh,SME Owner,10L-20L,Verified,Organic,2019-11-30,Medium
1033202,71,34,Kolkata,West Bengal,Mass Market,3L-6L,Verified,Organic,2021-03-07,Low
1033203,18,29,Chandigarh,Chandigarh,Premium,3L-6L,Verified,Referral,2022-08-08,Low
1033204,52,39,Hyderabad,Telangana,Affluent,<3L,Verified,Paid Search,2019-10-06,Low
1033205,23,19,Chandigarh,Chandigarh,Mass Market,<3L,Verified,Organic,2023-05-18,High
1033206,48,33,Bengaluru,Karnataka,Mass Market,6L-10L,Verified,Social,2021-07-28,Medium
1033207,8,51,Kochi,Kerala,Mass Market,<3L,Verified,Social,2024-05-15,Low
1033208,71,37,Bengaluru,Karnataka,Premium,<3L,Verified,Partner,2026-03-03,High
1033209,29,18,Vadodara,Gujarat,SME Owner,3L-6L,Verified,Partner,2023-06-24,Low
1033210,44,36,Indore,Madhya Pradesh,Mass Market,6L-10L,Verified,Partner,2026-02-15,Low
1033211,28,32,Mumbai,Maharashtra,Mass Market,6L-10L,Verified,Paid Search,2022-08-06,Medium
1033212,21,41,Bengaluru,Karnataka,SME Owner,<3L,Verified,Paid Search,2021-11-30,Low
1033213,21,38,Delhi,Delhi,Mass Market,3L-6L,Verified,Referral,2020-09-24,Low
1033214,38,37,Visakhapatnam,Andhra Pradesh,Mass Market,6L-10L,Verified,Organic,2022-12-31,High
1033215,64,30,Nagpur,Maharashtra,Student,<3L,Verified,Partner,2023-07-07,Low
1033216,72,18,Chennai,Tamil Nadu,Mass Market,20L+,Verified,Organic,2024-07-22,Low
1033217,22,36,Chennai,Tamil Nadu,Student,10L-20L,Verified,Referral,2025-08-09,Medium
1033218,2,24,Mumbai,Maharashtra,Affluent,3L-6L,Verified,Organic,2021-07-23,Medium
1033219,16,42,Hyderabad,Telangana,Mass Market,6L-10L,Verified,App Store,2022-02-05,Medium
1033220,35,25,Vadodara,Gujarat,Mass Market,3L-6L,Verified,Social,2019-10-30,Low
1033221,51,59,Nagpur,Maharashtra,Premium,3L-6L,Verified,Partner,2025-04-01,Medium
1033222,73,24,Ahmedabad,Gujarat,Premium,<3L,Verified,Organic,2024-10-23,Low
1033223,38,36,Mumbai,Maharashtra,Affluent,<3L,Verified,Partner,2025-09-08,Medium
1033224,46,18,Kolkata,West Bengal,Mass Market,10L-20L,Verified,Paid Search,2025-08-16,Low
1033225,34,51,Ahmedabad,Gujarat,Mass Market,10L-20L,Verified,Paid Search,2021-08-08,Medium
1033226,34,26,Bengaluru,Karnataka,Premium,6L-10L,Verified,Paid Search,2019-11-23,Low
1033227,64,37,Indore,Madhya Pradesh,Affluent,6L-10L,Verified,Partner,2024-06-12,Medium
1033228,60,39,Kochi,Kerala,Student,10L-20L,Verified,App Store,2023-11-26,Low
1033229,60,41,Visakhapatnam,Andhra Pradesh,Student,6L-10L,Verified,Paid Search,2022-02-03,Low
1033230,52,39,Ahmedabad,Gujarat,Premium,10L-20L,Verified,Organic,2024-07-13,Medium
1033231,68,33,Chennai,Tamil Nadu,SME Owner,10L-20L,Verified,Organic,2019-06-23,Medium
1033232,48,42,Nashik,Maharashtra,Mass Market,10L-20L,Verified,Social,2022-08-14,Low
1033233,81,35,Ahmedabad,Gujarat,Affluent,6L-10L,Verified,Social,2022-05-06,Low
1033234,20,19,Indore,Madhya Pradesh,SME Owner,3L-6L,Verified,Organic,2023-08-11,Medium
1033235,55,26,Chandigarh,Chandigarh,Premium,3L-6L,Verified,Partner,2024-03-22,Low
1033236,78,44,Vadodara,Gujarat,Affluent,<3L,Verified,Paid Search,2022-09-20,Low
1033237,16,41,Kolkata,West Bengal,Mass Market,6L-10L,Verified,Partner,2019-09-26,Low
1033238,8,19,Indore,Madhya Pradesh,SME Owner,3L-6L,Verified,Paid Search,2023-11-11,Low
1033239,3,30,Bengaluru,Karnataka,Affluent,<3L,Verified,Paid Search,2019-10-21,Low
1033240,59,24,Coimbatore,Tamil Nadu,Mass Market,3L-6L,Verified,Organic,2019-07-18,Low
1033241,4,33,Mumbai,Maharashtra,Mass Market,<3L,Verified,Partner,2020-08-30,Low
1033242,57,31,Kochi,Kerala,Mass Market,<3L,Verified,Paid Search,2022-08-24,Low
1033243,43,35,Hyderabad,Telangana,SME Owner,6L-10L,Verified,Paid Search,2025-01-23,Medium
1033244,11,43,Surat,Gujarat,Affluent,10L-20L,Pending,Paid Search,2026-05-26,Low
